Solution_ID,Text
21,"Contrôle de l'état du calorifugeage du circuit froid et réparer si nécessaire., Maintenance, Froid, Utilités, de la consommation électrique des centrales frigorifiques"
22,"Vérification et remplacement du calorifugeage des chambres froides, Chambre froide, Froid, Utilités, "
23,"Diminution des distances de tuyauteries, Réseau, Froid, Utilités, Sur réseau existant parfois difficile à mettre en oeuvre (nécessité d'arrêter les installations ou de by-passer le réseau), Réduction des pertes de charge Peu coûteux"
24,"Programme de maintenance performant, Maintenance, Froid, Utilités, de la consommation électrique des centrales frigorifiques"
25,"Optimisation des dégivrages des évaporateurs, Evaporateur, Froid, Utilités, Résistance électrique : Pas adéquat sur les cycles utilisant de l'ammoniac Coûteux en énergie sans possibilité de la récupérer. Dégivrage à air : Application limitée Possible dépôt de goutte d’eau sur la marchandise pouvant entrainer moisissures, de l'énergie consommée par l'installation frigorifique. Dégivrage à la demande : 15% à 20% d’économie par rapport à un dégivrage programmé (30min toute les 8h)., Résistance électrique : Faible encombrement Mise en œuvre simple Faible coût d’installation Injection de gaz chauds : Pas de consommation d’énergie supplémentaire"
26,"Ecart de température optimisé à l'évaporateur, Evaporateur, Froid, Utilités, Doit être réfléchie en fonction des besoins et du site environnant., de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C., Meilleure efficacité Réduction des investissements"
27,"Contrôle du traitement de l'eau des condenseurs de type évaporatif et des tours de refroidissement, Maintenance, Froid, Utilités, Procédures régulière à mettre en place, de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Augmentation de la durée de vie des échangeurs. Augmentation du rendement (COP) du cycle frigorifique"
28,"Ecart de température optimisé au condenseur, Condenseur, Froid, Utilités, Variation de la température de l'air ambiant en fonction des saisons, de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C."
29,"Nettoyage des condenseurs et autres échangeurs, Condenseur, Froid, Utilités, Nettoyage parfois difficile dans certaines configurations, de la consommation ponctuelle des compresseurs, Moins de risques de panne Encrassement très largement diminué Diminution des coûts d'écploitation Echange thermique amélioré (la vitesse de ventilation peut être diminuée)"
30,"Alimentation correcte en air du condenseur, Condenseur, Froid, Utilités, Augmentation de la durée de vie des ventilateurs des condenseurs à air."
31,"Purge règulière des incondensables, Maintenance, Froid, Utilités, Action périodique à maintenir régulièrement, Dispositif peu couteux, amortissement rapide Evite la corrosion Amélioration du rendement de l'installation Installation simple dans tous types de système Pas de baisse de pression dans les conduites"
32,"Réparation des fuites, tuyauteries, et changement des joints, Maintenance, Froid, Utilités, de l'énergie frigorifique produite par la centrale froid"
33,"Ouverture des portes des zones froides minimisée, Chambre froide, Froid, Utilités, "
34,"Augmentation de la température d'évaporation, Régulation, Froid, Utilités, Augmentation de température parfois limité par les besoins des procédés., d'économie d'énergie sur la consommation du compresseur par °C supplémentaire, Amélioration du rendement du groupe frigorifique."
35,"Diminution de la température de condensation, Régulation, Froid, Utilités, L'action peut être limité par la technologie des détendeurs installés., de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Amélioration du rendement du cycle frigorifique"
36,"Diminution du taux d'air neuf en période de climatisation, Climatisation, CVC, Bâtiment, Nécessite la modification ou le remplacement des ventilateurs ou l'installation d'un variateur de vitesse Le débit ne doit pas être inférieur à la valeur réglementaire de 30m^3/h/pers Une maintenance plus strict peut être nécessaire pour éviter tout risque sanitaire dû à un air ambiant moins renouvellé, Conduit à un meilleur dimensionnement des ventilateurs et donc une consommation moindre Réduction de l'énergie à fournir pour refroidir l'air avant d'être soufflé dans le local Adaptation du taux d'air neuf à l'occupation réelle du bâtment ou à la saison"
39,"Pilotage des compresseurs en cascade et compresseurs de puissances différentes, Régulation, Froid, Utilités, Evite la marche à vide des compresseurs Assure une sécurité de manoeuvre"
40,"Variation électronique de vitesse sur ventilateurs de soufflage des évaporateurs, Evaporateur, Froid, Utilités, de la consommation totale"
41,"Mise en route graduelle des ventilateurs sur les aérocondenseurs, Condenseur, Froid, Utilités, "
42,"Sous refroidissement optimisé, Régulation, Froid, Utilités, "
43,"Gestion Technique Centralisée (GTC), Gestion et pilotage, Procédés, Coût initial élevé, qui dépend de la taille du système et de sa complexité. Instrumentation importante., Meilleure fiabilité des équipements Suivi des installations, pilotage à distance Optimisation de la maintenance"
44,"Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif, Meuble frigorifique, Froid, Utilités, Faible coût Utilisation simple et sûre"
45,"Désurchauffeur pour récupérer la chaleur de condensation sur un cycle frigorifique., Récupération de chaleur, Froid, Utilités, Une modification du groupe existant peut être nécessaire, Réduction du réseau vapeur et diminution des pertes associées"
46,"Récupérateur de chaleur de condensation sur un groupe de production de froid, Récupération de chaleur, Froid, Utilités, Une modification du groupe existant peut être nécessaire, de la chaleur perdue est récupérable., Réduction du réseau vapeur et diminution des pertes associées"
47,"Récupérateur de chaleur sur l'huile des compresseurs, Récupération de chaleur, Froid, Utilités, La solution n'est pas applicable à tous les types de compresseurs."
48,"Machine frigorifique à absorption, Machines frigorifiques, Utilités, COP < 1 (car prise en compte de l'apport de chaleur au régénérateur), Appareils supplémentaires (absorbeur, générateur et échangeur) Températures au bouilleur au moins de l'ordre de 80 à 85 °C, nécessite d'une source de chaleur (vapeur sur site par exemple), Plus de compresseur Installation de pompe avec un coût plus faible Consommation de pompe inférieure à celle d'un compresseur Fluide dont l'impact sur la couche d'ozone et sur l'effet de serre est nul"
49,"Remplacement des détendeurs par une turbine, Détendeur, Froid, Utilités, "
50,"Moteurs correctement dimensionnés, Moteur, Moteur, Utilités, Campagne de mesure en période de charge des moteurs Moteurs parfois difficilement accessibles, de la consommation du moteur. Le gain varie selon la taille du moteur. Il est d'environ 1% pour les gros moteurs (qui peuvent fonctionner à rendement élevé pour des charges de 30%) et de 3% pour les moteurs plus petits dont le rendement se dégrade à partir de 75%., Diminution des marches à vide du moteur."
51,"Dimensionnement des moteurs pour des charges variables, Ajustement production/besoin, Moteur, Utilités, "
54,"Moteur à haut rendement, Moteur, Moteur, Utilités, de surcoût pour les moteurs d'une puissance supérieure à 20 kW, Sauf changement radical de technologie, les moteurs sont de même taille et ont une augmentation de poids d’environ 15 %., d'augmentation du rendement selon les puissance par rapport à la norme IE1, Anticipation des contraintes légales à venir. Gain sur la durée de vie du moteur."
55,"Transmissions à haute efficacité, Transmission, Moteur, Utilités, Arrêt du moteur lors du changement La solution est peu rentable sur des moteurs usagés mais elle est à considérer lors de leur remplacement, de la consommation du sous système entrainé par le moteur, Optimisation du rendement du système moteur couplé à l'unité entrainée par le moteur."
56,"Contrôle de la qualité de puissance, Régulation, Moteur, Utilités, de la consommation du sous système entrainé par le moteur"
57,"Contrôle de la température ambiante, Moteur, Moteur, Utilités, Certains locaux contenant le moteur sont difficiles à ventiler Mise en place d'un système de ventilation naturelle ou mécanique peut être à prévoir, Augmentation de la durée de vie du moteur. Amélioration du rendement du moteur"
58,"Remplacement des moteurs plutôt qu'un rebobinage ou une réparation, Maintenance, Moteur, Utilités, Surcoût à l'investissement non négligeable., de la consommation électrique du moteur, Anticipation sur les contraintes légales à venir"
59,"Lubrification correcte des paliers conformément aux spécifications constructeur, Maintenance, Moteur, Utilités, Amélioration du rendement et de la durée de vie du moteur en réduisant les pertes par frottement Protection contre l'oxydation et la corrosion"
60,"Entretien et amélioration des transmissions, Transmission, Moteur, Utilités, de diminution des pertes au niveau de la transmission"
61,"Rebobinage de qualité des moteurs, Maintenance, Moteur, Utilités, Perte de rendement du moteur possible, de la consommation électrique du moteur., Investissement limité"
62,"Ajustement de la tension des courroies et des alignements, Transmission, Moteur, Utilités, Si l’entretien des éléments de transmission (arbres, courroies) est négligé, les pertes peuvent aller de 0 à 45%., de la consommation électrique du moteur"
63,"Variateurs de vitesse en remplacement de vannes de laminages., Régulation, Pompe, Utilités, de la consommation ponctuelle de la pompe selon la charge"
64,"Pompe de surpression pour des hautes pressions ponctuelles, Pompe de surpression, Pompe, Utilités, de la consommation annuelle de la pompe"
65,"Pompes en parallèle, mise en route en fonction du besoin, Régulation, Pompe, Utilités, Necessité de modifier le réseau de conduits Etude préalable afin de déterminer les besoins réels de pompage Installation de capteurs à des endroits stratégiques afin de connaître le besoin réel Adaptation des puissances des pompes en cas de passage de pompe en série en parallèle, Réduction de la consommation énergétique puisque les pompes démarrent en fonction du besoin Augmentation de la durée de vie des pompes en ne les faisant fonctionner que lorsque c'est nécessaire Meilleur gestion des pics de demande"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes., Mesure et comptage d’énergie, Management (ISO 50 001), Investissement plus important pour des appareils résistants aux conditions extrèmes (chaleur, froid, humidité ...) ou nécessitant une acquisition numérique Choix pertinent des lieux de mesure, Connaissance de l'état du réseau, de l'évolution des pertes de charge dans le réseau et des besoins Gestion facilité et anticipation possible des problèmes sur le réseau Identification plus facile des points à optimiser"
67,"Réduction du besoin de pompage non nécessaire, Ajustement production/besoin, Pompe, Utilités, "
68,"Fermeture des parties du circuit non utilisées, Réseau, Pompe, Utilités, Mise hors service du réseau éventuelle, Les gains dépendent de la longueur de réseau qui a été retiré., Réduction des pertes de charge Diminution du besoin en pompage Réduction éventuelle de l'encombrement"
69,"Purges d'air régulières sur le réseau, Réseau, Pompe, Utilités, "
70,"Identification et remplacement des pompes surdimensionnées, Pompe, Pompe, Utilités, de la consommation de la pompe, Fonctionnemment des pompes proche de leur rendement optimum."
71,"Réparation des fuites, Réseau, Pompe, Utilités, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, Il est recommandé d’effectuer une détection des fuites lorsque les ateliers sont à l’arrêt. Un programme de maintenance est conseillé pour garder le taux de fuite au plus bas L'investissement dans un appareil à ultrason peut être nécessaire pour la détection des fuites, Réduction de la consommation des pompes du réseau Diminution de la pression de fonctionnement"
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation., Maintenance, Pompe, Utilités, Certaines pompes peuvent être difficiles d'accès rendent la vérification ardue, Augmentation de la durée de vie des pompes Anticipation des problèmes avant qu'ils ne deviennent irréversibles (casse de la pompe)"
73,"Usinage du diamètre des roues des pompes centrifuges, Pompe, Pompe, Utilités, Campagne d'analyse du dimentionnement des pompes nécessaire avant la mise en place de la solution, de la consommation de la pompe, Adaptation de la consommation de la pompe au besoin réel du réseau"
74,"Filtre interne de réduction de frottements dans la pompe (sur les impulseurs), Pompe, Pompe, Utilités, de la consommation de la pompe"
75,"Diminution des débits et de la pression de fonctionnement aux minimum requis, Ajustement production/besoin, Pompe, Utilités, Etude préalable nécessaire pour définir les besoins réels de l'installation Nécessite un réajustement si augmentation des pertes de charge après une modification du réseau Remplacement des pompes parfois nécessaire pour éviter un fonctionnement à vide, Diminution de la consommation des pompes du réseau Augmentation de la durée de vie des pompes et autres équipements du réseau Peut conduire à la suppression de pompes devenues superflues"
76,"Diminution des pertes de charges, Réseau, Pompe, Utilités, Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...) Achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Réduction de la consommation des pompes Diminution du besoin en pompage"
77,"Diminution des débits by-pass, Réseau, Pompe, Utilités, Modification du réseau d'eau existant"
78,"Consommation de biogaz, Valorisation, Méthanisation / Biogaz, Nouvelles énergies, Les investissements nécessaires pour les systèmes fonctionnement au biogaz sont encore importants. La production de biogaz entraîne des coûts d'exploitation importants., L'utilisation de biogaz permet de manière indirecte de soutenir la valorisation des déchets, de l'imiter leur impact environnemental en évitant les émissions de Gaz à Effet de Serre (GES) dans l’atmosphère, et en valorisant leur potentiel énergétique. L'utilisation de biogaz permet de diminuer la dépendance aux énergies fossiles. Le digestat, résidu de la méthanisation, peut être valorisé en aval comme compost ou engrais naturel. Son utilisation permet alors d'éviter l'utilisation d'engrais chimiques. La combustion de biogaz pemet de diviser par 2 les émissions sonores du moteur et d'atténuer ses vibrations."
79,"Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé, Régulation, Ventilation, Utilités, "
80,"Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation, Gestion et pilotage, Ventilation, Utilités, de la consommation propre du système"
81,"Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel, Gestion et pilotage, Ventilation, Utilités, Le bon type d'automatisation pour adapter le besoin est à réfléchir en amont., Limitation des gaspillages d'énergie"
82,"Diminution des pertes de charges du réseau, Réseau, Ventilation, Utilités, L'investissement dépend de la taille du réseau mais reste marginal. Il se limitera à l'achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...), de la consommation propre du système, Réduction du débit de soufflage nécessaire Diminution de la consommation des ventilateurs"
83,"Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action, Ventilateur, Ventilation, Utilités, de la consommation propre du ventilateur"
84,"Remplacement des courroies trapézoïdales par des transmissions directes, Ventilateur, Ventilation, Utilités, Modification du système en place. L'accouplement direct du moteur au ventilateur n'est pas toujours possible. Désacouplement du moteur au ventilateur plus compliqué qu'avec des courroies., de la consommation propre du ventilateur. La consommation est variable e fonction de la puissance du ventilateur. Le gain min est pour ceux de puissance importante, le gain max pour ceux de petite puissance."
85,"Remplacement des courroies trapézoïdales par des courroies plates, Ventilateur, Ventilation, Utilités, de la consommation propre du ventilateur"
86,"Fractionnement de l'installation de ventilation générale en plusieurs unités, Gestion et pilotage, Ventilation, Utilités, "
87,"Isolation des gaines lorsque l'air est chaud, Réseau, Ventilation, Utilités, "
88,"Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies, Gestion et pilotage, Ventilation, Utilités, "
89,"Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres, Maintenance, Ventilation, Utilités, "
90,"Diminution des fuites sur le réseau aéraulique en resserrant les joints, Maintenance, Ventilation, Utilités, "
91,"Equilibrage du réseau aéraulique, Réseau, Ventilation, Utilités, de la consommation propre du ventilateur"
92,"Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple), Ventilateur, Ventilation, Utilités, de la consommation du ventilateur selon les puissances."
93,"Vérification et diminution des débits d'air si possible, Ajustement production/besoin, Ventilation, Utilités, de la consommation de l'appareil suite à une réduction de débit de 20%."
94,"Epurateur pour réduire le taux d'air neuf en hiver, Ajustement production/besoin, Ventilation, Utilités, sur la consommation du chauffage."
95,"Récupérateur de chaleur air neuf/air extrait, Récupération de chaleur, Ventilation, Utilités, de la consommation ponctuelle de l'unité"
97,"Amélioration de l'isolation des bâtiments, Isolation, Enveloppe, Bâtiment, L’investissement initial est important. Les temps de retour sur investissements sont souvent supérieurs à 10 ans. En plus des coûts des matériaux, il faut prévoir des frais supplémentaires pour la main d’œuvre. Les travaux sont souvent longs., Gain sur la consommation d’énergie primaire par la réduction des besoins en chauffage et en climatisation. Meilleur confort thermique été comme hiver. L’isolation thermique peut apporter une isolation acoustique supplémentaire."
99,"Réduction des infiltrations d'air, Etanchéité et infiltrations, Enveloppe, Bâtiment, Les infiltrations d'air représentent 14 à 18 % de la consommation énergétique d'un bâtiment., Réduction du chauffage en hiver et de la climatisation en été."
100,"Optimisation de la fermeture automatique des portes logistiques, Etanchéité et infiltrations, Enveloppe, Bâtiment, Composante comportementale de la part des équipes de la logistique., Diminution des courants d’air ; Diminution du brassage des polluants."
102,"Réduction des apports de chaleur dans les espaces climatisés, Climatisation, CVC, Bâtiment, Solution tributaire du comportement des usagers Redisposition du local parfois difficile, Diminution de la température de la pièce Diminution du temps de fonctionnement du climatiseur et donc de sa consommation"
103,"Ne pas chauffer et climatiser en même temps, Climatisation, CVC, Bâtiment, Solution dépendante du comportement des usagers, Réduction de la consommation des radiateurs en hiver ou de la climatisation en période chaude Amélioration du confort thermique de la pièce"
104,"Pompe à chaleur haute température pour valoriser la vapeur basse pression, Récupération de chaleur, Vapeur, Utilités, Prix deux fois supérieur à une PAC basse pression, Expertise conseillée avant installation, afin de savoir s'il s'agit d'une solution pertinente, Peut chauffer de l'eau jusqu'à une température de 80 °C à partir d'une température extérieur de 20°C. COP compris entre 3 et 5 Facilité d'installation sur le réseau"
105,"Système de chauffage radiant (zones occupées) couplé à une réduction des températures (zones non occupées), Chauffage, CVC, Bâtiment, Installation de chauffage radiant ( moyenne de : 230-450 €), plus chers que des convecteurs Réduction de température dans les zones non occupées : dépend du confort thermique désiré et du comportement des usagers, Meilleur confort thermique Consommation électrique plus faible Installation simple, peu d'encombrement"
108,"Diminution des températures de consignes de chauffage, Chauffage, CVC, Bâtiment, La baisse de la consigne est limité par le confort du personnel., de diminution de la puissance thermique par degré abaissé sur la consigne"
109,"Maintenance régulière des systèmes de climatisation, Climatisation, CVC, Bâtiment, Parfois nécessaire de passer par une société spécialisé, de la consommation électrique si la maintenance est effectuée correctement., Coût de maintenance réduit Augmentation de la durée de vie du système Efficacité accrue"
110,"Free-cooling pour les espaces réfrigérés, Climatisation, CVC, Bâtiment, Mise en place d'une régulation sur l'apport d'air neuf à asservir à deux sondes de températures (intérieur et extérieur)., Diminution de la consommation du poste climatisation"
111,"Free-chilling par un court d'eau à proximité., Condenseur, Froid, Utilités, Une unité de filtration de l'eau pompé doit être ajoutée. Efficacité réduite en été et mi saison., Diminution de la consommation du poste climatisation Diminution des émissions de CO2."
113,"Compensation de l'énergie réactive, Condensateur, Distribution électrique, Utilités, de réduction du taux de flicker (variation de tension, clignotement), Diminution des pertes par effets Joules liées à la diminution du courant en amont des condensateurs. Suppression des pénalités. Réduit la puissance apparente appelée. Réduit le taux de flicker et améliore la qualité du réseau électrique."
114,"Filtres anti-harmoniques proche des sources très polluantes, Filtre, Distribution électrique, Utilités, Modification possible de l'installation, de réduction des pertes par effet joules, Augmentation de la durée de vie des équipements Dépollution et rééquilibrage du réseau Respect des engagements contractuels auprès des fournisseurs énergétiques en matière de consommations"
115,"Circuits séparés pour les systèmes générateurs d'harmoniques et pour les circuits sensibles aux harmoniques, Réseau, Distribution électrique, Utilités, "
116,"Diamètre double pour les fils neutres près des charges génératrices d'harmoniques, Réseau, Distribution électrique, Utilités, "
117,"Séparation des circuits alimentant les gros moteurs pour éviter que les autres appareils subissent les chutes de tensions crées lors de leur démarrage, Réseau, Distribution électrique, Utilités, "
118,"Dimensionnement des câbles correct et vérifié, Gestion et pilotage, Distribution électrique, Utilités, "
120,"Transformateur haut rendement, Transformateur, Distribution électrique, Utilités, des pertes à vides"
121,"Dimensionnement des transformateurs en adéquation avec l'utilisation, Transformateur, Distribution électrique, Utilités, "
122,"Remplacement de TGBT vétuste, Transformateur, Distribution électrique, Utilités, des pertes par effet Joule"
123,"Eléments du TGBT faiblement consommateur pour éviter une climatisation du local, Armoire électrique, Distribution électrique, Utilités, "
124,"Renouvellement d'air du local du transformateur pour son refroidissement, Transformateur, Distribution électrique, Utilités, "
125,"Transformateurs à refroidissement par convection naturelle, Transformateur, Distribution électrique, Utilités, "
126,"Placement des équipements pour lesquels la demande en courant est élevée, aussi près que possible de la source d'alimentation, Ajustement production/besoin, Distribution électrique, Utilités, "
127,"Nettoyage des traversées et les connexions pour limiter les risques de corrosion ou de rouille, Maintenance, Distribution électrique, Utilités, "
128,"Détection des points chauds des câbles et des armoires, Armoire électrique, Distribution électrique, Utilités, "
129,"Nouveaux onduleur en remplacement des anciens onduleurs, Onduleur, Distribution électrique, Utilités, d'augmentation du rendement et du facteur de puissance"
130,"Vérification l'équilibrage des phases, Gestion et pilotage, Distribution électrique, Utilités, "
131,"Vérification du branchement des systèmes monophasés et triphasés. Le monophasé ne doit pas être branché sur du triphasé, Maintenance, Distribution électrique, Utilités, "
132,"Maintenance annuelle des équipement électrique et du transformateur, Maintenance, Distribution électrique, Utilités, "
133,"Jeux de barres serrés., Armoire électrique, Distribution électrique, Utilités, "
134,"Détection des surcharges, Ajustement production/besoin, Distribution électrique, Utilités, "
135,"Maintenance du transformateur, Transformateur, Distribution électrique, Utilités, "
136,"Arrêt des équipements quand ils ne sont pas nécessaires, Régulation, Distribution électrique, Utilités, "
137,"Mainten en ligne les transformateurs fonctionnant à une charge de plus de 40 à 50 % de la puissance nominale, Transformateur, Distribution électrique, Utilités, "
138,"Diminution de la tension de court circuit du transformateur, Transformateur, Distribution électrique, Utilités, "
139,"Amélioration du facteur de puissance, Gestion et pilotage, Distribution électrique, Utilités, "
140,"Décalage des appels de puissance, Ajustement production/besoin, Distribution électrique, Utilités, "
141,"Effacement des creux de tension, Onduleur, Distribution électrique, Utilités, "
142,"Stockage permettant de décaler la consommation, Stockage, Distribution électrique, Utilités, "
143,"Surpresseur et réseau d'air multi pressions pour répondre aux besoins localisés, Réseau, Air comprimé, Utilités, Modification du réseau d'air, de la consommation annuelle des compresseurs, Diminution nette des fuites entraînée par la baisse de pression du tronçon de réseau concerné."
144,"Vannes d’isolement pour couper l’arrivée d’air comprimé des ateliers non utilisés, Réseau, Air comprimé, Utilités, coût unitaire approximatif de l'horloge permettant la fermeture automatique d'une vanne., Diminution du taux de fuite. Diminution de la perte de charge du réseau."
145,"Production d'air décentralisée, Gestion et pilotage, Air comprimé, Utilités, Changement des habitudes de maintenance si plusieurs centrales d'air sont utilisées., La diminution la longueur du réseau d'air entraîne une diminution des fuites d'air."
146,"Démarrage des compresseurs en fonction du besoin, Régulation, Air comprimé, Utilités, "
147,"Amélioration du refroidissement, du séchage et de la filtration, Traitement de l'air, Air comprimé, Utilités, de la consommation d'énergie annuelle"
148,"Optimisation de la régulation, Régulation, Air comprimé, Utilités, Diminution des marches à vide des compresseurs Fonctionnement des compresseurs à leur capacité nominale"
149,"Système de régulation élaboré, Régulation, Air comprimé, Utilités, de la consommation annuelle des compresseurs"
150,"Stockage de l'air comprimé à proximité des utilisations à forte fluctuation, Stockage, Air comprimé, Utilités, Nécessite un espace libre au sol près des procédés industriels, Augmentation de la durée de vie des compresseurs par la réduction des cycles marche/arrêt. Diminution du fonctionnement des compresseur en marche à vide Lissage de la production d'air comprimé."
151,"Augmentation de la taille des cuves de stockage, Stockage, Air comprimé, Utilités, Modification du réseau existant Espace libre nécessaire, Augmentation de la durée de vie des compresseurs par la réduction des cycles marche/arrêt. Diminution du fonctionnement des compresseur en marche à vide Lissage de la production d'air comprimé."
152,"Arrêt des compresseurs quand il n'y a pas de demande d'air, Gestion et pilotage, Air comprimé, Utilités, Programmation du redémarrage des compresseurs avant la production., Diminution de la consommation électrique talon du site"
153,"Petit compresseur pour la nuit et les week end, Ajustement production/besoin, Air comprimé, Utilités, Une adaptation du réseau d'air peut être à effectuer. Une régulation automatique doit être installée pour gérer le passage entre l'utilisation du petit compresseur et l'utilisation des compresseurs classiques., de la consommation annuelle des compresseurs, Diminution du taux de fuite lorsque les charges sont faibles."
154,"Modernisation du compresseur, Compresseur, Air comprimé, Utilités, Investissement important, de la consommation annuelle des compresseurs"
155,"Purgeurs automatiques en remplacement de purgeurs manuels, Régulation, Air comprimé, Utilités, Les coût détaillés plus loin sont les coûts hors taxe et opérations., Coût d'achat plus élevé que pour un purgeur manuel, Déclenchement automatique Réduction des pertes de charge dues aux échappements d'air comprimé Purges plus efficace et plus régulière Gain de temps par rapport aux purges manuels"
156,"Remplacement des outils pneumatiques par des outils électriques lorsque c'est possible, Soufflette, Air comprimé, Utilités, Modification des habitudes de travail des utilisateurs, de la consommation de l'outil pneumatique en comparaison d'un outil électrique., Diminution du besoin d'air comprimé ; Limitation des gaspillages d'énergie."
157,"Suppression des soufflettes, Soufflette, Air comprimé, Utilités, Modification des habitudes de travail des utilisateurs"
158,"Optimisation de la pression des soufflettes, Soufflette, Air comprimé, Utilités, de diminution du débit d'air soufflé."
159,"Soufflantes en remplacement de couteaux d'air, Soufflette, Air comprimé, Utilités, "
160,"Campagne de détection des fuites sur un réseau d’air comprimé, Réseau, Air comprimé, Utilités, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, La difficulté de cette démarche est réduite, il est cependant recommandé d’effectuer une détection lorsque les ateliers sont à l’arrêt., de la consommation des compresseurs, La réduction des fuites sur le réseau peut ensuite permettre d’abaisser la pression de production. Toute action sur l’efficacité d’un réseau d’air comprimé n’a de sens que si les fuites sont minimisées. Les compresseurs étant moins sollicités après réduction des fuites, de nouveaux appareils consommateurs d'air peuvent être installés. Amélioration de la performance des outils pneumatiques (atteinte des pressions de consigne en bout de réseau)"
161,"Maintenance préventive, Maintenance, Air comprimé, Utilités, de gain en réduisant la perte de charge à l'aspiration de 0,05 bar par la maintenance des filtres. Gain sur la consommation électrique"
162,"Nettoyage et remplacement plus fréquents des filtres, Filtre, Air comprimé, Utilités, Effort de maintenance approfondi., de la consommation annuelle des compresseurs, Possibiliter d'abaisser la pression de production."
163,"Réduction des pertes de charge, Réseau, Air comprimé, Utilités, de la consommation annuelle des compresseurs"
