Solution_ID,Text
209,"Désaérateur, Vapeur, Utilités"
210,"Récupération de chaleur, Ventilation, Utilités"
211,"Condensat, Vapeur, Utilités"
212,"Récupération de chaleur, Vapeur, Utilités"
213,"Récupération de chaleur, Vapeur, Utilités"
214,"Récupération de chaleur, Chaudière, Utilités"
215,"Récupération de chaleur, Vapeur, Utilités"
216,"Récupération de chaleur, Vapeur, Utilités"
217,"Récupération de chaleur, Vapeur, Utilités"
218,"Récupération de chaleur, Vapeur, Utilités"
219,"Réseau, Vapeur, Utilités"
221,"Gestion et pilotage, Eclairage, Bâtiment"
222,"Régulation, Eclairage, Bâtiment"
223,"Luminaire, Eclairage, Bâtiment"
225,"Luminaire, Eclairage, Bâtiment"
226,"Luminaire, Eclairage, Bâtiment"
227,"Luminaire, Eclairage, Bâtiment"
228,"Régulation, Eclairage, Bâtiment"
229,"Gestion et pilotage, Eclairage, Bâtiment"
230,"Régulation, Eclairage, Bâtiment"
231,"Régulation, Eclairage, Bâtiment"
232,"Maintenance, Eclairage, Bâtiment"
233,"Maintenance, Eclairage, Bâtiment"
234,"Maintenance, Eclairage, Bâtiment"
235,"Régulation, Eclairage, Bâtiment"
236,"Eclairage naturel, Eclairage, Bâtiment"
239,"Gestion et pilotage, Eclairage, Bâtiment"
240,"Cogénération grande taille, Cogénération"
241,"Contrat, Gestion des énergies, Management (ISO 50 001)"
242,"Contrat, Gestion des énergies, Management (ISO 50 001)"
243,"Régulation, Moteur, Utilités"
245,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
246,"Récupération de chaleur, Chaudière, Utilités"
248,"Brûleur, Chaudière, Utilités"
249,"Moteur, Moteur, Utilités"
250,"Isolation, Enveloppe, Bâtiment"
251,"Isolation, Enveloppe, Bâtiment"
252,"Isolation, Enveloppe, Bâtiment"
253,"Isolation, Enveloppe, Bâtiment"
254,"Isolation, Enveloppe, Bâtiment"
255,"Isolation, Enveloppe, Bâtiment"
256,"Chauffage, CVC, Bâtiment"
257,"Gestion et pilotage, Vapeur, Utilités"
258,"Gestion et pilotage, Air comprimé, Utilités"
259,"Gestion et pilotage, Froid, Utilités"
260,"Climatisation, CVC, Bâtiment"
261,"Vitrage, Enveloppe, Bâtiment"
262,"Etanchéité et infiltrations, Enveloppe, Bâtiment"
263,"Etanchéité et infiltrations, Enveloppe, Bâtiment"
264,"Ventilation, CVC, Bâtiment"
265,"Chauffage, CVC, Bâtiment"
266,"Chauffage, CVC, Bâtiment"
267,"Etanchéité et infiltrations, Enveloppe, Bâtiment"
268,"Chauffage, CVC, Bâtiment"
269,"Isolation, Enveloppe, Bâtiment"
270,"Vitrage, Enveloppe, Bâtiment"
271,"Chauffage, CVC, Bâtiment"
272,"Maintenance, Chaudière, Utilités"
273,"Maintenance, Chaudière, Utilités"
274,"Chaudière, Chaudière, Utilités"
275,"Gestion et pilotage, Vapeur, Utilités"
276,"Chaudière, Chaudière, Utilités"
277,"Chauffage, CVC, Bâtiment"
279,"Chauffage, CVC, Bâtiment"
280,"Chauffage, CVC, Bâtiment"
282,"Gestion et pilotage, Bâtiment"
283,"Chauffage, CVC, Bâtiment"
285,"Chauffage, CVC, Bâtiment"
286,"Chauffage, CVC, Bâtiment"
287,"Chauffage, CVC, Bâtiment"
290,"Chauffage, CVC, Bâtiment"
291,"Chauffage, CVC, Bâtiment"
292,"Chauffage, CVC, Bâtiment"
293,"Chauffage, CVC, Bâtiment"
294,"Chauffage, CVC, Bâtiment"
295,"Chauffage, CVC, Bâtiment"
296,"Chaudière, Chaudière, Utilités"
297,"Régulation, Chaudière, Utilités"
298,"Chauffage, CVC, Bâtiment"
299,"Maintenance, Chaudière, Utilités"
300,"Maintenance, Chaudière, Utilités"
301,"Maintenance, Chaudière, Utilités"
302,"Maintenance, Chaudière, Utilités"
304,"Gestion et pilotage, Chaudière, Utilités"
305,"Gestion et pilotage, Chaudière, Utilités"
306,"Gestion et pilotage, Chaudière, Utilités"
307,"Traitement de l'eau, Chaudière, Utilités"
308,"Régulation, Chaudière, Utilités"
309,"Maintenance, Chaudière, Utilités"
310,"Maintenance, Chaudière, Utilités"
311,"Maintenance, Chaudière, Utilités"
312,"Gestion et pilotage, Chaudière, Utilités"
314,"Production, Eau Chaude Sanitaire, Eau"
315,"Maintenance, Chaudière, Utilités"
316,"Maintenance, Chaudière, Utilités"
317,"Réseau, Pompe, Utilités"
319,"Régulation, Chaudière, Utilités"
320,"Chaudière, Chaudière, Utilités"
321,"Récupération de chaleur, Chaudière, Utilités"
322,"Fumées, Chaudière, Utilités"
323,"Production, Eau Chaude Sanitaire, Eau"
324,"Maintenance, Chaudière, Utilités"
325,"Air de combustion, Chaudière, Utilités"
327,"Gestion et pilotage, Chaudière, Utilités"
328,"Ajustement production/besoin, Moteur, Utilités"
329,"Gestion et pilotage, Eclairage, Bâtiment"
330,"Maintenance, Chaudière, Utilités"
331,"Moteur, Moteur, Utilités"
332,"Gestion et pilotage, Air comprimé, Utilités"
333,"Maintenance, Organisation, Management (ISO 50 001)"
334,"Gestion et pilotage, Eclairage, Bâtiment"
335,"Luminaire, Eclairage, Bâtiment"
336,"Air de combustion, Chaudière, Utilités"
337,"Maintenance, Organisation, Management (ISO 50 001)"
338,"Maintenance, Organisation, Management (ISO 50 001)"
339,"Vanne, Vapeur, Utilités"
340,"Maintenance, Moteur, Utilités"
341,"Réseau, Eau de procédés, Eau"
342,"Sensibilisation, Organisation, Management (ISO 50 001)"
343,"Maintenance, Chaudière, Utilités"
344,"Régulation, Moteur, Utilités"
345,"Condensateur, Distribution électrique, Utilités"
346,"Régulation, Moteur, Utilités"
347,"Fumées, Chaudière, Utilités"
348,"Chaudière, Chaudière, Utilités"
349,"Récupération de chaleur, Chaudière, Utilités"
350,"Air de combustion, Chaudière, Utilités"
351,"Récupération de chaleur, Chaudière, Utilités"
352,"Maintenance, Chaudière, Utilités"
353,"Fumées, Chaudière, Utilités"
354,"Air de combustion, Chaudière, Utilités"
355,"Brûleur, Chaudière, Utilités"
356,"Brûleur, Chaudière, Utilités"
357,"Air de combustion, Chaudière, Utilités"
358,"Brûleur, Chaudière, Utilités"
359,"Gestion et pilotage, Chaudière, Utilités"
360,"Brûleur, Fours, combustion, Procédés"
361,"Four, Fours, combustion, Procédés"
364,"Maintenance, Chaudière, Utilités"
365,"Purgeur, Vapeur, Utilités"
366,"Réseau, Vapeur, Utilités"
367,"Réseau, Vapeur, Utilités"
368,"Production, Eau Chaude Sanitaire, Eau"
370,"Chauffage, CVC, Bâtiment"
371,"Chauffage, CVC, Bâtiment"
373,"Gestion et pilotage, Bâtiment"
374,"Chauffage, CVC, Bâtiment"
376,"Réseau, Eau Chaude Sanitaire, Eau"
377,"Climatisation, CVC, Bâtiment"
378,"Climatisation, CVC, Bâtiment"
379,"Ventilation, CVC, Bâtiment"
380,"Ventilation, CVC, Bâtiment"
381,"Ventilation, CVC, Bâtiment"
382,"Ventilation, CVC, Bâtiment"
384,"Chauffage, CVC, Bâtiment"
385,"Micro/mini-cogénération, Cogénération"
386,"Chauffage, CVC, Bâtiment"
388,"Ventilation, CVC, Bâtiment"
389,"Condenseur, Froid, Utilités"
390,"Ventilation, CVC, Bâtiment"
391,"Production, Eau Chaude Sanitaire, Eau"
392,"Climatisation, CVC, Bâtiment"
393,"Gestion et pilotage, Eclairage, Bâtiment"
394,"Gestion et pilotage, Eclairage, Bâtiment"
395,"Gestion et pilotage, Eclairage, Bâtiment"
396,"Gestion et pilotage, Eclairage, Bâtiment"
397,"Gestion et pilotage, Eclairage, Bâtiment"
398,"Gestion et pilotage, Eclairage, Bâtiment"
399,"Régulation, Eclairage, Bâtiment"
400,"Luminaire, Eclairage, Bâtiment"
403,"Luminaire, Eclairage, Bâtiment"
404,"Gestion et pilotage, Eclairage, Bâtiment"
405,"Meuble frigorifique, Froid, Utilités"
406,"Luminaire, Eclairage, Bâtiment"
407,"Gestion et pilotage, Eclairage, Bâtiment"
408,"Gestion et pilotage, Eclairage, Bâtiment"
411,"Régulation, Eclairage, Bâtiment"
412,"Régulation, Eclairage, Bâtiment"
414,"Maintenance, Eclairage, Bâtiment"
415,"Maintenance, Eclairage, Bâtiment"
416,"Régulation, Eclairage, Bâtiment"
418,"Luminaire, Eclairage, Bâtiment"
419,"Luminaire, Eclairage, Bâtiment"
420,"Luminaire, Eclairage, Bâtiment"
421,"Régulation, Eclairage, Bâtiment"
422,"Appareils électriques, Bâtiment"
423,"Appareils électriques, Bâtiment"
424,"Transformateur, Distribution électrique, Utilités"
425,"Ventilation, CVC, Bâtiment"
426,"Contrat, Gestion des énergies, Management (ISO 50 001)"
427,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
428,Management (ISO 50 001)
429,"Stratégie et politique, Organisation, Management (ISO 50 001)"
430,Management (ISO 50 001)
431,"Contrat, Gestion des énergies, Management (ISO 50 001)"
432,"Contrat, Gestion des énergies, Management (ISO 50 001)"
433,"Contrat, Gestion des énergies, Management (ISO 50 001)"
435,"Contrat, Gestion des énergies, Management (ISO 50 001)"
437,"Gestion et pilotage, Fours, combustion, Procédés"
439,"Appareils électriques, Bâtiment"
440,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
441,"Mesure et comptage d’énergie, Management (ISO 50 001)"
442,Management (ISO 50 001)
443,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
444,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
445,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
446,"Stratégie et politique, Organisation, Management (ISO 50 001)"
447,"Sensibilisation, Organisation, Management (ISO 50 001)"
448,"Maintenance, Organisation, Management (ISO 50 001)"
449,Management (ISO 50 001)
450,"Stratégie et politique, Organisation, Management (ISO 50 001)"
451,"Report modal, Transport, Technologies énergétiques"
452,"Matériel roulant, Transport, Technologies énergétiques"
453,"Gestion et pilotage, Transport, Technologies énergétiques"
454,"Maintenance, Transport, Technologies énergétiques"
455,"Gestion et pilotage, Transport, Technologies énergétiques"
456,"Matériel roulant, Transport, Technologies énergétiques"
457,"Report modal, Transport, Technologies énergétiques"
458,"Report modal, Transport, Technologies énergétiques"
459,"Report modal, Transport, Technologies énergétiques"
460,"Report modal, Transport, Technologies énergétiques"
461,"Matériel roulant, Transport, Technologies énergétiques"
462,"Matériel roulant, Transport, Technologies énergétiques"
463,"Maintenance, Transport, Technologies énergétiques"
464,"Ecoconduite, Transport, Technologies énergétiques"
466,"Covoiturage, Transport, Technologies énergétiques"
468,"Gestion et pilotage, Transport, Technologies énergétiques"
469,"Maintenance, Transport, Technologies énergétiques"
470,"Maintenance, Transport, Technologies énergétiques"
471,"Covoiturage, Transport, Technologies énergétiques"
472,"Gestion et pilotage, Transport, Technologies énergétiques"
473,"Covoiturage, Transport, Technologies énergétiques"
474,"Covoiturage, Transport, Technologies énergétiques"
475,"Matériel roulant, Transport, Technologies énergétiques"
476,"Gestion et pilotage, Transport, Technologies énergétiques"
478,"Covoiturage, Transport, Technologies énergétiques"
479,"Matériel roulant, Transport, Technologies énergétiques"
480,"Matériel roulant, Transport, Technologies énergétiques"
481,"Matériel roulant, Transport, Technologies énergétiques"
482,"Gestion et pilotage, Procédés"
483,"Gestion et pilotage, Procédés"
484,"Maintenance, Procédés"
485,"Récupération de chaleur, Procédés"
486,"Séchage, Procédés"
487,"Gestion et pilotage, Procédés"
488,"Gestion et pilotage, Procédés"
489,"Séchage, Procédés"
490,"Gestion et pilotage, Fours, combustion, Procédés"
491,"Séchage, Procédés"
492,"Récupération de chaleur, Vapeur, Utilités"
494,"Séchage, Procédés"
495,"Séchage, Procédés"
496,"Gestion et pilotage, Fours, combustion, Procédés"
497,"Gestion et pilotage, Fours, combustion, Procédés"
500,"Réseau, Air comprimé, Utilités"
502,"Ajustement production/besoin, Air comprimé, Utilités"
503,"Pompe, Pompe, Utilités"
504,"Régulation, Ventilation, Utilités"
505,"Gestion et pilotage, Ventilation, Utilités"
506,"Réseau, Froid, Utilités"
507,"Régulation, Froid, Utilités"
508,"Ajustement production/besoin, Moteur, Utilités"
509,"Ajustement production/besoin, Moteur, Utilités"
510,"Gestion et pilotage, Pompe, Utilités"
511,"Maintenance, Pompe, Utilités"
512,"Régulation, Pompe, Utilités"
513,"Gestion et pilotage, Ventilation, Utilités"
514,"Gestion et pilotage, Distribution électrique, Utilités"
515,"Gestion et pilotage, Distribution électrique, Utilités"
516,"Transformateur, Distribution électrique, Utilités"
518,"Transformateur, Distribution électrique, Utilités"
529,"Réseau, Eau Chaude Sanitaire, Eau"
530,"Gestion et pilotage, Bâtiment"
531,"Luminaire, Eclairage, Bâtiment"
534,"Gestion et pilotage, Bâtiment"
535,"Gestion et pilotage, Bâtiment"
539,"Production, Eau Chaude Sanitaire, Eau"
543,"Chauffage, CVC, Bâtiment"
544,"Chauffage, CVC, Bâtiment"
545,"Chauffage, CVC, Bâtiment"
546,"Chaudière, Chaudière, Utilités"
547,"Chaudière, Chaudière, Utilités"
548,"Chaudière, Chaudière, Utilités"
550,"Chauffage, CVC, Bâtiment"
551,"Chaudière, Chaudière, Utilités"
552,"Chaudière, Chaudière, Utilités"
553,"Chaudière, Chaudière, Utilités"
554,"Chaudière, Chaudière, Utilités"
556,"Chauffage, CVC, Bâtiment"
557,"Chauffage, CVC, Bâtiment"
558,"Chauffage, CVC, Bâtiment"
561,"Chauffage, CVC, Bâtiment"
562,"Chauffage, CVC, Bâtiment"
567,"Ventilation, CVC, Bâtiment"
568,"Chauffage, CVC, Bâtiment"
569,"Chauffage, CVC, Bâtiment"
570,"Gestion et pilotage, Bâtiment"
572,"Ventilation, CVC, Bâtiment"
573,"Ventilation, CVC, Bâtiment"
575,"Chauffage, CVC, Bâtiment"
578,"Régulation, Pompe, Utilités"
582,"Capteur, Solaire thermique, Nouvelles énergies"
583,"Micro/mini-cogénération, Cogénération"
585,"Production, Eau Chaude Sanitaire, Eau"
586,"Réseau, Eau Chaude Sanitaire, Eau"
697,"Luminaire, Eclairage, Bâtiment"
698,"Gestion et pilotage, Eclairage, Bâtiment"
701,"Luminaire, Eclairage, Bâtiment"
705,"Traitement de l'eau, Chaudière, Utilités"
706,"Maintenance, Chaudière, Utilités"
707,"Bâche alimentaire, Vapeur, Utilités"
708,"Régulation, Fours, combustion, Procédés"
709,"Echangeur thermique, Vapeur, Utilités"
710,"Bâche alimentaire, Vapeur, Utilités"
711,"Récupération de chaleur, Chaudière, Utilités"
712,"Gestion et pilotage, Chaudière, Utilités"
713,"Indicateurs et tableau de bord, Mesure et comptage d’énergie, Management (ISO 50 001)"
714,"Bureautique, Bâtiment"
715,"Bureautique, Bâtiment"
716,"Appareils électriques, Bâtiment"
717,"Régulation, Distribution électrique, Utilités"
718,"Isolation, Enveloppe, Bâtiment"
719,"Régulation, Moteur, Utilités"
720,"Récupération de chaleur, Air comprimé, Utilités"
721,"Transformateur, Distribution électrique, Utilités"
722,"Moteur, Moteur, Utilités"
723,"Régulation, Froid, Utilités"
724,"Régulation, Froid, Utilités"
725,"Brûleur, Fours, combustion, Procédés"
726,"Régulation, Eclairage, Bâtiment"
727,"Gestion et pilotage, Eclairage, Bâtiment"
728,"Régulation, Eclairage, Bâtiment"
729,"Luminaire, Eclairage, Bâtiment"
731,"Transformateur, Distribution électrique, Utilités"
732,"Production, Réseau de chaleur, Technologies énergétiques"
733,"Réseau, Réseau de chaleur, Technologies énergétiques"
734,"Réseau, Réseau de chaleur, Technologies énergétiques"
736,"Production, Eau de procédés, Eau"
737,"Production, Eau de procédés, Eau"
738,"Récupération de chaleur, Froid, Utilités"
739,"Chauffage, CVC, Bâtiment"
742,"Maintenance, Transport, Technologies énergétiques"
743,"Gestion et pilotage, Pompe, Utilités"
744,"Contrat, Gestion des énergies, Management (ISO 50 001)"
745,"Sensibilisation, Organisation, Management (ISO 50 001)"
746,"Gestion et pilotage, Bâtiment"
748,"Appareils électriques, Bâtiment"
749,"Appareils électriques, Bâtiment"
750,"Réseau, Eau Chaude Sanitaire, Eau"
752,"Production, Eau Chaude Sanitaire, Eau"
753,"Maintenance, Eclairage, Bâtiment"
754,"Appareils électriques, Bâtiment"
755,"Appareils électriques, Bâtiment"
756,"Appareils électriques, Bâtiment"
757,"Appareils électriques, Bâtiment"
758,"Appareils électriques, Bâtiment"
759,"Réseau, Eau Chaude Sanitaire, Eau"
760,"Réseau, Eau Chaude Sanitaire, Eau"
761,"Réseau, Eau Chaude Sanitaire, Eau"
763,"Maintenance, Chaudière, Utilités"
765,"Chauffage, CVC, Bâtiment"
766,"Chauffage, CVC, Bâtiment"
767,"Chauffage, CVC, Bâtiment"
768,"Maintenance, Fours, combustion, Procédés"
769,"Séchage, Procédés"
770,"Gestion et pilotage, Procédés"
771,"Récupération de chaleur, Procédés"
772,"Gestion et pilotage, Transport, Technologies énergétiques"
773,"Gestion et pilotage, Fours, combustion, Procédés"
774,"Détendeur, Froid, Utilités"
776,"Gestion et pilotage, Procédés"
777,"Brûleur, Fours, combustion, Procédés"
778,"Compresseur, Air comprimé, Utilités"
779,"Gestion et pilotage, Air comprimé, Utilités"
780,"Récupération de chaleur, Procédés"
781,"Gaz industriel, Procédés"
782,"Gaz industriel, Procédés"
783,"Séchage, Procédés"
784,"Valorisation, Biomasse, Nouvelles énergies"
785,"Gaz industriel, Procédés"
786,"Gaz industriel, Procédés"
787,"Gaz industriel, Procédés"
789,"Maintenance, Moteur, Utilités"
790,"Condenseur, Froid, Utilités"
791,"Régulation, Pompe, Utilités"
793,"Régulation, Froid, Utilités"
794,"Maintenance, Pompe, Utilités"
796,"Gestion et pilotage, Distribution électrique, Utilités"
797,"Contrat, Gestion des énergies, Management (ISO 50 001)"
798,"Récupération de chaleur, Vapeur, Utilités"
799,"Maintenance, Fours, combustion, Procédés"
800,"Récupération de chaleur, Procédés"
801,"Tri, Déchets"
802,"Gestion et pilotage, Procédés"
803,"Gestion et pilotage, Froid, Utilités"
804,"Valorisation, Méthanisation / Biogaz, Nouvelles énergies"
805,"Gestion et pilotage, Transport, Technologies énergétiques"
806,"Matériel roulant, Transport, Technologies énergétiques"
807,"Gestion et pilotage, Transport, Technologies énergétiques"
808,"Vitrage, Enveloppe, Bâtiment"
810,"Production, Eau Chaude Sanitaire, Eau"
812,"Chauffage, CVC, Bâtiment"
813,"Chaudière, Chaudière, Utilités"
814,"Production, Eau Chaude Sanitaire, Eau"
817,"Meuble frigorifique, Froid, Utilités"
818,"Isolation, Enveloppe, Bâtiment"
820,"Chauffage, CVC, Bâtiment"
821,"Chauffage, CVC, Bâtiment"
823,"Chauffage, CVC, Bâtiment"
824,"Chauffage, CVC, Bâtiment"
826,"Evaporateur, Froid, Utilités"
827,"Maintenance, Transport, Technologies énergétiques"
828,"Maintenance, Transport, Technologies énergétiques"
829,"Matériel roulant, Transport, Technologies énergétiques"
831,"Récupération de chaleur, Froid, Utilités"
832,"Chaudière, Chaudière, Utilités"
833,"Chauffage, CVC, Bâtiment"
834,"Régulation, Froid, Utilités"
835,"Régulation, Froid, Utilités"
836,"Isolation, Enveloppe, Bâtiment"
839,"Luminaire, Eclairage, Bâtiment"
840,"Covoiturage, Transport, Technologies énergétiques"
844,"Ventilation, CVC, Bâtiment"
845,"Chauffage, CVC, Bâtiment"
846,"Luminaire, Eclairage, Bâtiment"
847,"Luminaire, Eclairage, Bâtiment"
