Solution_ID,Text
65,"Pompes en parallèle, mise en route en fonction du besoin, Necessité de modifier le réseau de conduits Etude préalable afin de déterminer les besoins réels de pompage Installation de capteurs à des endroits stratégiques afin de connaître le besoin réel Adaptation des puissances des pompes en cas de passage de pompe en série en parallèle, Réduction de la consommation énergétique puisque les pompes démarrent en fonction du besoin Augmentation de la durée de vie des pompes en ne les faisant fonctionner que lorsque c'est nécessaire Meilleur gestion des pics de demande"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes., Investissement plus important pour des appareils résistants aux conditions extrèmes (chaleur, froid, humidité ...) ou nécessitant une acquisition numérique Choix pertinent des lieux de mesure, Connaissance de l'état du réseau, de l'évolution des pertes de charge dans le réseau et des besoins Gestion facilité et anticipation possible des problèmes sur le réseau Identification plus facile des points à optimiser"
67,"Réduction du besoin de pompage non nécessaire, "
68,"Fermeture des parties du circuit non utilisées, Mise hors service du réseau éventuelle, Les gains dépendent de la longueur de réseau qui a été retiré., Réduction des pertes de charge Diminution du besoin en pompage Réduction éventuelle de l'encombrement"
69,"Purges d'air régulières sur le réseau, "
70,"Identification et remplacement des pompes surdimensionnées, de la consommation de la pompe, Fonctionnemment des pompes proche de leur rendement optimum."
71,"Réparation des fuites, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, Il est recommandé d’effectuer une détection des fuites lorsque les ateliers sont à l’arrêt. Un programme de maintenance est conseillé pour garder le taux de fuite au plus bas L'investissement dans un appareil à ultrason peut être nécessaire pour la détection des fuites, Réduction de la consommation des pompes du réseau Diminution de la pression de fonctionnement"
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation., Certaines pompes peuvent être difficiles d'accès rendent la vérification ardue, Augmentation de la durée de vie des pompes Anticipation des problèmes avant qu'ils ne deviennent irréversibles (casse de la pompe)"
73,"Usinage du diamètre des roues des pompes centrifuges, Campagne d'analyse du dimentionnement des pompes nécessaire avant la mise en place de la solution, de la consommation de la pompe, Adaptation de la consommation de la pompe au besoin réel du réseau"
74,"Filtre interne de réduction de frottements dans la pompe (sur les impulseurs), de la consommation de la pompe"
75,"Diminution des débits et de la pression de fonctionnement aux minimum requis, Etude préalable nécessaire pour définir les besoins réels de l'installation Nécessite un réajustement si augmentation des pertes de charge après une modification du réseau Remplacement des pompes parfois nécessaire pour éviter un fonctionnement à vide, Diminution de la consommation des pompes du réseau Augmentation de la durée de vie des pompes et autres équipements du réseau Peut conduire à la suppression de pompes devenues superflues"
76,"Diminution des pertes de charges, Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...) Achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Réduction de la consommation des pompes Diminution du besoin en pompage"
77,"Diminution des débits by-pass, Modification du réseau d'eau existant"
78,"Consommation de biogaz, Les investissements nécessaires pour les systèmes fonctionnement au biogaz sont encore importants. La production de biogaz entraîne des coûts d'exploitation importants., L'utilisation de biogaz permet de manière indirecte de soutenir la valorisation des déchets, de l'imiter leur impact environnemental en évitant les émissions de Gaz à Effet de Serre (GES) dans l’atmosphère, et en valorisant leur potentiel énergétique. L'utilisation de biogaz permet de diminuer la dépendance aux énergies fossiles. Le digestat, résidu de la méthanisation, peut être valorisé en aval comme compost ou engrais naturel. Son utilisation permet alors d'éviter l'utilisation d'engrais chimiques. La combustion de biogaz pemet de diviser par 2 les émissions sonores du moteur et d'atténuer ses vibrations."
79,"Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé, "
80,"Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation, de la consommation propre du système"
81,"Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel, Le bon type d'automatisation pour adapter le besoin est à réfléchir en amont., Limitation des gaspillages d'énergie"
82,"Diminution des pertes de charges du réseau, L'investissement dépend de la taille du réseau mais reste marginal. Il se limitera à l'achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...), de la consommation propre du système, Réduction du débit de soufflage nécessaire Diminution de la consommation des ventilateurs"
83,"Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action, de la consommation propre du ventilateur"
84,"Remplacement des courroies trapézoïdales par des transmissions directes, Modification du système en place. L'accouplement direct du moteur au ventilateur n'est pas toujours possible. Désacouplement du moteur au ventilateur plus compliqué qu'avec des courroies., de la consommation propre du ventilateur. La consommation est variable e fonction de la puissance du ventilateur. Le gain min est pour ceux de puissance importante, le gain max pour ceux de petite puissance."
85,"Remplacement des courroies trapézoïdales par des courroies plates, de la consommation propre du ventilateur"
86,"Fractionnement de l'installation de ventilation générale en plusieurs unités, "
87,"Isolation des gaines lorsque l'air est chaud, "
88,"Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies, "
89,"Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres, "
90,"Diminution des fuites sur le réseau aéraulique en resserrant les joints, "
91,"Equilibrage du réseau aéraulique, de la consommation propre du ventilateur"
92,"Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple), de la consommation du ventilateur selon les puissances."
93,"Vérification et diminution des débits d'air si possible, de la consommation de l'appareil suite à une réduction de débit de 20%."
94,"Epurateur pour réduire le taux d'air neuf en hiver, sur la consommation du chauffage."
95,"Récupérateur de chaleur air neuf/air extrait, de la consommation ponctuelle de l'unité"
97,"Amélioration de l'isolation des bâtiments, L’investissement initial est important. Les temps de retour sur investissements sont souvent supérieurs à 10 ans. En plus des coûts des matériaux, il faut prévoir des frais supplémentaires pour la main d’œuvre. Les travaux sont souvent longs., Gain sur la consommation d’énergie primaire par la réduction des besoins en chauffage et en climatisation. Meilleur confort thermique été comme hiver. L’isolation thermique peut apporter une isolation acoustique supplémentaire."
99,"Réduction des infiltrations d'air, Les infiltrations d'air représentent 14 à 18 % de la consommation énergétique d'un bâtiment., Réduction du chauffage en hiver et de la climatisation en été."
100,"Optimisation de la fermeture automatique des portes logistiques, Composante comportementale de la part des équipes de la logistique., Diminution des courants d’air ; Diminution du brassage des polluants."
102,"Réduction des apports de chaleur dans les espaces climatisés, Solution tributaire du comportement des usagers Redisposition du local parfois difficile, Diminution de la température de la pièce Diminution du temps de fonctionnement du climatiseur et donc de sa consommation"
103,"Ne pas chauffer et climatiser en même temps, Solution dépendante du comportement des usagers, Réduction de la consommation des radiateurs en hiver ou de la climatisation en période chaude Amélioration du confort thermique de la pièce"
104,"Pompe à chaleur haute température pour valoriser la vapeur basse pression, Prix deux fois supérieur à une PAC basse pression, Expertise conseillée avant installation, afin de savoir s'il s'agit d'une solution pertinente, Peut chauffer de l'eau jusqu'à une température de 80 °C à partir d'une température extérieur de 20°C. COP compris entre 3 et 5 Facilité d'installation sur le réseau"
105,"Système de chauffage radiant (zones occupées) couplé à une réduction des températures (zones non occupées), Installation de chauffage radiant ( moyenne de : 230-450 €), plus chers que des convecteurs Réduction de température dans les zones non occupées : dépend du confort thermique désiré et du comportement des usagers, Meilleur confort thermique Consommation électrique plus faible Installation simple, peu d'encombrement"
108,"Diminution des températures de consignes de chauffage, La baisse de la consigne est limité par le confort du personnel., de diminution de la puissance thermique par degré abaissé sur la consigne"
109,"Maintenance régulière des systèmes de climatisation, Parfois nécessaire de passer par une société spécialisé, de la consommation électrique si la maintenance est effectuée correctement., Coût de maintenance réduit Augmentation de la durée de vie du système Efficacité accrue"
110,"Free-cooling pour les espaces réfrigérés, Mise en place d'une régulation sur l'apport d'air neuf à asservir à deux sondes de températures (intérieur et extérieur)., Diminution de la consommation du poste climatisation"
111,"Free-chilling par un court d'eau à proximité., Une unité de filtration de l'eau pompé doit être ajoutée. Efficacité réduite en été et mi saison., Diminution de la consommation du poste climatisation Diminution des émissions de CO2."
113,"Compensation de l'énergie réactive, de réduction du taux de flicker (variation de tension, clignotement), Diminution des pertes par effets Joules liées à la diminution du courant en amont des condensateurs. Suppression des pénalités. Réduit la puissance apparente appelée. Réduit le taux de flicker et améliore la qualité du réseau électrique."
114,"Filtres anti-harmoniques proche des sources très polluantes, Modification possible de l'installation, de réduction des pertes par effet joules, Augmentation de la durée de vie des équipements Dépollution et rééquilibrage du réseau Respect des engagements contractuels auprès des fournisseurs énergétiques en matière de consommations"
115,"Circuits séparés pour les systèmes générateurs d'harmoniques et pour les circuits sensibles aux harmoniques, "
116,"Diamètre double pour les fils neutres près des charges génératrices d'harmoniques, "
117,"Séparation des circuits alimentant les gros moteurs pour éviter que les autres appareils subissent les chutes de tensions crées lors de leur démarrage, "
118,"Dimensionnement des câbles correct et vérifié, "
120,"Transformateur haut rendement, des pertes à vides"
121,"Dimensionnement des transformateurs en adéquation avec l'utilisation, "
122,"Remplacement de TGBT vétuste, des pertes par effet Joule"
123,"Eléments du TGBT faiblement consommateur pour éviter une climatisation du local, "
124,"Renouvellement d'air du local du transformateur pour son refroidissement, "
125,"Transformateurs à refroidissement par convection naturelle, "
126,"Placement des équipements pour lesquels la demande en courant est élevée, aussi près que possible de la source d'alimentation, "
127,"Nettoyage des traversées et les connexions pour limiter les risques de corrosion ou de rouille, "
128,"Détection des points chauds des câbles et des armoires, "
129,"Nouveaux onduleur en remplacement des anciens onduleurs, d'augmentation du rendement et du facteur de puissance"
130,"Vérification l'équilibrage des phases, "
131,"Vérification du branchement des systèmes monophasés et triphasés. Le monophasé ne doit pas être branché sur du triphasé, "
132,"Maintenance annuelle des équipement électrique et du transformateur, "
133,"Jeux de barres serrés., "
134,"Détection des surcharges, "
135,"Maintenance du transformateur, "
136,"Arrêt des équipements quand ils ne sont pas nécessaires, "
137,"Mainten en ligne les transformateurs fonctionnant à une charge de plus de 40 à 50 % de la puissance nominale, "
138,"Diminution de la tension de court circuit du transformateur, "
139,"Amélioration du facteur de puissance, "
140,"Décalage des appels de puissance, "
141,"Effacement des creux de tension, "
142,"Stockage permettant de décaler la consommation, "
143,"Surpresseur et réseau d'air multi pressions pour répondre aux besoins localisés, Modification du réseau d'air, de la consommation annuelle des compresseurs, Diminution nette des fuites entraînée par la baisse de pression du tronçon de réseau concerné."
144,"Vannes d’isolement pour couper l’arrivée d’air comprimé des ateliers non utilisés, coût unitaire approximatif de l'horloge permettant la fermeture automatique d'une vanne., Diminution du taux de fuite. Diminution de la perte de charge du réseau."
145,"Production d'air décentralisée, Changement des habitudes de maintenance si plusieurs centrales d'air sont utilisées., La diminution la longueur du réseau d'air entraîne une diminution des fuites d'air."
146,"Démarrage des compresseurs en fonction du besoin, "
147,"Amélioration du refroidissement, du séchage et de la filtration, de la consommation d'énergie annuelle"
148,"Optimisation de la régulation, Diminution des marches à vide des compresseurs Fonctionnement des compresseurs à leur capacité nominale"
149,"Système de régulation élaboré, de la consommation annuelle des compresseurs"
150,"Stockage de l'air comprimé à proximité des utilisations à forte fluctuation, Nécessite un espace libre au sol près des procédés industriels, Augmentation de la durée de vie des compresseurs par la réduction des cycles marche/arrêt. Diminution du fonctionnement des compresseur en marche à vide Lissage de la production d'air comprimé."
151,"Augmentation de la taille des cuves de stockage, Modification du réseau existant Espace libre nécessaire, Augmentation de la durée de vie des compresseurs par la réduction des cycles marche/arrêt. Diminution du fonctionnement des compresseur en marche à vide Lissage de la production d'air comprimé."
152,"Arrêt des compresseurs quand il n'y a pas de demande d'air, Programmation du redémarrage des compresseurs avant la production., Diminution de la consommation électrique talon du site"
153,"Petit compresseur pour la nuit et les week end, Une adaptation du réseau d'air peut être à effectuer. Une régulation automatique doit être installée pour gérer le passage entre l'utilisation du petit compresseur et l'utilisation des compresseurs classiques., de la consommation annuelle des compresseurs, Diminution du taux de fuite lorsque les charges sont faibles."
154,"Modernisation du compresseur, Investissement important, de la consommation annuelle des compresseurs"
155,"Purgeurs automatiques en remplacement de purgeurs manuels, Les coût détaillés plus loin sont les coûts hors taxe et opérations., Coût d'achat plus élevé que pour un purgeur manuel, Déclenchement automatique Réduction des pertes de charge dues aux échappements d'air comprimé Purges plus efficace et plus régulière Gain de temps par rapport aux purges manuels"
156,"Remplacement des outils pneumatiques par des outils électriques lorsque c'est possible, Modification des habitudes de travail des utilisateurs, de la consommation de l'outil pneumatique en comparaison d'un outil électrique., Diminution du besoin d'air comprimé ; Limitation des gaspillages d'énergie."
157,"Suppression des soufflettes, Modification des habitudes de travail des utilisateurs"
158,"Optimisation de la pression des soufflettes, de diminution du débit d'air soufflé."
159,"Soufflantes en remplacement de couteaux d'air, "
160,"Campagne de détection des fuites sur un réseau d’air comprimé, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, La difficulté de cette démarche est réduite, il est cependant recommandé d’effectuer une détection lorsque les ateliers sont à l’arrêt., de la consommation des compresseurs, La réduction des fuites sur le réseau peut ensuite permettre d’abaisser la pression de production. Toute action sur l’efficacité d’un réseau d’air comprimé n’a de sens que si les fuites sont minimisées. Les compresseurs étant moins sollicités après réduction des fuites, de nouveaux appareils consommateurs d'air peuvent être installés. Amélioration de la performance des outils pneumatiques (atteinte des pressions de consigne en bout de réseau)"
161,"Maintenance préventive, de gain en réduisant la perte de charge à l'aspiration de 0,05 bar par la maintenance des filtres. Gain sur la consommation électrique"
162,"Nettoyage et remplacement plus fréquents des filtres, Effort de maintenance approfondi., de la consommation annuelle des compresseurs, Possibiliter d'abaisser la pression de production."
163,"Réduction des pertes de charge, de la consommation annuelle des compresseurs"
164,"Vérification des purges de condensats, Maintenance approfondie, Diminution des fuites Fonctionement des équipements consommateurs d'air améliorée (vannes, vérins, ...)"
165,"Purgeurs de condensats sans pertes d'air, Coût d'achat plus important, Pertes de charge dues aux échappements d'air réduites"
167,"Participation du personnel dans la recherche de fuite, Motivation du personnel, Implication du personnel dans la recherche d'économies d'énergie"
168,"Filtres à faible perte de charge, Temps de retour sur investissement à moyen terme, Diminution des pertes de charge sur le réseau Réduction du coût de production de l'air comprimé"
169,"Placement des filtres en parallèle lors de l'augmentation de la capacité de filtrage, "
170,"Diminution de la pression le week end, sur le coût de production pour une diminution d'1 bar seulement., Diminution du taux de fuite"
171,"Aspiration des compresseurs là où l'air est le plus frais, coût moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les coûts annuels proviennent de statistiques du Ministère de l'énergie aux Etats-Unis., de la consommation annuelle des compresseurs pour une diminution de la température de 5 (moy) et de 10°C (max)"
172,"Filtration et séchage au minimum requis, Un diagnostique du réseau préalable est nécessaire pour déterminer ces minima, d'économies d'énergie dans un réseau sous une pression de 1 bar, Réduction des pertes de charge Diminution du coût de maintenance et d'exploitation du réseau"
174,"Ajustement du degré de séchage en fonction de la température extérieure, "
176,"Récupération de la chaleur des compresseurs pour production d'eau chaude, "
178,"Récupération d'énergie sur compresseur pour regénérer le sécheur à absorption, "
179,"Optimisation du dimensionnement des tuyauteries, "
180,"Diminution des longueurs de tuyauterie, Réaménagement du réseau de conduites et des installations Redimensionnement des pompes éventuel, Réduction des pertes de charge Diminution des pertes de chaleur en cas de mauvaise isolation Maintenance plus aisé pour la détection des fuites notamment Réduction des coût d'entretient comme l'isolation"
181,"Utilisation de turbines à contre pression à la place des soupapes de réduction de pression, Coût d’investissement élevé, 80 % de rendement au point nominal, Utilisation de l’intégralité du combustible"
182,"Isolation des canalisations vapeur non isolées, d’isolant en fonction du diamètre, Le bon état des calorifuges doit être vérifié régulièrement. Attention aux difficultés d’accès de certaines zones., Gain de rendement de l’installation, Facilité de mise en œuvre Economie de consommation d’eau HSE : protection du personnel des surfaces chaudes"
183,"Isolation des canalisations vapeur non utilisées, "
184,"Utilisation de vapeur au minimum nécessaire, Nécessite une étude préalable pour connaître les consommations en vapeur du site, Réduction des coûts liés à la production de vapeur Economies d'énergie Réduction des émissions de GES"
185,"Compteurs pour les débits de vapeur et les débits de condensats, "
186,"Dépressurisation du condensat, "
187,"Arrêt des chaudières vapeur lorsqu'elles ne sont pas nécessaires, En fontion de la durée de l'arrêt de la chaudière, de sérieux problèmes de corrosion peuvent survenir, Réduction des pertes de vapeur dans un réseau maintenu sous pression Elimination des pertes de charges liées à la mise sous pression du réseau"
188,"Installation d'un registre d'isolement des gaz de combustion ( coupe-tirage ) des chaudières vapeur, par coupe-tirage, de la consommation de la chaudière"
189,"Minimisation des pertes dues aux cycles courts des chaudières vapeur, Régulation plus précise Allongement de la durée de vie du brûleur Réduction de la production d'imbrûlés"
191,"Programme d'inspection et de réparation des purgeurs, Maintenance approfondie"
192,"Remplacement des purgeurs défaillants bloqués en position ouverte ou fermé, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis."
193,"Vérification de la dimension des purgeurs et remplacement si nécessaire, "
194,"Vérification de l'état et le dimensionnement de l'isolation et remplacer celle-ci quand nécessaire, "
196,"Elimination des fuites de vapeur, pour le coût de la production de vapeur., Repérer les fuites, gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée."
197,"Réduction des fuites de condensats, Les pertes financières varient fortement selon la pression des condensats au moment de la fuite., Repérer les fuites, Augmentation de la durée de vie des équipements. Les fuites peuvent dégrader les conduites notamment par effet de corosion. Optimisation énergétique"
198,"Analyse de l'état du réseau vapeur et du réseau des condensats, "
199,"Analyse thermographique du réseau et de la chaudière, pour un appareil à l'achat., Repérage rapide des fuites ou des défauts d’isolation Coûts de réparation réduits Gaspillage d’énergie réduit"
200,"Prévention et élimination des dépôts de tartre sur les surfaces de transfert de chaleur, de la consommation de vapeur"
201,"Ajout ou réparation des réfractaires d'une chaudière vapeur, "
202,"Vapeur sèche pour le procédé, "
203,"Diminution du débit vapeur quand cela est possible, "
204,"Réduction de la pression quand cela est possible, "
205,"Amélioration des procédures et des contrôles des chaudières vapeur, Nécessite souvent un contrat annuel avec une société exploitante, Programmation d'arrêts des installations qui n'affecte pas la production, Allongement de la durée de vie des équipements Respect de la réglementation en termes de rejets"
206,"Chaudière à eau chaude en remplacement d'une chaudière vapeur, Modification du réseau existant. Place disponible dans la chaufferie., Diminution de la maintenance sur la chaudière. Augmentation du taux de charge de la chaudière vapeur."
207,"Contrôle séquentiel des chaudières vapeur, sur la consommation de combustible pour la génération de vapeur"
208,"Minimisation des purges de la chaudière en améliorant le traitement de l'eau, Analyse précise de la composition de l'eau, d'amélioration du rendement thermique de l'installation, Réduction du bruit engendré Conservation du débit d'eau Réduction de la fréquence des pannes"
209,"Optimisation du taux de mise à l'air libre du desaérateur, "
210,"Augmentation du rendement de l'économiseur, "
211,"Récupération du condensat, "
212,"Récupération de la chaleur du condensat, "
213,"Préchauffage de l'eau d'alimentation par utilisation de la chaleur procédé, "
