Solution_ID,Text
62,Ajustement de la tension des courroies et des alignements
63,Variateurs de vitesse en remplacement de vannes de laminages.
64,Pompe de surpression pour des hautes pressions ponctuelles
65,"Pompes en parallèle, mise en route en fonction du besoin"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes."
67,Réduction du besoin de pompage non nécessaire
68,Fermeture des parties du circuit non utilisées
69,Purges d'air régulières sur le réseau
70,Identification et remplacement des pompes surdimensionnées
71,Réparation des fuites
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation."
73,Usinage du diamètre des roues des pompes centrifuges
74,Filtre interne de réduction de frottements dans la pompe (sur les impulseurs)
75,Diminution des débits et de la pression de fonctionnement aux minimum requis
76,Diminution des pertes de charges
77,Diminution des débits by-pass
78,Consommation de biogaz
79,Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé
80,Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation
81,Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel
82,Diminution des pertes de charges du réseau
83,Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action
84,Remplacement des courroies trapézoïdales par des transmissions directes
85,Remplacement des courroies trapézoïdales par des courroies plates
86,Fractionnement de l'installation de ventilation générale en plusieurs unités
87,Isolation des gaines lorsque l'air est chaud
88,Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies
89,Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres
90,Diminution des fuites sur le réseau aéraulique en resserrant les joints
91,Equilibrage du réseau aéraulique
92,Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple)
93,Vérification et diminution des débits d'air si possible
94,Epurateur pour réduire le taux d'air neuf en hiver
95,Récupérateur de chaleur air neuf/air extrait
97,Amélioration de l'isolation des bâtiments
99,Réduction des infiltrations d'air
100,Optimisation de la fermeture automatique des portes logistiques
102,Réduction des apports de chaleur dans les espaces climatisés
103,Ne pas chauffer et climatiser en même temps
104,Pompe à chaleur haute température pour valoriser la vapeur basse pression
105,Système de chauffage radiant (zones occupées) couplé à une réduction des températures (zones non occupées)
108,Diminution des températures de consignes de chauffage
109,Maintenance régulière des systèmes de climatisation
110,Free-cooling pour les espaces réfrigérés
111,Free-chilling par un court d'eau à proximité.
113,Compensation de l'énergie réactive
114,Filtres anti-harmoniques proche des sources très polluantes
115,Circuits séparés pour les systèmes générateurs d'harmoniques et pour les circuits sensibles aux harmoniques
116,Diamètre double pour les fils neutres près des charges génératrices d'harmoniques
117,Séparation des circuits alimentant les gros moteurs pour éviter que les autres appareils subissent les chutes de tensions crées lors de leur démarrage
118,Dimensionnement des câbles correct et vérifié
120,Transformateur haut rendement
121,Dimensionnement des transformateurs en adéquation avec l'utilisation
122,Remplacement de TGBT vétuste
123,Eléments du TGBT faiblement consommateur pour éviter une climatisation du local
124,Renouvellement d'air du local du transformateur pour son refroidissement
125,Transformateurs à refroidissement par convection naturelle
126,"Placement des équipements pour lesquels la demande en courant est élevée, aussi près que possible de la source d'alimentation"
127,Nettoyage des traversées et les connexions pour limiter les risques de corrosion ou de rouille
128,Détection des points chauds des câbles et des armoires
129,Nouveaux onduleur en remplacement des anciens onduleurs
130,Vérification l'équilibrage des phases
131,Vérification du branchement des systèmes monophasés et triphasés. Le monophasé ne doit pas être branché sur du triphasé
132,Maintenance annuelle des équipement électrique et du transformateur
133,Jeux de barres serrés.
134,Détection des surcharges
135,Maintenance du transformateur
136,Arrêt des équipements quand ils ne sont pas nécessaires
137,Mainten en ligne les transformateurs fonctionnant à une charge de plus de 40 à 50 % de la puissance nominale
138,Diminution de la tension de court circuit du transformateur
139,Amélioration du facteur de puissance
140,Décalage des appels de puissance
141,Effacement des creux de tension
142,Stockage permettant de décaler la consommation
143,Surpresseur et réseau d'air multi pressions pour répondre aux besoins localisés
144,Vannes d’isolement pour couper l’arrivée d’air comprimé des ateliers non utilisés
145,Production d'air décentralisée
146,Démarrage des compresseurs en fonction du besoin
147,"Amélioration du refroidissement, du séchage et de la filtration"
148,Optimisation de la régulation
149,Système de régulation élaboré
150,Stockage de l'air comprimé à proximité des utilisations à forte fluctuation
151,Augmentation de la taille des cuves de stockage
152,Arrêt des compresseurs quand il n'y a pas de demande d'air
153,Petit compresseur pour la nuit et les week end
154,Modernisation du compresseur
155,Purgeurs automatiques en remplacement de purgeurs manuels
156,Remplacement des outils pneumatiques par des outils électriques lorsque c'est possible
157,Suppression des soufflettes
158,Optimisation de la pression des soufflettes
159,Soufflantes en remplacement de couteaux d'air
160,Campagne de détection des fuites sur un réseau d’air comprimé
161,Maintenance préventive
162,Nettoyage et remplacement plus fréquents des filtres
163,Réduction des pertes de charge
164,Vérification des purges de condensats
165,Purgeurs de condensats sans pertes d'air
167,Participation du personnel dans la recherche de fuite
168,Filtres à faible perte de charge
169,Placement des filtres en parallèle lors de l'augmentation de la capacité de filtrage
170,Diminution de la pression le week end
171,Aspiration des compresseurs là où l'air est le plus frais
172,Filtration et séchage au minimum requis
174,Ajustement du degré de séchage en fonction de la température extérieure
176,Récupération de la chaleur des compresseurs pour production d'eau chaude
178,Récupération d'énergie sur compresseur pour regénérer le sécheur à absorption
179,Optimisation du dimensionnement des tuyauteries
180,Diminution des longueurs de tuyauterie
181,Utilisation de turbines à contre pression à la place des soupapes de réduction de pression
182,Isolation des canalisations vapeur non isolées
183,Isolation des canalisations vapeur non utilisées
184,Utilisation de vapeur au minimum nécessaire
185,Compteurs pour les débits de vapeur et les débits de condensats
186,Dépressurisation du condensat
187,Arrêt des chaudières vapeur lorsqu'elles ne sont pas nécessaires
188,Installation d'un registre d'isolement des gaz de combustion ( coupe-tirage ) des chaudières vapeur
189,Minimisation des pertes dues aux cycles courts des chaudières vapeur
191,Programme d'inspection et de réparation des purgeurs
192,Remplacement des purgeurs défaillants bloqués en position ouverte ou fermé
193,Vérification de la dimension des purgeurs et remplacement si nécessaire
194,Vérification de l'état et le dimensionnement de l'isolation et remplacer celle-ci quand nécessaire
196,Elimination des fuites de vapeur
197,Réduction des fuites de condensats
198,Analyse de l'état du réseau vapeur et du réseau des condensats
199,Analyse thermographique du réseau et de la chaudière
200,Prévention et élimination des dépôts de tartre sur les surfaces de transfert de chaleur
201,Ajout ou réparation des réfractaires d'une chaudière vapeur
202,Vapeur sèche pour le procédé
203,Diminution du débit vapeur quand cela est possible
204,Réduction de la pression quand cela est possible
205,Amélioration des procédures et des contrôles des chaudières vapeur
206,Chaudière à eau chaude en remplacement d'une chaudière vapeur
207,Contrôle séquentiel des chaudières vapeur
208,Minimisation des purges de la chaudière en améliorant le traitement de l'eau
209,Optimisation du taux de mise à l'air libre du desaérateur
210,Augmentation du rendement de l'économiseur
211,Récupération du condensat
212,Récupération de la chaleur du condensat
213,Préchauffage de l'eau d'alimentation par utilisation de la chaleur procédé
214,Economiseur sur les effluents gazeux de chaudière de production de vapeur
215,Préchauffage de l'eau : utiliser l'eau d'alimentation désaérée pour chauffer le condensat retournant à la chaudière
216,Préchauffage de l'eau d'alimentation en condensant la vapeur utilisée pour la revaporisation et en chauffant l'eau alimentant le desaérateur au moyen d'un échangeur
217,Réemploi de la vapeur de détente
218,Récupération de l'énergie provenant des purges de vapeur
219,Turbine de détente pour récupérer le contenu énergétique de gaz sous pression
221,Adaptation de l'éclairage artificiel au besoin réel de chaque zone
222,Gradation de l'éclairage en fonction de la luminosité ambiante par des ballasts électroniques de catégorie A1
223,Remplacement des lampes incandescentes par des fluo-compactes (basse consommations)
225,Adaptateur T5 sur luminaire T8 existant
226,Tubes à LED pour l'éclairage intérieur en remplacement de tubes T8
227,Tube fluorescent T5 à douilles G13 pouvant être installés directement sur des luminaires T8
228,Gradation de l'éclairage en fonction de la luminosité ambiante par des régulateurs sur lampes à décharge
229,Interrupteur crépusculaire
230,Horloge astronomique
231,Système de télésurveillance et de télégestion
232,Nettoyage périodique des luminaires
233,Suppression des lampes inutiles dès que possible
234,Débranchement des ballast électroniques inutilisés
235,Réduction de l'éclairage général et renforcement de l'éclairage local des postes de travail
236,"Eclairage naturel : puits de jour, lanterneaux d'éclairage zénithal"
239,Consignes au personnel pour l'extinction des lumières des pièces non occupées ou des couloirs
240,Cogénération : autoproduction de son électricité ou revente au réseau
241,Révision du contrat électrique et adaptation de la puissance souscrite
242,Optimisation du contrat d'électricité règlementé
243,Démarreur sur les moteurs électriques
245,"Mesure, comptage et sous comptage d'énergie des unités consommatrices"
246,Récupération de la chaleur perdue des gaz de combustion
248,Système de contrôle des durées d'allumage des brûleurs
249,Moteur à haut rendement label IE2 (EFF1)
250,Isolation des combles ou de toiture
251,Isolation des murs par l'intérieur
252,Isolation d'un plancher
253,Fenêtres à double vitrage avec isolation renforcée à l'argon
254,Isolation des murs par l'extérieur
255,Isolation des toitures terrasses et couvertures de faible pente
256,Sensibilisation du personnel sur le coût élevé du chauffage
257,Sensibilisation du personnel sur le coût élevé de la production de vapeur
258,Sensibilisation du personnel sur le coût élevé de la production de l'air comprimé
259,Sensibilisation du personnel sur le coût élevé de la production de froid
260,Sensibilisation du personnel sur le coût élevé du chauffage et de la climatisation
261,Programme de maintenance pour les portes et les fenêtres
262,Vérification de la présence de traces d'humidité
263,Identification des conduits ou cheminées inutiles
264,Arrêt des ventilateurs de rafraîchissement en hiver
265,Asservissement du chauffage à l'ouverture des portes et fenêtres
266,Séparation des parties chauffées et non chauffées du bâtiment
267,Réduction de l'air entrant au niveau des quais d'expéditions
268,Chauffage efficace des locaux de grande hauteur
269,Isolation des parois verticales entre les ateliers
270,Protections solaires pour l'été
271,Faux plafonds pour limiter le volume chauffé
272,Vérification de la présence de fuites d'eau
273,Contrôle régulier des chaudières vapeur
274,Chaudière de type basse température
275,Sensibilisation du personnel de production pour signaler immédiatement au service Entretien les fuites constatées
276,Chaudière à condensation
277,Plancher chauffant basse température
279,Réglage fixe des thermostats et des robinets thermostatiques
280,Vérification et optimisation des consignes de chauffage en fonction des locaux et de leur utilisation
282,Prise en compte les considérations du personnel sur les conditions d'ambiance dans lesquelles ils travaillent
283,Nettoyage régulier des filtres et des surfaces de chauffe
285,Dégagement des radiateurs et des surfaces de chauffe
286,Vérification des robinets et des soupapes de sécurité
287,Sensibilisation du personnel sur l'ouverture des fenêtres pendant la période de chauffe
290,Radiateur à chaleur douce pour un chauffage central à combustible
291,Isolation d'un réseau hydraulique de chauffage
292,Systèmes de chauffage rayonnant couplés à des thermostats
293,Remplacement des thermostats mécaniques par des thermostats électroniques
294,Systèmes de chauffage rayonnant couplés à une GTC
295,Chauffage et la climatisation adaptés à l'occupation des locaux
296,Chaufferie biomasse dans le tertiaire
297,Programmateur d'intermittence sur une chaudière existante pour un chauffage central à combustible
298,Optimiseur de relance pour chauffage central à combustible
299,Cahier de maintenance à jour
300,Plans techniques facilement accessibles
301,Documents informatifs sur le matériel sujet à des réglages simples facilement accessible
302,Vérification du bon état de la ventilation
304,Utilisation de la plus petite chaudière quand les besoins sont les plus faibles pour maximiser la charge
305,Arrêt des chaudières dédiées au chauffage des locaux en été
306,Vérification de la régulation lorsque les chaudières sont à l'arrêt
307,Adoucissement de l'eau de ville du circuit chauffage
308,Démarrage en cascade des chaudières
309,Professionnel pour l'entretien annuel des chaudières
310,Contrôle des performances des chaudières
311,Fonctionnement des chaudières en autocontrôle ou en télésurveillance
312,Utilisation optimale de la chaudière
314,Vérification du débit d'eau chaude sanitaire
315,Société de maintenance spécialisée sous contrat pour l'entretien
316,Vérification du contrat de maintenance afin de voir s'il est adapté
317,Vérification de la circulation dans les canalisations
319,Vérification des débits de circulation primaire et secondaire
320,Amélioration de l'isolation des chaudières
321,Isolation du réseau de distribution de chaleur
322,Récupérateur de chaleur à condensation
323,Séparation de la production d'eau chaude et de chauffage
324,Réaction face aux pannes répétées
325,Récupérateur sur les fumées pour préchauffer l’air comburant
327,Analyse de la pertinence du fluide caloporteur
328,Fonctionnement du moteur à pleine charge
329,Rénovation du poste éclairage par l'utilisation de lampes ou ballasts de meilleure efficacité
330,Elimination des fuites dans les lignes et vannes de gaz d'inertage et d'air comprimé
331,Moteur d'efficacité standard label IE1 (EFF2)
332,Réduction de la pression de l'air comprimé au minimum requis
333,Isolation des équipements qui ne le sont pas
334,Détecteurs de présence
335,Utilisation d'une source lumineuse plus efficace
336,Analyse des effluents gazeux pour ajuster correctement le ratio air/combustible
337,Programme de maintenance préventive
338,Maintien des équipements propres
339,Réparation des fuites dans les lignes et les vannes
340,Maintenance sur les machines afin d'en réduire les pertes
341,Réparation des fuites dans les lignes et vannes d'eau
342,Formation du personnel pour éviter les pertes de temps et de production
343,Plan de maintenance des brûleurs des chaudières
344,Augmentation du diamètre des câbles pour diminuer des pertes par effet Joule
345,Vérification de la puissance réactive
346,Minimisation du fonctionnement des moteurs au ralenti ou à faible charge
347,Réduction de la température de combustion
348,Augmentation du transfert de chaleur vers le procédé
349,Récupération de la chaleur des fumées pour production d'eau chaude et génération de froid
350,Préchauffeur d'air pour chaudière
351,Préchauffage du combustible
352,Nettoyage des surfaces de transfert de chaleur
353,Vérification de la correspondance entre la sortie de la combustion et les exigences en chauffage
354,Repositionnement de l'admission d'air du brûleur au plafond de la chaufferie
355,Brûleurs récupératifs et régénératifs
356,Brûleur haut rendement micromodulant sur une chaudière de production de vapeur ou eau surchauffée
357,Réduction du débit massique des gaz de combustion par une réduction de l'excès d'air
358,Régulation et contrôle des brûleurs
359,Réflexion sur le choix du combustible
360,Oxycombustion
361,Réduction des pertes de chaleur par les ouvertures du four
364,Inspection et vérification de l'état de l'isolation
365,Sensibilisation sur le coûts d'un purgeur fuyard
366,Vérification des joints d'étanchéité
367,"Calorifugeage des vannes, des robinets et des postes de détente sur un réseau vapeur"
368,Chauffe eau solaire collectif (CESC)
370,Pompe à chaleur de type eau/eau
371,Pompe à chaleur de type air/eau
373,Gestion technique d'un bâtiment (GTB)
374,Programmateur d'intermittence pour un chauffage par radiateurs électriques
376,Isolation d'un réseau d'eau chaude sanitaire existant
377,Remplacement d'un climatiseur existant par un climatiseur fixe de classe A
378,Programmateur d'intermittence pour les systèmes de climatisation
379,Ventilation mécanique modulée proportionnelle
380,Ventilation mécanique modulée à détection de présence
381,Ventilation mécanique contrôlée simple flux autoréglable
382,Ventilation mécanique contrôlée double flux avec échangeur
384,Raccordement à un réseau de chaleur
385,Mini-cogénération sans obligation d'achat
386,Circulateur à rotor noyé de classe A
388,Unité autonome de traitement d'air en toiture à haute performance énergétique
389,Groupe de production d'eau glacée avec condenseur sur eau
390,Echangeur air neuf / air extrait sur centrale de traitement d'air (DOM)
391,Accumulateur d'eau chaude à condensation
392,Système de climatisation centralisée de type DRV
393,Analyse de la qualité et de la conception de l'éclairage
394,Gestion de l'éclairage
395,Evaluation de l'efficacité en effectuant des mesures et vérifications : M&V - Option A
396,Evaluation de l'efficacité en effectuant des mesures et vérifications : M&V - Option B
397,Evaluation de l'efficacité en effectuant des mesures et vérifications : M&V - Option C
398,Evaluation de l'efficacité en effectuant des mesures et vérifications : M&V - Option D
399,Horloge sur un dispositif d'éclairage
400,Lampes à iodures métalliques à brûleur céramique en remplacement de lampe à vapeur de mercure
403,Nappe d'éclairage fluorescent en tube de typeT5
404,Système de mise au repos automatique de blocs autonomes d'éclairage de sécurité (BAES)
405,Porte non chauffante à haute performance d'isolation pour armoire horizontale à froid négatif
406,Lampe fluo-compacte de classe A
407,Participation du personnel à l'extinction de l'éclairage en période d'inoccupation
408,Etiquette pour l'identification des interrupteurs
411,Extinction de la lumière des zones souvent inoccupées
412,Extinction des luminaires extérieurs quand ils ne sont pas nécessaires
414,Caches adéquats pour les luminaires
415,Programme d'entretien ou plan de remplacement de l'éclairage
416,Programmateurs pour le contrôle de l'allumage
418,Luminaire avec réflecteur pour l'éclairage.
419,Lampes à induction dans les zones difficile d'accès.
420,Suppression des ampoules à incandescences
421,Commandes individualisées de l'éclairage à distance
422,Coupe-veille automatique par détection d'utilisation des appareils raccordés
423,Coupe-veille en hébergement relié au système d'accès.
424,Transformateur à haut rendement pour l'alimentation basse tension d'un site tertiaire
425,Système de pilotage par intermittence des centrales de traitement d'air (DOM)
426,Contrat de Performance Energétique (CPE)
427,Connaissance approfondie de la répartition de la consommation d'énergie du site
428,Politique environnementale
429,Comité énergie interne au site pour piloter la politique énergétique du site.
430,Création d'un poste de responsable énergie
431,Concurrence des fournisseurs d'énergies
432,Achat d'énergie mutualisé
433,Vérification des factures d'énergie
435,Liste de fournisseur d'énergie potentiels
437,Démagnétiseur sur les fours
439,Procédure pour relever les compteurs
440,Analyse des irrégularités du profil de production
441,"Mesure des consommations énergétiques la nuit durant le tarif ""heures creuses"""
442,Optimisation des achats selon la variation du prix du fioul
443,Utilisation des DJU pour analyser le chauffage.
444,Suivi des performances de production
445,Comparaison des performances énergétiques avec d'autres sites industriels
446,Objectifs chiffrés de réduction de consommation d'énergie
447,Motivation du personnel pour trouver des idées d'économies d'énergie réalisables.
448,Bibliothèque des documentations constructeurs relatives aux matériels énergétiques de l'entreprise
449,Formation du personnel à l'utilisation rationnelle de l'énergie
450,Communication sur les bénéfices d'une politique d'économie d'énergie
451,Unité de transport intermodal (UTI)
452,Pneus d'autobus à basse résistance au roulement
453,Télématique embarquée pour le suivi de la conduite d'un véhicule
454,Lubrifiant économiseur d'énergie
455,Suivi des consommations de carburant grâce à des cartes privatives
456,Pneus de véhicules légers à basse résistance au roulement.
457,Unité de transport intermodal pour le transport combiné fleuve-route
458,Wagon d'autoroute ferroviaire
459,Acquisition d'une barge fluviale
460,Acquisition d'un automoteur fluvial
461,"Groupe frigorifique autonome à haute efficacité énergétique pour camions, semi remorques, remorques et caisses mobiles frigorifiques"
462,"Groupe frigorifique non autonome à haute efficacité énergétique pour camions, semi remorques, remorques et caisses mobiles frigorifiques"
463,Lubrifiant économiseur d'énergie pour des véhicules de transport de personnes ou de marchandises
464,Formation d'un chauffeur à l'éco-conduite
466,Covoiturage domicile -travail
468,Responsable de parc de véhicules de l'entreprise
469,Entretien régulier des véhicules
470,Vérification régulière de l'usure et la pression des pneus
471,Analyse des différents types de déplacements professionnels des salariés
472,Véhicules adaptés aux déplacements
473,Plan de mobilité ou un plan de déplacement entreprise
474,Encouragement à l'usage des transports en commun
475,Suppression des poids inutiles des véhicules quand cela est possible
476,Plan de livraison et système de gestion de remplissage des véhicules
478,Réduction des déplacements professionnels
479,Prise en compte la consommation de carburant comme un facteur déterminant dans l'achat d'un véhicule
480,Arrêt des moteurs lors des pauses
481,Véhicule électrique
482,Etude d'optimisation de l'usage de la chaleur au sein des procédés
483,Optimisation de la régulation des procédés thermiques et des températures de veille
484,Vérification régulière de l'état général des process thermiques
485,Contrôle de la performance des échangeurs
486,Vérification de l'adéquation des cycles thermiques avec les produits
487,Formation du personnel à quantifier les coûts énergétiques
488,Comparaison des process actuels avec des process performants
489,"Infrarouges pour chauffer, cuire, sécher, gélifier, coller de manière directe et localisé"
490,Micro-ondes et hautes fréquences pour chauffer les produits.
491,"Ultraviolets pour chauffer, cuire, sécher, gélifier, coller de manière directe et localisé"
492,Récupération de l'énergie des buées lors du séchage de la vapeur
494,Prétraitement mécanique pour les produits à forte teneur en eau.
495,Concentration d'un liquide avant de le sécher
496,Chauffage par induction
497,Bains de traitements chauffés par TIC (tubes immergés compact)
500,Optimisation et vérification des équipements
502,Profil de la demande d'air comprimé
503,Pompes à haut rendement
504,Arrêt des ventilateurs inutiles
505,Captages spécifiques pour les pollutions localisées à la place d'un système de ventilation générale
506,Recharge en fluide frigorigène si nécessaire
507,Régulation du débit du fluide frigoporteur
508,Arrêt des moteurs inutiles
509,Identification des systèmes inefficaces
510,Dimensionnement correcte de la roue à aubes
511,Ajustement des bagues d'étanchéité
512,Arrêt des pompes inutiles
513,Gestion quotidienne du fonctionnement
514,Réactance en série pour limiter les harmoniques
515,Résoudre les problèmes liés aux coupures de courant
516,Détection des fuites éventuelles de diélectrique
518,Test d'isolation électrique
529,Lave-linge domestique de classe A+
530,Réfrigérateur domestique performant
531,Luminaire avec ballast électronique pour parties communes
534,Formation des acteurs professionnels du secteur du bâtiment aux économies d’énergie
535,Ingénierie d'accompagnement des entreprises et artisans du bâtiment pour réaliser les objectifs énergétiques du Grenelle de l'environnement
539,Chauffe-Eau Solaire Individuel (CESI)
543,Chaudière individuelle à condensation au gaz
544,Chaudière collective à condensation
545,Chaudière collective à condensation avec contrat assurant le maintien du rendement énergétique de la chaudière
546,Chaudière individuelle de type Basse température
547,Chaudière collective de type basse température
548,Chaudière collective de type basse température avec contrat assurant le maintien du rendement énergétique de la chaudière
550,Régulation par sonde de température extérieure
551,Appareil indépendant de chauffage au bois
552,Chaudière biomasse individuelle
553,Chaufferie biomasse
554,Chaufferie biomasse avec contrat assurant le maintien du rendement énergétique de la chaufferie
556,Plancher rayonnant électrique avec dispositif de réglage automatique
557,Robinet thermostatique sur radiateurs
558,Programmateur d'intermittence pour un chauffage individuel à combustible
561,Système de comptage individuel d'énergie de chauffage
562,Chaudière individuelle à condensation au fioul
567,"Ventilation mécanique contrôlée, simple flux hygroréglable"
568,Plafond rayonnant électrique
569,Pompe à chaleur de type air/air
570,Surperformance énergétique pour un bâtiment neuf avec label de haute performance énergétique
572,Caisson de ventilation mécanique contrôlée (VMC) à consommation réduite
573,Ventilation naturelle hygroréglable
575,Programmateur d'intermittence pour un chauffage individuel avec pompe à chaleur existant
578,Pompe équipée d'un système de variation électronique de vitesse
582,Système Solaire Combiné (SSC)
583,Chaudière individuelle de type micro-cogénération à moteur Stirling
585,Système de production d'eau chaude sanitaire collective de type pompe à chaleur sur capteur solaire non vitré
586,Systèmes hydro-économes
697,Lampes à sodium basse pression pour éclairage extérieur en remplacement de lampe à vapeur de mercure
698,Bloc autonome d'éclairage de sécurité à faible consommation
701,Tube fluorescent de type T5
705,Optimisation du traitement d'eau
706,Identification du phénomène de primage
707,isolation de la bâche alimentaire
708,Système de contrôle/commande de la combustion
709,Ratio consommation d'énergie par tonne de vapeur
710,Réinjection des condensats dans la bâche alimentaire avec une légère surpression
711,Echangeur de récupération de chaleur
712,Décentralisation de la production de vapeur
713,Analyse de la répartition des consommations électriques
714,Arrêt des équipements non-utilisés
715,Equipements munis du label Energy Star
716,Recharge des batteries d'appareils de manutention la nuit
717,Régulateur pour extinction automatiques des appareils
718,Contrainte d’efficacité énergétique intégrée lors des travaux réglementaires
719,Système de Variation Electronique de Vitesse (VEV) sur un moteur électrique
720,Récupérateur de chaleur sur un compresseur d'air comprimé (hors chauffage des locaux)
721,Transformateur à haut rendement pour l'alimentation basse tension d'un site industriel
722,Moto-variateur synchrone à aimants permanents
723,Régulation pour une basse pression flottante
724,Haute pression flottante
725,Brûleur avec dispositif de récupération de chaleur sur four industriel
726,Système de régulation de tension en éclairage extérieur
727,Système de maîtrise de la puissance réactive en éclairage extérieur
728,Système de variation de puissance en éclairage extérieur
729,Luminaire d'éclairage extérieur performant
731,Transformateur à haut rendement pour la distribution publique d'électricité
732,Production de chaleur renouvelables ou de récupération en réseau
733,Injection de mousse isolante dans un caniveau de réseau de chaleur.
734,Réhabilitation d'un poste de livraison de chaleur
736,"Ballon de stockage d'eau chaude de type ""Open Buffer"""
737,Ballon de stockage d'eau chaude pour les serres agricoles
738,Pré-refroidisseur de lait
739,Ordinateur climatique avec module d'intégration de température pour l'agriculture
742,Contrôle du moteur d'un tracteur
743,Inventaire et évaluation des systèmes de pompage
744,Contrat EJP
745,"Comparaison par rapport à une consommation de référence, et partage des gains aux salariés"
746,Couleurs claires pour les murs
748,Arrêt des appareils électriques
749,Dégivrage du réfrigérateur
750,Fermeture des robinets et identification des fuites
752,Entretien du chauffe eau
753,Manipulation des ampoules par le culot pour préserver leur durée de vie
754,Programmation des lessives aux heures économiques
755,Rincage des plats les plus sales sous l'eau froide avant de les mettre au lave vaisselle
756,Congélateur installé dans une zone sèche
757,Diminution du temps d'ouverture des portes du réfrigérateur et congélateur
758,Réglage des équipements frigorifiques à une température optimale
759,Préférence des douches plutôt que des bains afin d'économiser l'eau.
760,Vérification des fuites au niveau des chasses d'eau
761,Utilisation d'une chasse d'eau à double commande
763,Entretien de la chaudière individuelle régulièrement
765,Programmation du chauffage en fonction de la présence
766,Nettoyage des convecteurs
767,Fermeture des rideaux et volets la nuit
768,Amélioration de l'isolation de fours à haute température
769,Pré-séchage la matière humide par énergie solaire.
770,Utilisation des lignes de production à leur capacité maximale.
771,Récupération de la chaleur de l'acier qui refroidit
772,Logiciel embarqué de gestion des déplacements
773,Cartographie des fours
774,Détendeurs électroniques pour optimiser la régulation frigorifique
776,Isolation des process chauds
777,Brûleurs haut rendement en remplacement de brûleurs vétustes
778,Dimensionnement optimum des compresseurs et remplacement des équipements surdimensionnés.
779,Diagnostic complet de la production et du réseau d'air comprimé
780,Récupération de la chaleur des procédés industriels
781,Réduction catalytique du N2O dans des usines d'acide nitrique
782,Destruction de N2O rejeté lors de la production de N2O applicable aux installations existantes
783,"Optimisation de la matière sèche, en amont du process de déshydratation – andainage"
784,Chaufferie biomasse dans l'industrie en remplacement de chaudières à énergie fossile
785,Destruction de N2O émis par la production d’acide adipique
786,Thermo-oxydation des Gaz à Effet de Serre effluents gazeux des installations de production industrielle
