Solution_ID,Text,Embedding
28,"Ecart de température optimisé au condenseur, Variation de la température de l'air ambiant en fonction des saisons, de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C.","[ 0.72848326 -0.6773769   1.85307    ... -0.3676317  -0.7591949
 -0.5969195 ]"
29,"Nettoyage des condenseurs et autres échangeurs, Nettoyage parfois difficile dans certaines configurations, de la consommation ponctuelle des compresseurs, Moins de risques de panne Encrassement très largement diminué Diminution des coûts d'écploitation Echange thermique amélioré (la vitesse de ventilation peut être diminuée)","[ 2.2078001  -0.716866    1.3124902  ...  0.19613366 -0.70091647
 -0.7671287 ]"
30,"Alimentation correcte en air du condenseur, Augmentation de la durée de vie des ventilateurs des condenseurs à air.","[ 2.4523165  -0.66966397  1.3038557  ...  0.25575903 -0.22065873
  0.12031256]"
31,"Purge règulière des incondensables, Action périodique à maintenir régulièrement, Dispositif peu couteux, amortissement rapide Evite la corrosion Amélioration du rendement de l'installation Installation simple dans tous types de système Pas de baisse de pression dans les conduites","[ 2.1496882  -0.6428603   0.8608309  ...  1.4000823  -0.15923874
  0.0862119 ]"
32,"Réparation des fuites, tuyauteries, et changement des joints, de l'énergie frigorifique produite par la centrale froid","[ 3.249137   -0.0952531   0.6195751  ...  1.244995   -1.521466
 -0.07281828]"
33,"Ouverture des portes des zones froides minimisée, ","[-0.7005847  -1.0641395  -0.66681504 ... -0.15000676 -2.2165828
 -1.60991   ]"
34,"Augmentation de la température d'évaporation, Augmentation de température parfois limité par les besoins des procédés., d'économie d'énergie sur la consommation du compresseur par °C supplémentaire, Amélioration du rendement du groupe frigorifique.","[ 2.3539257  -0.9059115   1.0848207  ...  0.17685103 -0.21299459
  0.47271103]"
35,"Diminution de la température de condensation, L'action peut être limité par la technologie des détendeurs installés., de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Amélioration du rendement du cycle frigorifique","[ 2.0479655  -0.35578555  0.92388415 ... -1.0440334  -0.6409058
 -0.25873935]"
36,"Diminution du taux d'air neuf en période de climatisation, Nécessite la modification ou le remplacement des ventilateurs ou l'installation d'un variateur de vitesse Le débit ne doit pas être inférieur à la valeur réglementaire de 30m^3/h/pers Une maintenance plus strict peut être nécessaire pour éviter tout risque sanitaire dû à un air ambiant moins renouvellé, Conduit à un meilleur dimensionnement des ventilateurs et donc une consommation moindre Réduction de l'énergie à fournir pour refroidir l'air avant d'être soufflé dans le local Adaptation du taux d'air neuf à l'occupation réelle du bâtment ou à la saison","[ 0.6886497  -0.87614703  0.11138023 ...  0.05120458 -0.6733436
 -0.15685351]"
39,"Pilotage des compresseurs en cascade et compresseurs de puissances différentes, Evite la marche à vide des compresseurs Assure une sécurité de manoeuvre","[ 2.3722308  -0.17332792 -0.5020851  ... -0.19025719 -0.06105989
 -0.42952392]"
40,"Variation électronique de vitesse sur ventilateurs de soufflage des évaporateurs, de la consommation totale","[ 2.7921221  -0.55644     0.7203161  ... -0.5838439  -0.9518985
 -0.22327529]"
41,"Mise en route graduelle des ventilateurs sur les aérocondenseurs, ","[ 1.8604409  -0.97215873  1.0959973  ...  0.5958611  -0.33315027
  0.21215656]"
42,"Sous refroidissement optimisé, ","[ 2.6604807  -1.1202644   2.416391   ...  0.40935293 -0.7116381
 -1.6672875 ]"
43,"Gestion Technique Centralisée (GTC), Coût initial élevé, qui dépend de la taille du système et de sa complexité. Instrumentation importante., Meilleure fiabilité des équipements Suivi des installations, pilotage à distance Optimisation de la maintenance","[ 1.7211914   0.80661404  0.512029   ...  0.03785278 -0.51736456
 -0.67045146]"
44,"Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif, Faible coût Utilisation simple et sûre","[ 0.8615721  -0.5803372  -0.7125478  ...  0.67246383 -1.0511767
 -0.37229553]"
45,"Désurchauffeur pour récupérer la chaleur de condensation sur un cycle frigorifique., Une modification du groupe existant peut être nécessaire, Réduction du réseau vapeur et diminution des pertes associées","[ 2.7697322  -0.11363648  1.2971799  ...  0.45904317 -1.2951136
  0.0631439 ]"
46,"Récupérateur de chaleur de condensation sur un groupe de production de froid, Une modification du groupe existant peut être nécessaire, de la chaleur perdue est récupérable., Réduction du réseau vapeur et diminution des pertes associées","[ 3.4942899  -0.4949839   1.9438006  ...  0.6914245  -1.4170618
  0.15506612]"
47,"Récupérateur de chaleur sur l'huile des compresseurs, La solution n'est pas applicable à tous les types de compresseurs.","[ 2.3856695  -0.7023312   0.2920667  ...  0.85910255 -0.6675625
 -1.3310685 ]"
48,"Machine frigorifique à absorption, COP < 1 (car prise en compte de l'apport de chaleur au régénérateur), Appareils supplémentaires (absorbeur, générateur et échangeur) Températures au bouilleur au moins de l'ordre de 80 à 85 °C, nécessite d'une source de chaleur (vapeur sur site par exemple), Plus de compresseur Installation de pompe avec un coût plus faible Consommation de pompe inférieure à celle d'un compresseur Fluide dont l'impact sur la couche d'ozone et sur l'effet de serre est nul","[ 2.0889726  -1.0612805   1.0108972  ...  0.0882278  -0.7409549
 -0.09205865]"
49,"Remplacement des détendeurs par une turbine, ","[ 1.0687423   1.7148674   0.7363641  ...  1.4646245   0.41382816
 -0.7956028 ]"
50,"Moteurs correctement dimensionnés, Campagne de mesure en période de charge des moteurs Moteurs parfois difficilement accessibles, de la consommation du moteur. Le gain varie selon la taille du moteur. Il est d'environ 1% pour les gros moteurs (qui peuvent fonctionner à rendement élevé pour des charges de 30%) et de 3% pour les moteurs plus petits dont le rendement se dégrade à partir de 75%., Diminution des marches à vide du moteur.","[ 1.8729132   0.50786036  0.3666761  ...  1.0471684  -0.25926676
  0.0729204 ]"
51,"Dimensionnement des moteurs pour des charges variables, ","[ 0.68340737  1.1513609  -0.04157183 ...  0.25263384  0.3963379
  0.45167068]"
54,"Moteur à haut rendement, de surcoût pour les moteurs d'une puissance supérieure à 20 kW, Sauf changement radical de technologie, les moteurs sont de même taille et ont une augmentation de poids d’environ 15 %., d'augmentation du rendement selon les puissance par rapport à la norme IE1, Anticipation des contraintes légales à venir. Gain sur la durée de vie du moteur.",[ 1.5162086  0.8029088  1.4496232 ...  0.8339984  0.8656157 -1.5361553]
55,"Transmissions à haute efficacité, Arrêt du moteur lors du changement La solution est peu rentable sur des moteurs usagés mais elle est à considérer lors de leur remplacement, de la consommation du sous système entrainé par le moteur, Optimisation du rendement du système moteur couplé à l'unité entrainée par le moteur.","[ 1.6277831   0.64930946  0.42437592 ...  0.07051148 -1.1352298
  0.5234526 ]"
56,"Contrôle de la qualité de puissance, de la consommation du sous système entrainé par le moteur","[ 1.4705654  -0.47543064  0.24241838 ... -0.14414088 -0.6972712
 -0.37777612]"
57,"Contrôle de la température ambiante, Certains locaux contenant le moteur sont difficiles à ventiler Mise en place d'un système de ventilation naturelle ou mécanique peut être à prévoir, Augmentation de la durée de vie du moteur. Amélioration du rendement du moteur","[ 1.5651867  -0.31327575  0.14043109 ...  0.3359237  -0.7271522
  0.08216381]"
58,"Remplacement des moteurs plutôt qu'un rebobinage ou une réparation, Surcoût à l'investissement non négligeable., de la consommation électrique du moteur, Anticipation sur les contraintes légales à venir","[ 0.91581863  1.2836084   0.8586331  ...  0.4705662   0.16787696
 -0.18880926]"
59,"Lubrification correcte des paliers conformément aux spécifications constructeur, Amélioration du rendement et de la durée de vie du moteur en réduisant les pertes par frottement Protection contre l'oxydation et la corrosion",[2.245583   0.05261977 1.3939579  ... 0.86660427 1.2499284  0.29276916]
60,"Entretien et amélioration des transmissions, de diminution des pertes au niveau de la transmission","[ 1.9222215   1.1470116   0.65784276 ... -0.56054676  0.25024545
  0.5282368 ]"
61,"Rebobinage de qualité des moteurs, Perte de rendement du moteur possible, de la consommation électrique du moteur., Investissement limité",[1.957797   0.6263339  1.4555577  ... 1.6419549  0.5316802  0.21572043]
62,"Ajustement de la tension des courroies et des alignements, Si l’entretien des éléments de transmission (arbres, courroies) est négligé, les pertes peuvent aller de 0 à 45%., de la consommation électrique du moteur","[ 1.497912   -0.02326375  0.6006892  ...  1.1955512   0.35351214
  0.25772473]"
63,"Variateurs de vitesse en remplacement de vannes de laminages., de la consommation ponctuelle de la pompe selon la charge","[ 2.430091    0.6280798  -0.10343183 ... -0.2373411  -0.9547662
  0.28646153]"
64,"Pompe de surpression pour des hautes pressions ponctuelles, de la consommation annuelle de la pompe","[ 3.0183225  -1.3076354   0.7973933  ... -0.8511613  -0.31403938
  0.49690256]"
65,"Pompes en parallèle, mise en route en fonction du besoin, Necessité de modifier le réseau de conduits Etude préalable afin de déterminer les besoins réels de pompage Installation de capteurs à des endroits stratégiques afin de connaître le besoin réel Adaptation des puissances des pompes en cas de passage de pompe en série en parallèle, Réduction de la consommation énergétique puisque les pompes démarrent en fonction du besoin Augmentation de la durée de vie des pompes en ne les faisant fonctionner que lorsque c'est nécessaire Meilleur gestion des pics de demande","[ 1.9582756  -1.075611   -0.0440762  ...  0.92538023 -0.33138472
 -0.57702166]"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes., Investissement plus important pour des appareils résistants aux conditions extrèmes (chaleur, froid, humidité ...) ou nécessitant une acquisition numérique Choix pertinent des lieux de mesure, Connaissance de l'état du réseau, de l'évolution des pertes de charge dans le réseau et des besoins Gestion facilité et anticipation possible des problèmes sur le réseau Identification plus facile des points à optimiser","[ 1.4742756  -0.5390252   0.35182288 ...  0.7641352   0.23069812
 -0.1342359 ]"
67,"Réduction du besoin de pompage non nécessaire, ","[ 1.2774168   1.2922896  -0.77394164 ...  0.8345829  -1.0098655
 -0.513409  ]"
68,"Fermeture des parties du circuit non utilisées, Mise hors service du réseau éventuelle, Les gains dépendent de la longueur de réseau qui a été retiré., Réduction des pertes de charge Diminution du besoin en pompage Réduction éventuelle de l'encombrement","[ 2.2558792   0.0604371   1.1440982  ...  0.17323317 -0.98260164
 -0.47355646]"
69,"Purges d'air régulières sur le réseau, ","[ 2.80505    -0.5567027  -0.16293322 ... -0.3114084  -0.6118832
  0.45376512]"
70,"Identification et remplacement des pompes surdimensionnées, de la consommation de la pompe, Fonctionnemment des pompes proche de leur rendement optimum.","[ 3.22786    -0.30829915  0.44082016 ...  0.61737454  0.00735002
 -0.5696321 ]"
71,"Réparation des fuites, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, Il est recommandé d’effectuer une détection des fuites lorsque les ateliers sont à l’arrêt. Un programme de maintenance est conseillé pour garder le taux de fuite au plus bas L'investissement dans un appareil à ultrason peut être nécessaire pour la détection des fuites, Réduction de la consommation des pompes du réseau Diminution de la pression de fonctionnement","[ 2.2365746  -0.44686684  0.01013687 ... -0.38766202 -0.47842103
  0.06046293]"
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation., Certaines pompes peuvent être difficiles d'accès rendent la vérification ardue, Augmentation de la durée de vie des pompes Anticipation des problèmes avant qu'ils ne deviennent irréversibles (casse de la pompe)","[ 2.1741333  -0.1584047   0.51184344 ...  1.2400626  -0.17478484
 -0.59789073]"
73,"Usinage du diamètre des roues des pompes centrifuges, Campagne d'analyse du dimentionnement des pompes nécessaire avant la mise en place de la solution, de la consommation de la pompe, Adaptation de la consommation de la pompe au besoin réel du réseau","[ 2.4179988  -0.4125052  -0.46405295 ...  1.1616285  -0.7854146
 -1.6235715 ]"
74,"Filtre interne de réduction de frottements dans la pompe (sur les impulseurs), de la consommation de la pompe","[ 2.5082324   0.41058692  2.5139465  ...  1.3352908  -1.5411295
 -0.7227488 ]"
75,"Diminution des débits et de la pression de fonctionnement aux minimum requis, Etude préalable nécessaire pour définir les besoins réels de l'installation Nécessite un réajustement si augmentation des pertes de charge après une modification du réseau Remplacement des pompes parfois nécessaire pour éviter un fonctionnement à vide, Diminution de la consommation des pompes du réseau Augmentation de la durée de vie des pompes et autres équipements du réseau Peut conduire à la suppression de pompes devenues superflues","[ 2.0673866  -1.1268622   0.44341832 ...  0.553621   -0.72062117
 -0.42730176]"
76,"Diminution des pertes de charges, Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...) Achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Réduction de la consommation des pompes Diminution du besoin en pompage","[ 1.8889418   0.15317528  0.92101204 ...  0.26758236 -1.0552329
 -0.04123542]"
77,"Diminution des débits by-pass, Modification du réseau d'eau existant","[ 0.8953102  -0.4042197  -0.39654085 ... -0.45978177 -2.3016567
  0.873819  ]"
78,"Consommation de biogaz, Les investissements nécessaires pour les systèmes fonctionnement au biogaz sont encore importants. La production de biogaz entraîne des coûts d'exploitation importants., L'utilisation de biogaz permet de manière indirecte de soutenir la valorisation des déchets, de l'imiter leur impact environnemental en évitant les émissions de Gaz à Effet de Serre (GES) dans l’atmosphère, et en valorisant leur potentiel énergétique. L'utilisation de biogaz permet de diminuer la dépendance aux énergies fossiles. Le digestat, résidu de la méthanisation, peut être valorisé en aval comme compost ou engrais naturel. Son utilisation permet alors d'éviter l'utilisation d'engrais chimiques. La combustion de biogaz pemet de diviser par 2 les émissions sonores du moteur et d'atténuer ses vibrations.","[ 1.4060185  -0.16683711  0.3415206  ...  1.6036268   0.4914772
 -1.1906191 ]"
79,"Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé, ","[ 2.5349023  -1.0088524   1.5210824  ... -0.1702689  -0.68557847
 -0.21694331]"
80,"Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation, de la consommation propre du système","[ 0.16869737 -1.8395512   0.25423715 ...  0.25634325 -0.38619843
  0.69228816]"
81,"Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel, Le bon type d'automatisation pour adapter le besoin est à réfléchir en amont., Limitation des gaspillages d'énergie","[ 2.7723448   0.31250793 -0.52550465 ...  0.411429   -0.56088
  0.1746274 ]"
82,"Diminution des pertes de charges du réseau, L'investissement dépend de la taille du réseau mais reste marginal. Il se limitera à l'achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...), de la consommation propre du système, Réduction du débit de soufflage nécessaire Diminution de la consommation des ventilateurs","[ 1.4773694   0.37410176  0.610136   ...  0.11764785 -0.9646825
 -0.24394234]"
83,"Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action, de la consommation propre du ventilateur","[ 2.375936   -0.06064525  1.7030934  ...  0.35472107 -1.8778521
 -0.13947123]"
84,"Remplacement des courroies trapézoïdales par des transmissions directes, Modification du système en place. L'accouplement direct du moteur au ventilateur n'est pas toujours possible. Désacouplement du moteur au ventilateur plus compliqué qu'avec des courroies., de la consommation propre du ventilateur. La consommation est variable e fonction de la puissance du ventilateur. Le gain min est pour ceux de puissance importante, le gain max pour ceux de petite puissance.","[ 1.7561915   0.08716782  0.01681492 ...  0.58588654 -0.47793728
 -0.02108068]"
85,"Remplacement des courroies trapézoïdales par des courroies plates, de la consommation propre du ventilateur","[ 1.1289188   0.00830606 -0.02642697 ...  0.7676049   0.40439492
 -1.0948737 ]"
86,"Fractionnement de l'installation de ventilation générale en plusieurs unités, ","[ 1.8132635  -0.21393803  0.40998107 ...  0.37968725 -1.8184327
  0.3891123 ]"
87,"Isolation des gaines lorsque l'air est chaud, ","[ 1.2935901  -0.7790689   0.47502372 ...  0.7731699  -3.683378
  1.0888518 ]"
88,"Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies, ","[ 1.4495721   0.0414939  -0.01408553 ...  1.1628152   0.42297405
 -0.6858734 ]"
89,"Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres, ","[ 1.8492693  -0.69402236  1.3969724  ...  1.8523512  -0.47467664
 -1.8690115 ]"
90,"Diminution des fuites sur le réseau aéraulique en resserrant les joints, ","[ 2.2590709   0.2545918   0.82388824 ...  0.06410204 -0.28242093
 -0.06782804]"
91,"Equilibrage du réseau aéraulique, de la consommation propre du ventilateur","[ 2.4565597  -1.2077192   1.1553812  ...  0.37651587 -1.3858057
  0.7602189 ]"
92,"Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple), de la consommation du ventilateur selon les puissances.","[ 2.2983925   0.99101084  0.6329844  ...  0.7747639  -0.4768156
 -0.290435  ]"
93,"Vérification et diminution des débits d'air si possible, de la consommation de l'appareil suite à une réduction de débit de 20%.","[ 1.5705279  -0.9568048   0.7181693  ... -1.6250798  -1.6105424
 -0.16752459]"
94,"Epurateur pour réduire le taux d'air neuf en hiver, sur la consommation du chauffage.","[ 1.19506    -1.2449396   0.7319108  ...  0.6277057  -1.4256796
 -0.01591892]"
95,"Récupérateur de chaleur air neuf/air extrait, de la consommation ponctuelle de l'unité","[ 3.7413285  -0.86753595  1.8564274  ...  1.4255735  -1.4293456
  1.0159823 ]"
97,"Amélioration de l'isolation des bâtiments, L’investissement initial est important. Les temps de retour sur investissements sont souvent supérieurs à 10 ans. En plus des coûts des matériaux, il faut prévoir des frais supplémentaires pour la main d’œuvre. Les travaux sont souvent longs., Gain sur la consommation d’énergie primaire par la réduction des besoins en chauffage et en climatisation. Meilleur confort thermique été comme hiver. L’isolation thermique peut apporter une isolation acoustique supplémentaire.",[0.45712376 0.41725814 0.28755447 ... 1.3532968  0.06822578 0.21394381]
99,"Réduction des infiltrations d'air, Les infiltrations d'air représentent 14 à 18 % de la consommation énergétique d'un bâtiment., Réduction du chauffage en hiver et de la climatisation en été.","[ 1.2873081  -0.44525257  0.17144187 ... -0.17689876 -0.28790656
  0.16949709]"
100,"Optimisation de la fermeture automatique des portes logistiques, Composante comportementale de la part des équipes de la logistique., Diminution des courants d’air ; Diminution du brassage des polluants.","[ 1.7307366   0.71923083  1.0568813  ... -0.8015805  -1.0478996
 -0.9289682 ]"
102,"Réduction des apports de chaleur dans les espaces climatisés, Solution tributaire du comportement des usagers Redisposition du local parfois difficile, Diminution de la température de la pièce Diminution du temps de fonctionnement du climatiseur et donc de sa consommation","[ 0.47475538 -0.04974573  0.94242704 ... -0.22945692 -1.6394757
 -1.0107158 ]"
103,"Ne pas chauffer et climatiser en même temps, Solution dépendante du comportement des usagers, Réduction de la consommation des radiateurs en hiver ou de la climatisation en période chaude Amélioration du confort thermique de la pièce","[ 0.88837934  0.08898091  0.9127732  ...  0.6221191  -2.001598
  0.12365022]"
104,"Pompe à chaleur haute température pour valoriser la vapeur basse pression, Prix deux fois supérieur à une PAC basse pression, Expertise conseillée avant installation, afin de savoir s'il s'agit d'une solution pertinente, Peut chauffer de l'eau jusqu'à une température de 80 °C à partir d'une température extérieur de 20°C. COP compris entre 3 et 5 Facilité d'installation sur le réseau","[ 2.6112306  -0.5435269   0.09235774 ...  0.23401475 -0.57985777
 -0.06231236]"
105,"Système de chauffage radiant (zones occupées) couplé à une réduction des températures (zones non occupées), Installation de chauffage radiant ( moyenne de : 230-450 €), plus chers que des convecteurs Réduction de température dans les zones non occupées : dépend du confort thermique désiré et du comportement des usagers, Meilleur confort thermique Consommation électrique plus faible Installation simple, peu d'encombrement","[ 0.58632463  0.24951254 -0.15599722 ...  0.783016   -1.5171207
  0.25922197]"
108,"Diminution des températures de consignes de chauffage, La baisse de la consigne est limité par le confort du personnel., de diminution de la puissance thermique par degré abaissé sur la consigne","[-0.75367826  0.3028597  -0.3075702  ... -0.3539432  -1.6026728
  0.88187397]"
109,"Maintenance régulière des systèmes de climatisation, Parfois nécessaire de passer par une société spécialisé, de la consommation électrique si la maintenance est effectuée correctement., Coût de maintenance réduit Augmentation de la durée de vie du système Efficacité accrue","[ 1.5191243   0.086171    1.1741289  ...  0.2644196  -0.64164066
  0.06473209]"
110,"Free-cooling pour les espaces réfrigérés, Mise en place d'une régulation sur l'apport d'air neuf à asservir à deux sondes de températures (intérieur et extérieur)., Diminution de la consommation du poste climatisation","[ 0.3959077  -0.6494712   0.39668822 ... -0.78251946 -1.2579552
 -0.54972863]"
111,"Free-chilling par un court d'eau à proximité., Une unité de filtration de l'eau pompé doit être ajoutée. Efficacité réduite en été et mi saison., Diminution de la consommation du poste climatisation Diminution des émissions de CO2.","[ 1.4392481  -1.7909677   1.1308073  ...  0.18611604 -1.2324394
  0.37860587]"
113,"Compensation de l'énergie réactive, de réduction du taux de flicker (variation de tension, clignotement), Diminution des pertes par effets Joules liées à la diminution du courant en amont des condensateurs. Suppression des pénalités. Réduit la puissance apparente appelée. Réduit le taux de flicker et améliore la qualité du réseau électrique.","[ 0.1813397  -0.23921639  1.3406736  ...  0.6735667  -0.3079206
 -0.3149637 ]"
114,"Filtres anti-harmoniques proche des sources très polluantes, Modification possible de l'installation, de réduction des pertes par effet joules, Augmentation de la durée de vie des équipements Dépollution et rééquilibrage du réseau Respect des engagements contractuels auprès des fournisseurs énergétiques en matière de consommations","[-0.3223013   0.30293     0.81801975 ... -0.01695032  0.5207944
  0.26250184]"
115,"Circuits séparés pour les systèmes générateurs d'harmoniques et pour les circuits sensibles aux harmoniques, ","[ 1.6457025  -0.45591256 -0.93824106 ... -0.12472474  0.1838398
  0.31939653]"
116,"Diamètre double pour les fils neutres près des charges génératrices d'harmoniques, ","[ 0.8717878  -0.53957826 -0.0043603  ...  2.1703348  -0.8185479
 -0.0721157 ]"
117,"Séparation des circuits alimentant les gros moteurs pour éviter que les autres appareils subissent les chutes de tensions crées lors de leur démarrage, ","[ 1.604354   -0.76471776  0.06539516 ...  0.78142965 -1.0461475
 -0.19595213]"
118,"Dimensionnement des câbles correct et vérifié, ","[ 0.7718726   0.91812134  0.28878555 ...  1.975874   -0.6115496
 -0.74084836]"
120,"Transformateur haut rendement, des pertes à vides","[ 2.8088093   0.6662185   0.47022963 ... -0.17840858  1.1495675
 -1.3027875 ]"
