Solution_ID,Text,Embedding
47,"Récupération de chaleur, Froid, Utilités","[ 2.463197   -1.3157831   0.33294788 ...  2.0782466  -0.4544461
  0.4123527 ]"
48,"Machines frigorifiques, Utilités","[ 2.3553262  -1.2866856  -0.70337236 ...  0.90703094 -1.0550716
  0.8034426 ]"
49,"Détendeur, Froid, Utilités","[ 2.849358   -1.9477081  -1.715941   ...  2.0223255   0.1338174
  0.49834162]"
50,"Moteur, Moteur, Utilités","[ 1.6115178  -0.52748936 -0.49060422 ...  1.0853673  -0.15799655
  0.1144048 ]"
51,"Ajustement production/besoin, Moteur, Utilités","[ 1.4584254  -0.8063192   0.32062688 ...  0.86452615  0.12442172
  0.8213806 ]"
54,"Moteur, Moteur, Utilités","[ 1.6115178  -0.52748936 -0.49060422 ...  1.0853673  -0.15799655
  0.1144048 ]"
55,"Transmission, Moteur, Utilités","[ 1.9275117  -0.304267   -0.95506626 ...  0.57639    -1.8272951
 -0.09367391]"
56,"Régulation, Moteur, Utilités","[ 0.6403239  -1.3602798  -0.4791682  ... -0.16330764 -0.50990546
  0.2534915 ]"
57,"Moteur, Moteur, Utilités","[ 1.6115178  -0.52748936 -0.49060422 ...  1.0853673  -0.15799655
  0.1144048 ]"
58,"Maintenance, Moteur, Utilités","[ 1.0948049   0.03931327 -0.9417547  ...  0.18520418 -0.18069495
  1.114424  ]"
59,"Maintenance, Moteur, Utilités","[ 1.0948049   0.03931327 -0.9417547  ...  0.18520418 -0.18069495
  1.114424  ]"
60,"Transmission, Moteur, Utilités","[ 1.9275117  -0.304267   -0.95506626 ...  0.57639    -1.8272951
 -0.09367391]"
61,"Maintenance, Moteur, Utilités","[ 1.0948049   0.03931327 -0.9417547  ...  0.18520418 -0.18069495
  1.114424  ]"
62,"Transmission, Moteur, Utilités","[ 1.9275117  -0.304267   -0.95506626 ...  0.57639    -1.8272951
 -0.09367391]"
63,"Régulation, Pompe, Utilités","[ 2.3832524  -2.1662579  -0.5684659  ...  0.26124042 -1.1457696
 -1.2035154 ]"
64,"Pompe de surpression, Pompe, Utilités","[ 3.2345698  -1.6751214  -0.4180666  ...  0.6079158  -1.0612334
 -0.55612445]"
65,"Régulation, Pompe, Utilités","[ 2.3832524  -2.1662579  -0.5684659  ...  0.26124042 -1.1457696
 -1.2035154 ]"
66,"Mesure et comptage d’énergie, Management (ISO 50 001)","[ 0.5802472   0.648955    1.7044449  ... -0.20226225 -0.60394347
  0.06370476]"
67,"Ajustement production/besoin, Pompe, Utilités","[ 2.3990517  -1.3423692   0.25403565 ...  0.5850425   0.1325291
 -0.13293433]"
68,"Réseau, Pompe, Utilités","[ 3.1472104  -1.8075722   0.24976209 ...  1.9523438  -1.7183974
 -0.1971987 ]"
69,"Réseau, Pompe, Utilités","[ 3.1472104  -1.8075722   0.24976209 ...  1.9523438  -1.7183974
 -0.1971987 ]"
70,"Pompe, Pompe, Utilités",[ 3.1710248 -1.9363914 -1.5588775 ...  1.1474313 -1.0502946 -1.7062062]
71,"Réseau, Pompe, Utilités","[ 3.1472104  -1.8075722   0.24976209 ...  1.9523438  -1.7183974
 -0.1971987 ]"
72,"Maintenance, Pompe, Utilités","[ 2.6459684  -0.6497252  -0.793316   ...  0.86493915 -0.7158893
 -0.21484163]"
73,"Pompe, Pompe, Utilités",[ 3.1710248 -1.9363914 -1.5588775 ...  1.1474313 -1.0502946 -1.7062062]
74,"Pompe, Pompe, Utilités",[ 3.1710248 -1.9363914 -1.5588775 ...  1.1474313 -1.0502946 -1.7062062]
75,"Ajustement production/besoin, Pompe, Utilités","[ 2.3990517  -1.3423692   0.25403565 ...  0.5850425   0.1325291
 -0.13293433]"
76,"Réseau, Pompe, Utilités","[ 3.1472104  -1.8075722   0.24976209 ...  1.9523438  -1.7183974
 -0.1971987 ]"
77,"Réseau, Pompe, Utilités","[ 3.1472104  -1.8075722   0.24976209 ...  1.9523438  -1.7183974
 -0.1971987 ]"
78,"Valorisation, Méthanisation / Biogaz, Nouvelles énergies","[ 1.5766251  -0.7271628   0.18601173 ...  0.5974716   0.97429556
 -1.1449013 ]"
79,"Régulation, Ventilation, Utilités","[ 0.21572863 -2.1230116  -0.4886369  ...  0.46759182 -1.0557467
  0.28100532]"
80,"Gestion et pilotage, Ventilation, Utilités","[ 2.0206964  -1.3376435  -0.04030424 ...  0.8637763  -0.72810763
 -0.2323509 ]"
81,"Gestion et pilotage, Ventilation, Utilités","[ 2.0206964  -1.3376435  -0.04030424 ...  0.8637763  -0.72810763
 -0.2323509 ]"
82,"Réseau, Ventilation, Utilités","[ 1.6338885  -1.5604768   0.45372567 ...  1.6597223  -1.6657742
  1.0157979 ]"
83,"Ventilateur, Ventilation, Utilités","[ 0.14734453 -1.6507808  -1.1447597  ...  1.0763098  -1.4704794
  0.7765719 ]"
84,"Ventilateur, Ventilation, Utilités","[ 0.14734453 -1.6507808  -1.1447597  ...  1.0763098  -1.4704794
  0.7765719 ]"
85,"Ventilateur, Ventilation, Utilités","[ 0.14734453 -1.6507808  -1.1447597  ...  1.0763098  -1.4704794
  0.7765719 ]"
86,"Gestion et pilotage, Ventilation, Utilités","[ 2.0206964  -1.3376435  -0.04030424 ...  0.8637763  -0.72810763
 -0.2323509 ]"
87,"Réseau, Ventilation, Utilités","[ 1.6338885  -1.5604768   0.45372567 ...  1.6597223  -1.6657742
  1.0157979 ]"
88,"Gestion et pilotage, Ventilation, Utilités","[ 2.0206964  -1.3376435  -0.04030424 ...  0.8637763  -0.72810763
 -0.2323509 ]"
89,"Maintenance, Ventilation, Utilités","[ 0.48477903 -0.7458439  -0.91106933 ...  0.46534055 -1.0733755
  1.314384  ]"
90,"Maintenance, Ventilation, Utilités","[ 0.48477903 -0.7458439  -0.91106933 ...  0.46534055 -1.0733755
  1.314384  ]"
91,"Réseau, Ventilation, Utilités","[ 1.6338885  -1.5604768   0.45372567 ...  1.6597223  -1.6657742
  1.0157979 ]"
92,"Ventilateur, Ventilation, Utilités","[ 0.14734453 -1.6507808  -1.1447597  ...  1.0763098  -1.4704794
  0.7765719 ]"
93,"Ajustement production/besoin, Ventilation, Utilités","[ 1.3102578  -1.2329799   0.35941267 ...  0.5111191  -0.42457265
  1.1620481 ]"
94,"Ajustement production/besoin, Ventilation, Utilités","[ 1.3102578  -1.2329799   0.35941267 ...  0.5111191  -0.42457265
  1.1620481 ]"
95,"Récupération de chaleur, Ventilation, Utilités","[ 2.0195217  -1.5210575   1.3207988  ...  1.2382008  -1.1833841
  0.50970626]"
97,"Isolation, Enveloppe, Bâtiment","[-0.60987866 -1.3512127   0.53514344 ... -0.15522806 -1.3573503
  1.1456165 ]"
99,"Etanchéité et infiltrations, Enveloppe, Bâtiment","[ 0.53685355 -0.46804732  0.9264235  ... -0.6037658  -0.06456988
  0.13843967]"
100,"Etanchéité et infiltrations, Enveloppe, Bâtiment","[ 0.53685355 -0.46804732  0.9264235  ... -0.6037658  -0.06456988
  0.13843967]"
102,"Climatisation, CVC, Bâtiment","[-0.02693713 -1.6528565   1.1933068  ... -0.22795978 -1.893377
 -0.90602255]"
103,"Climatisation, CVC, Bâtiment","[-0.02693713 -1.6528565   1.1933068  ... -0.22795978 -1.893377
 -0.90602255]"
104,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
105,"Chauffage, CVC, Bâtiment","[ 0.6665156  -0.20357604 -0.33307293 ...  0.5244556  -1.3604176
 -1.0233787 ]"
108,"Chauffage, CVC, Bâtiment","[ 0.6665156  -0.20357604 -0.33307293 ...  0.5244556  -1.3604176
 -1.0233787 ]"
109,"Climatisation, CVC, Bâtiment","[-0.02693713 -1.6528565   1.1933068  ... -0.22795978 -1.893377
 -0.90602255]"
110,"Climatisation, CVC, Bâtiment","[-0.02693713 -1.6528565   1.1933068  ... -0.22795978 -1.893377
 -0.90602255]"
111,"Condenseur, Froid, Utilités","[ 2.4375234  -2.2842045  -1.0155052  ...  1.2855166  -0.94189835
  0.8816128 ]"
113,"Condensateur, Distribution électrique, Utilités","[ 3.4646373  -2.2496212  -0.29636842 ... -0.08895559 -1.8074671
 -0.08206987]"
114,"Filtre, Distribution électrique, Utilités","[ 2.484125   -0.63448477 -0.17185256 ...  1.7959714  -2.1195903
  0.03511217]"
115,"Réseau, Distribution électrique, Utilités","[ 2.4162054  -1.2600656  -0.47929874 ...  1.5772797  -2.3443098
 -0.08728668]"
116,"Réseau, Distribution électrique, Utilités","[ 2.4162054  -1.2600656  -0.47929874 ...  1.5772797  -2.3443098
 -0.08728668]"
117,"Réseau, Distribution électrique, Utilités","[ 2.4162054  -1.2600656  -0.47929874 ...  1.5772797  -2.3443098
 -0.08728668]"
118,"Gestion et pilotage, Distribution électrique, Utilités","[ 2.9886694  -1.3024498  -0.673629   ...  0.51901513 -1.4533272
 -0.98222256]"
120,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
121,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
122,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
123,"Armoire électrique, Distribution électrique, Utilités",[ 2.0424745 -1.240952  -0.7345415 ...  1.5471026 -2.7917821 -1.1065395]
124,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
125,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
126,"Ajustement production/besoin, Distribution électrique, Utilités","[ 2.0373673  -1.0438564  -0.17383315 ...  0.44063312 -0.4889989
  0.504923  ]"
127,"Maintenance, Distribution électrique, Utilités","[ 1.5228467  -0.3458829  -1.2647232  ...  0.12254254 -1.1545241
  0.17719337]"
128,"Armoire électrique, Distribution électrique, Utilités",[ 2.0424745 -1.240952  -0.7345415 ...  1.5471026 -2.7917821 -1.1065395]
129,"Onduleur, Distribution électrique, Utilités",[ 2.1282833 -1.3762496 -1.2512699 ...  1.1884245 -1.0100725  0.5133993]
130,"Gestion et pilotage, Distribution électrique, Utilités","[ 2.9886694  -1.3024498  -0.673629   ...  0.51901513 -1.4533272
 -0.98222256]"
131,"Maintenance, Distribution électrique, Utilités","[ 1.5228467  -0.3458829  -1.2647232  ...  0.12254254 -1.1545241
  0.17719337]"
132,"Maintenance, Distribution électrique, Utilités","[ 1.5228467  -0.3458829  -1.2647232  ...  0.12254254 -1.1545241
  0.17719337]"
133,"Armoire électrique, Distribution électrique, Utilités",[ 2.0424745 -1.240952  -0.7345415 ...  1.5471026 -2.7917821 -1.1065395]
134,"Ajustement production/besoin, Distribution électrique, Utilités","[ 2.0373673  -1.0438564  -0.17383315 ...  0.44063312 -0.4889989
  0.504923  ]"
135,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
136,"Régulation, Distribution électrique, Utilités","[ 1.3997794  -1.6488938  -1.0693425  ... -0.47330597 -1.3792133
 -0.81758803]"
137,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
138,"Transformateur, Distribution électrique, Utilités",[ 3.5387058 -0.0838643 -1.7119058 ...  0.657834  -2.2359326 -1.0388077]
139,"Gestion et pilotage, Distribution électrique, Utilités","[ 2.9886694  -1.3024498  -0.673629   ...  0.51901513 -1.4533272
 -0.98222256]"
140,"Ajustement production/besoin, Distribution électrique, Utilités","[ 2.0373673  -1.0438564  -0.17383315 ...  0.44063312 -0.4889989
  0.504923  ]"
141,"Onduleur, Distribution électrique, Utilités",[ 2.1282833 -1.3762496 -1.2512699 ...  1.1884245 -1.0100725  0.5133993]
142,"Stockage, Distribution électrique, Utilités","[ 2.9382417  -0.40923673 -1.6117494  ...  0.5945658  -1.8973944
 -0.77619517]"
143,"Réseau, Air comprimé, Utilités","[ 3.6232994  -1.1659927   0.30104348 ...  1.1771066  -1.6330684
  0.08468127]"
144,"Réseau, Air comprimé, Utilités","[ 3.6232994  -1.1659927   0.30104348 ...  1.1771066  -1.6330684
  0.08468127]"
145,"Gestion et pilotage, Air comprimé, Utilités","[ 3.9489043  -1.2960519   0.13520932 ...  0.6336443  -0.9593821
 -0.8232994 ]"
146,"Régulation, Air comprimé, Utilités","[ 2.6753478  -1.8737615  -0.5231942  ... -0.09915881 -1.0669878
 -0.5228259 ]"
147,"Traitement de l'air, Air comprimé, Utilités","[ 3.2405937  -0.57129896 -0.42541692 ...  0.1969437  -1.6145196
 -1.0921506 ]"
148,"Régulation, Air comprimé, Utilités","[ 2.6753478  -1.8737615  -0.5231942  ... -0.09915881 -1.0669878
 -0.5228259 ]"
149,"Régulation, Air comprimé, Utilités","[ 2.6753478  -1.8737615  -0.5231942  ... -0.09915881 -1.0669878
 -0.5228259 ]"
150,"Stockage, Air comprimé, Utilités","[ 4.0016603  -0.7353443  -1.0085435  ...  0.8181417  -1.0958982
 -0.51848894]"
151,"Stockage, Air comprimé, Utilités","[ 4.0016603  -0.7353443  -1.0085435  ...  0.8181417  -1.0958982
 -0.51848894]"
152,"Gestion et pilotage, Air comprimé, Utilités","[ 3.9489043  -1.2960519   0.13520932 ...  0.6336443  -0.9593821
 -0.8232994 ]"
153,"Ajustement production/besoin, Air comprimé, Utilités","[ 2.6478732  -1.0317197   0.23129396 ...  0.5834099  -0.4908353
  0.3763676 ]"
154,"Compresseur, Air comprimé, Utilités","[ 3.2859237  -0.4551057  -0.99957705 ...  0.6482642  -0.9817705
 -0.25979143]"
155,"Régulation, Air comprimé, Utilités","[ 2.6753478  -1.8737615  -0.5231942  ... -0.09915881 -1.0669878
 -0.5228259 ]"
156,"Soufflette, Air comprimé, Utilités","[ 2.2148132  -1.1208968  -1.0015737  ...  0.75468385 -0.9367192
 -0.8123474 ]"
157,"Soufflette, Air comprimé, Utilités","[ 2.2148132  -1.1208968  -1.0015737  ...  0.75468385 -0.9367192
 -0.8123474 ]"
158,"Soufflette, Air comprimé, Utilités","[ 2.2148132  -1.1208968  -1.0015737  ...  0.75468385 -0.9367192
 -0.8123474 ]"
159,"Soufflette, Air comprimé, Utilités","[ 2.2148132  -1.1208968  -1.0015737  ...  0.75468385 -0.9367192
 -0.8123474 ]"
160,"Réseau, Air comprimé, Utilités","[ 3.6232994  -1.1659927   0.30104348 ...  1.1771066  -1.6330684
  0.08468127]"
161,"Maintenance, Air comprimé, Utilités","[ 2.8223026  -0.44066438 -1.1262074  ...  0.04549949 -0.86835593
  0.0040664 ]"
162,"Filtre, Air comprimé, Utilités","[ 2.7021923  -0.1847034   0.8640354  ...  1.3034871  -1.3869084
  0.18859172]"
163,"Réseau, Air comprimé, Utilités","[ 3.6232994  -1.1659927   0.30104348 ...  1.1771066  -1.6330684
  0.08468127]"
164,"Purgeurs et condensats, Air comprimé, Utilités","[ 4.5381403  -2.4617195   0.43478683 ...  0.26869124 -1.3108987
 -0.4399081 ]"
165,"Purgeurs et condensats, Air comprimé, Utilités","[ 4.5381403  -2.4617195   0.43478683 ...  0.26869124 -1.3108987
 -0.4399081 ]"
167,"Maintenance, Air comprimé, Utilités","[ 2.8223026  -0.44066438 -1.1262074  ...  0.04549949 -0.86835593
  0.0040664 ]"
168,"Filtre, Air comprimé, Utilités","[ 2.7021923  -0.1847034   0.8640354  ...  1.3034871  -1.3869084
  0.18859172]"
169,"Filtre, Air comprimé, Utilités","[ 2.7021923  -0.1847034   0.8640354  ...  1.3034871  -1.3869084
  0.18859172]"
170,"Régulation, Air comprimé, Utilités","[ 2.6753478  -1.8737615  -0.5231942  ... -0.09915881 -1.0669878
 -0.5228259 ]"
171,"Compresseur, Air comprimé, Utilités","[ 3.2859237  -0.4551057  -0.99957705 ...  0.6482642  -0.9817705
 -0.25979143]"
172,"Traitement de l'air, Air comprimé, Utilités","[ 3.2405937  -0.57129896 -0.42541692 ...  0.1969437  -1.6145196
 -1.0921506 ]"
174,"Traitement de l'air, Air comprimé, Utilités","[ 3.2405937  -0.57129896 -0.42541692 ...  0.1969437  -1.6145196
 -1.0921506 ]"
176,"Récupération de chaleur, Air comprimé, Utilités","[ 3.8214145  -1.3754449   1.0405389  ...  1.092065   -1.098788
 -0.14220163]"
178,"Récupération de chaleur, Air comprimé, Utilités","[ 3.8214145  -1.3754449   1.0405389  ...  1.092065   -1.098788
 -0.14220163]"
179,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
180,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
181,"Vanne, Vapeur, Utilités","[ 1.5978088  -0.94972664 -0.00475032 ...  0.43239886  0.17438395
 -0.41751406]"
182,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
183,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
184,"Gestion et pilotage, Vapeur, Utilités","[ 3.172211   -0.30217662  0.37270686 ...  0.5954051  -0.22548407
 -1.1772976 ]"
185,"Gestion et pilotage, Vapeur, Utilités","[ 3.172211   -0.30217662  0.37270686 ...  0.5954051  -0.22548407
 -1.1772976 ]"
186,"Condensat, Vapeur, Utilités","[ 2.9877615  -1.6428738   0.29360762 ...  0.63351566 -0.56629866
 -0.05956464]"
187,"Régulation, Chaudière, Utilités","[ 2.3148766  -2.1963022  -0.5926503  ...  0.83750814 -1.273462
 -0.6982775 ]"
188,"Fumées, Chaudière, Utilités","[ 2.868537   -0.23527834 -0.2021365  ...  0.38460794 -1.4523963
 -0.53442013]"
189,"Régulation, Chaudière, Utilités","[ 2.3148766  -2.1963022  -0.5926503  ...  0.83750814 -1.273462
 -0.6982775 ]"
191,"Purgeur, Vapeur, Utilités","[ 3.1055095  -0.9347459   1.8286585  ...  0.77092075  0.02184066
 -0.65381414]"
192,"Purgeur, Vapeur, Utilités","[ 3.1055095  -0.9347459   1.8286585  ...  0.77092075  0.02184066
 -0.65381414]"
193,"Purgeur, Vapeur, Utilités","[ 3.1055095  -0.9347459   1.8286585  ...  0.77092075  0.02184066
 -0.65381414]"
194,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
196,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
197,"Condensat, Vapeur, Utilités","[ 2.9877615  -1.6428738   0.29360762 ...  0.63351566 -0.56629866
 -0.05956464]"
198,"Réseau, Vapeur, Utilités","[ 2.5604885  -0.62735957  0.7016851  ...  1.5279082  -0.77170676
 -0.182013  ]"
199,"Condensat, Vapeur, Utilités","[ 2.9877615  -1.6428738   0.29360762 ...  0.63351566 -0.56629866
 -0.05956464]"
200,"Echangeur thermique, Vapeur, Utilités","[ 3.2908094  -0.31114042  0.09473482 ...  1.1778898  -0.6133726
 -1.426899  ]"
201,"Maintenance, Chaudière, Utilités","[ 2.6510534  -0.69422174 -0.20476152 ...  0.4956913  -0.63567245
  0.6821859 ]"
202,"Gestion et pilotage, Vapeur, Utilités","[ 3.172211   -0.30217662  0.37270686 ...  0.5954051  -0.22548407
 -1.1772976 ]"
203,"Gestion et pilotage, Vapeur, Utilités","[ 3.172211   -0.30217662  0.37270686 ...  0.5954051  -0.22548407
 -1.1772976 ]"
204,"Régulation, Vapeur, Utilités","[ 1.7190259  -1.4192932   0.2968324  ...  0.39823586  0.05451157
 -0.40527993]"
205,"Maintenance, Chaudière, Utilités","[ 2.6510534  -0.69422174 -0.20476152 ...  0.4956913  -0.63567245
  0.6821859 ]"
206,"Chaudière, Chaudière, Utilités","[ 3.867793   -1.269866   -0.49075255 ...  1.9884382  -2.7264621
 -0.6147419 ]"
207,"Régulation, Chaudière, Utilités","[ 2.3148766  -2.1963022  -0.5926503  ...  0.83750814 -1.273462
 -0.6982775 ]"
208,"Traitement de l'eau, Chaudière, Utilités",[ 3.995691  -0.9969564 -1.0737864 ...  0.5235234 -2.152109  -0.9340575]
209,"Désaérateur, Vapeur, Utilités","[ 3.0215495  -1.3187683   0.3443328  ...  1.0705348  -0.2545845
 -0.31385252]"
210,"Récupération de chaleur, Ventilation, Utilités","[ 2.0195217  -1.5210575   1.3207988  ...  1.2382008  -1.1833841
  0.50970626]"
211,"Condensat, Vapeur, Utilités","[ 2.9877615  -1.6428738   0.29360762 ...  0.63351566 -0.56629866
 -0.05956464]"
212,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
213,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
214,"Récupération de chaleur, Chaudière, Utilités","[ 3.6000712  -1.6697999   1.5247431  ...  1.7979137  -1.3051418
  0.25656882]"
215,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
216,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
217,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
218,"Récupération de chaleur, Vapeur, Utilités","[ 2.6448224  -1.3478082   1.4548951  ...  0.9294037  -0.42477518
 -0.24450305]"
