Solution_ID,Text,Embedding
15,Porte non chauffante à haute performance d'isolation pour armoire verticale à froid négatif,"[ 0.6722322   0.34226325 -0.5142922  ...  0.34228122 -1.9519806
  0.31101453]"
16,Séparation du dégivrage d'un meuble frigorifique en plusieurs parties,"[ 1.6802897   1.4533615   0.38632622 ...  0.72778094 -2.765793
  0.65595484]"
17,Stockage thermique,"[ 3.5768735   1.4277563  -0.08123317 ...  1.8177832  -1.0587368
 -0.90191686]"
18,Free cooling par tour à vent,[ 1.4535248 -1.6303498 -1.6120646 ...  1.3395858 -3.7134035 -0.5241299]
19,Free chilling d'un réseau d'eau glacée,"[ 1.7439158  -3.1972075  -2.724358   ...  0.6779854  -3.181191
  0.86558837]"
20,Rafraichissement solaire,"[ 0.5408601  -0.3586259   2.0157714  ... -0.20231278 -0.36662695
 -0.65178806]"
21,Contrôle de l'état du calorifugeage du circuit froid et réparer si nécessaire.,"[ 2.410097   -0.06547479 -0.13315398 ...  1.0189483  -2.0068903
  0.8042619 ]"
22,Vérification et remplacement du calorifugeage des chambres froides,"[ 0.62356776  1.2949978   0.7478096  ...  0.83254874 -1.3204992
 -0.2098736 ]"
23,Diminution des distances de tuyauteries,"[ 0.7387686   0.9675461   0.7008374  ... -0.43124628 -1.1582607
  0.71065295]"
24,Programme de maintenance performant,"[ 0.13379802 -0.47176814  1.2571415  ... -0.15098527 -0.4138693
 -0.58327156]"
25,Optimisation des dégivrages des évaporateurs,"[ 2.6016483  -1.0412148   1.5709896  ...  0.5176831  -0.45735738
 -0.23399544]"
26,Ecart de température optimisé à l'évaporateur,"[ 1.206124   -1.904807    3.0409038  ... -0.8006906  -0.7889101
 -0.94933766]"
27,Contrôle du traitement de l'eau des condenseurs de type évaporatif et des tours de refroidissement,"[ 3.6533594  -1.48358     1.4057673  ...  0.17165056 -1.629492
 -0.59674275]"
28,Ecart de température optimisé au condenseur,"[ 0.8763452  -1.3455964   2.6889312  ...  0.4489648  -0.94312644
 -0.7715311 ]"
29,Nettoyage des condenseurs et autres échangeurs,"[ 4.079305   -1.2474104   2.5482125  ...  1.1079422  -0.58748
 -0.58903635]"
30,Alimentation correcte en air du condenseur,"[ 2.0538628  -0.45379135  0.68720824 ...  0.02379081 -1.5902919
 -0.05901515]"
31,Purge règulière des incondensables,"[ 2.640889   -1.6332055   1.3271601  ... -0.4180438  -0.553515
 -0.05741204]"
32,"Réparation des fuites, tuyauteries, et changement des joints",[ 3.142091  -0.1835403  1.0338308 ...  1.4001139 -1.2132376 -0.5097201]
33,Ouverture des portes des zones froides minimisée,"[-0.6889327  -0.65139264 -1.0909613  ...  0.19902405 -2.317598
 -1.8635056 ]"
34,Augmentation de la température d'évaporation,"[ 2.4042614  -0.64020485  2.6122906  ... -0.7864294   0.4386675
  0.00845967]"
35,Diminution de la température de condensation,"[ 0.27417928 -0.65103585  0.8086805  ... -2.3383598  -0.31320915
  0.6108361 ]"
36,Diminution du taux d'air neuf en période de climatisation,"[-0.68213224 -0.24192883 -0.15067652 ...  0.12807737 -1.6513988
  0.10217435]"
39,Pilotage des compresseurs en cascade et compresseurs de puissances différentes,"[ 2.3446064  -0.6685004  -0.27918378 ...  0.04462964 -0.9724002
 -0.25555688]"
40,Variation électronique de vitesse sur ventilateurs de soufflage des évaporateurs,"[ 2.6504366  -1.0632352   0.7192075  ... -0.74216896 -0.69050175
 -0.47972262]"
41,Mise en route graduelle des ventilateurs sur les aérocondenseurs,"[ 2.081173   -0.84193474  1.0421836  ...  0.6731289  -0.28300017
  0.24042177]"
42,Sous refroidissement optimisé,"[ 2.639747   -0.7696273   2.3334205  ...  0.28569975 -1.0780398
 -1.346006  ]"
43,Gestion Technique Centralisée (GTC),"[ 2.2120323  -0.708573    0.61664975 ... -0.1378613  -2.915936
 -0.9569486 ]"
44,Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif,"[ 0.5377699  -0.36608577 -0.8588602  ...  0.71069884 -1.1220237
 -0.82678473]"
45,Désurchauffeur pour récupérer la chaleur de condensation sur un cycle frigorifique.,"[ 3.0621624  -0.6428435   1.682854   ...  0.26354477 -0.6112624
  0.44975635]"
46,Récupérateur de chaleur de condensation sur un groupe de production de froid,"[ 4.3071074  -1.2445811   2.729204   ...  0.5310476  -0.8349376
 -0.07456683]"
47,Récupérateur de chaleur sur l'huile des compresseurs,"[ 3.413746    0.10989238  1.3637397  ...  1.1814177  -0.6419002
 -0.5135934 ]"
48,Machine frigorifique à absorption,"[ 3.2232573  -0.24036016  1.1247635  ...  0.550688   -1.2540894
  0.1906265 ]"
49,Remplacement des détendeurs par une turbine,"[ 1.2473416   1.5546079   0.46662408 ...  1.5219737   0.506603
 -0.6323699 ]"
50,Moteurs correctement dimensionnés,"[ 0.1401996   1.716792    0.52265626 ...  0.9389335   0.02852522
 -0.63421774]"
51,Dimensionnement des moteurs pour des charges variables,"[ 0.49348903  0.95438826 -0.2783968  ...  0.40404058  0.38416892
 -0.01560812]"
54,Moteur à haut rendement,"[ 1.9337072   0.17810404  0.957228   ...  0.9399538   0.702569
 -0.03345342]"
55,Transmissions à haute efficacité,"[ 1.6457921   0.36597928  0.03898404 ... -2.0399077  -1.4204756
 -1.4832344 ]"
56,Contrôle de la qualité de puissance,"[ 2.1606295   0.12215383 -0.71011806 ...  0.60065216  0.04778907
 -0.6788362 ]"
57,Contrôle de la température ambiante,"[ 1.492435    0.04901415 -1.2046965  ...  0.2482079  -1.125577
 -0.82207835]"
58,Remplacement des moteurs plutôt qu'un rebobinage ou une réparation,[ 0.8980675  1.2223423  1.4684116 ...  0.6971515 -0.6216187 -1.7497839]
59,Lubrification correcte des paliers conformément aux spécifications constructeur,[1.3725955 1.5148324 0.0987257 ... 1.6552217 1.3473756 0.1923715]
60,Entretien et amélioration des transmissions,[0.35243165 1.7278775  1.1065992  ... 0.20327789 0.65838873 0.09715761]
61,Rebobinage de qualité des moteurs,"[ 0.23983257  1.0756346   0.71873415 ...  1.7683822  -0.26486963
  0.14940529]"
62,Ajustement de la tension des courroies et des alignements,"[-0.08878681  0.84859955  0.7823065  ...  1.284682    0.91883934
 -0.15144336]"
63,Variateurs de vitesse en remplacement de vannes de laminages.,"[ 1.4699758   1.1892115   0.7724468  ... -0.23689757 -1.0267222
 -0.5179393 ]"
64,Pompe de surpression pour des hautes pressions ponctuelles,"[ 2.839316   -1.0873616   0.60522836 ... -1.1536958  -0.76195824
  0.19497985]"
65,"Pompes en parallèle, mise en route en fonction du besoin","[ 1.2645713  -1.1094469  -0.5387682  ...  0.95274025 -1.1853262
 -0.76545125]"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes.","[ 1.5576882  -0.6386092   0.1439049  ... -0.77584004 -0.04060262
  0.12306838]"
67,Réduction du besoin de pompage non nécessaire,"[ 0.9684385   1.3919135  -1.1212554  ...  0.51673144 -1.0609759
 -0.40761694]"
68,Fermeture des parties du circuit non utilisées,"[ 0.52803034  0.21227045 -0.18797986 ... -0.2181485  -2.983895
 -1.2203141 ]"
69,Purges d'air régulières sur le réseau,"[ 2.5236323  -0.495675   -0.15157153 ... -0.6342711  -0.7027574
  0.42359915]"
70,Identification et remplacement des pompes surdimensionnées,"[ 2.6856844   1.1912152   1.2448633  ...  0.31718096 -0.17174542
 -2.33667   ]"
71,Réparation des fuites,"[ 2.3208246  -0.15887089  0.940294   ...  1.2755235  -0.2896951
 -0.5726571 ]"
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation.","[ 1.7580678  -0.47492236 -0.02379054 ...  0.8277167  -0.42175245
 -1.3627717 ]"
73,Usinage du diamètre des roues des pompes centrifuges,"[ 3.4585888  -0.20126079 -0.43631598 ...  2.3160808  -1.0305809
 -1.3651887 ]"
74,Filtre interne de réduction de frottements dans la pompe (sur les impulseurs),"[ 2.4325168   1.0324662   2.2125666  ...  1.4850173  -1.2659115
 -0.79595834]"
75,Diminution des débits et de la pression de fonctionnement aux minimum requis,"[ 2.0075197  -1.296909   -1.0504134  ... -0.0350852  -1.5323309
  0.00785404]"
76,Diminution des pertes de charges,"[ 1.0974001   0.7362446  -0.20949939 ... -1.3095042  -0.42832035
  0.06326745]"
77,Diminution des débits by-pass,"[ 0.89259493 -0.41722822 -1.4993752  ... -1.2787052  -1.214102
  0.28756994]"
78,Consommation de biogaz,"[ 1.8848914  -1.884817    1.0216142  ... -0.41295213  0.3455218
 -0.75854623]"
79,Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé,"[ 2.3812282  -0.8734371   1.4633099  ... -0.19014224 -0.8511112
 -0.10566451]"
80,Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation,"[-0.12463134 -1.4411154   0.7984303  ...  0.0177067  -0.5529272
  0.6916596 ]"
81,Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel,"[ 3.5325625   0.33969915 -0.00950465 ...  0.49069038 -1.4239087
  0.58678216]"
82,Diminution des pertes de charges du réseau,"[ 1.7947721   0.38473994  0.07477565 ... -0.95093995 -0.9798452
  0.13323903]"
83,Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action,"[ 2.2338054   0.21301155  2.169361   ...  0.04172426 -1.5644437
 -0.3005545 ]"
84,Remplacement des courroies trapézoïdales par des transmissions directes,"[ 0.6058364   0.781171    0.30290237 ...  0.89892787  0.6822513
 -1.4764272 ]"
85,Remplacement des courroies trapézoïdales par des courroies plates,"[ 0.5923058   0.43375212 -0.14139004 ...  1.0242796   0.9844899
 -1.5054214 ]"
86,Fractionnement de l'installation de ventilation générale en plusieurs unités,"[ 1.914301    0.20091365  0.15385453 ...  0.7169006  -1.6101718
  0.07341561]"
87,Isolation des gaines lorsque l'air est chaud,"[ 1.3516057  -0.64967316  0.4108142  ...  0.62516344 -3.625819
  1.2673368 ]"
88,Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies,"[ 1.3688444  -0.00240625  0.11405264 ...  1.4188585   0.59406024
 -0.68331784]"
89,Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres,"[ 1.9458556  -0.99079746  1.4320593  ...  1.8650153  -0.48739243
 -1.8179444 ]"
90,Diminution des fuites sur le réseau aéraulique en resserrant les joints,"[ 2.0327425   0.09213801  0.8373165  ... -0.18300219 -0.20679545
 -0.09236425]"
91,Equilibrage du réseau aéraulique,"[ 2.1982124  -1.1280438   1.1916199  ... -0.1823989  -1.3633286
  0.07100889]"
92,Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple),"[ 2.261092    1.778862    0.95161647 ...  0.67630684 -0.16593488
 -1.1739328 ]"
93,Vérification et diminution des débits d'air si possible,"[ 1.1839542  -0.01329408 -0.46233648 ... -1.0761033  -1.5314314
 -0.15783699]"
94,Epurateur pour réduire le taux d'air neuf en hiver,"[ 2.0424345  -0.768821    0.6152751  ... -0.02250528 -0.34327155
 -0.6747008 ]"
95,Récupérateur de chaleur air neuf/air extrait,"[ 3.6637557  -0.24328679  2.4109116  ...  1.5937146  -1.7874936
  0.44735935]"
97,Amélioration de l'isolation des bâtiments,"[-1.0998774   1.3081214   0.10888731 ...  0.7012058   0.44529647
  0.2776323 ]"
99,Réduction des infiltrations d'air,"[ 1.6016982   0.5730318   0.56007266 ... -0.54838985 -1.2321495
 -0.03979266]"
100,Optimisation de la fermeture automatique des portes logistiques,"[ 2.11223     2.1516044  -0.17084982 ... -0.5586926  -0.97726613
 -2.305783  ]"
102,Réduction des apports de chaleur dans les espaces climatisés,"[-0.33078977 -0.15528679  1.0037994  ... -0.03373652 -1.8211086
 -1.3608965 ]"
103,Ne pas chauffer et climatiser en même temps,"[ 0.75425273 -0.2390949  -0.13192867 ...  1.0049604  -2.7206419
 -0.24240269]"
104,Pompe à chaleur haute température pour valoriser la vapeur basse pression,"[ 3.7460237  -1.2601866   1.6528692  ...  0.62942654 -1.1377641
 -0.44664034]"
105,Système de chauffage radiant (zones occupées) couplé à une réduction des températures (zones non occupées),"[ 1.3653673  -0.43593025 -0.7901456  ... -0.13956845 -2.2039082
  0.15284355]"
108,Diminution des températures de consignes de chauffage,"[-1.2096443  -0.6131017   0.08478363 ... -0.9236712  -1.8448628
  0.7307106 ]"
109,Maintenance régulière des systèmes de climatisation,"[ 2.0768569   0.49514213 -0.32589114 ...  0.24670069 -2.6627932
 -1.1022344 ]"
110,Free-cooling pour les espaces réfrigérés,"[ 0.3956315  -2.2476423  -0.02794194 ... -0.14794926 -3.4935746
 -0.2144951 ]"
111,Free-chilling par un court d'eau à proximité.,"[ 1.1007236  -2.0824108  -1.49151    ... -0.33032387 -3.4503965
  0.6851785 ]"
113,Compensation de l'énergie réactive,"[ 0.54060155 -0.04661062  0.44327027 ... -0.36340815 -1.3378601
  0.43262482]"
114,Filtres anti-harmoniques proche des sources très polluantes,"[-0.06633491 -0.16637264  0.17957531 ...  0.41816846  0.34732658
  1.0208329 ]"
115,Circuits séparés pour les systèmes générateurs d'harmoniques et pour les circuits sensibles aux harmoniques,"[ 1.6868205  -0.43576413 -0.8966805  ... -0.06725337  0.19185553
  0.25394252]"
116,Diamètre double pour les fils neutres près des charges génératrices d'harmoniques,"[ 1.0184023  -0.6262914   0.09434757 ...  2.1588411  -0.77758396
 -0.2063547 ]"
117,Séparation des circuits alimentant les gros moteurs pour éviter que les autres appareils subissent les chutes de tensions crées lors de leur démarrage,"[ 1.6509881  -0.8625258   0.1311425  ...  0.67723846 -0.93536925
 -0.25357205]"
118,Dimensionnement des câbles correct et vérifié,"[ 0.6143342   0.76027906  0.46176976 ...  1.8406978  -0.58395267
 -0.94284976]"
120,Transformateur haut rendement,"[ 4.036861    1.3216535   0.15481578 ...  0.245084    0.17584102
 -1.5855528 ]"
121,Dimensionnement des transformateurs en adéquation avec l'utilisation,"[ 1.8708248   0.67424136  1.1856197  ...  1.1256856  -0.08775598
 -0.3066208 ]"
122,Remplacement de TGBT vétuste,"[ 1.4323974   1.6946561   1.0553223  ...  1.9489487  -0.7140167
 -0.36020902]"
123,Eléments du TGBT faiblement consommateur pour éviter une climatisation du local,[ 1.3491601 -1.2228503 -0.5300554 ...  1.2852145 -1.5792668 -0.5337408]
124,Renouvellement d'air du local du transformateur pour son refroidissement,"[ 1.9834704   1.0722417   0.5338862  ... -0.5256927  -0.82724315
 -0.797218  ]"
125,Transformateurs à refroidissement par convection naturelle,"[ 3.572104    0.9447809   0.18025348 ... -0.28172052 -2.0089672
 -0.80551046]"
126,"Placement des équipements pour lesquels la demande en courant est élevée, aussi près que possible de la source d'alimentation","[ 2.006631    0.45679358  0.35340434 ... -0.3054221  -0.49236274
  0.5081558 ]"
127,Nettoyage des traversées et les connexions pour limiter les risques de corrosion ou de rouille,"[ 2.238247    0.21075998  1.0080886  ... -0.53772575  0.16739832
 -1.3288656 ]"
128,Détection des points chauds des câbles et des armoires,"[ 1.5389525e+00 -4.5229110e-01 -7.2267227e-04 ...  1.2868268e+00
 -1.5692111e+00 -1.9945542e+00]"
129,Nouveaux onduleur en remplacement des anciens onduleurs,"[ 1.3864813   0.7853517   0.6294207  ...  1.0803981   0.32414305
 -0.31621248]"
130,Vérification l'équilibrage des phases,"[ 0.31270233 -0.17464805 -0.5285573  ... -0.4438387  -0.2644107
 -0.02668444]"
131,Vérification du branchement des systèmes monophasés et triphasés. Le monophasé ne doit pas être branché sur du triphasé,"[ 1.2478437   0.5426105  -0.61629796 ...  1.5929999   0.07212012
 -0.9778209 ]"
132,Maintenance annuelle des équipement électrique et du transformateur,"[ 2.5683184   1.4631355   0.46170977 ...  0.61581904 -1.8329154
 -0.0947853 ]"
133,Jeux de barres serrés.,"[ 0.5903845  -0.08802903 -0.8239046  ...  1.3330867   0.80569637
  1.3892095 ]"
134,Détection des surcharges,"[ 1.5985241   0.3803846  -0.41057417 ...  0.5040873  -0.1560312
 -0.5762621 ]"
135,Maintenance du transformateur,"[ 1.8645369   1.5828413   0.03041657 ...  1.0661     -0.9273918
 -0.81285095]"
136,Arrêt des équipements quand ils ne sont pas nécessaires,"[ 0.5752843  -0.05897975 -0.41229278 ... -0.8312971  -2.0951183
 -0.55280536]"
137,Mainten en ligne les transformateurs fonctionnant à une charge de plus de 40 à 50 % de la puissance nominale,"[ 3.1664858   0.4620988  -1.5298564  ... -0.12555414 -0.17314783
  0.49383736]"
138,Diminution de la tension de court circuit du transformateur,"[ 0.2530356   0.532918    0.46183506 ... -0.2941582   0.8434711
  0.3275359 ]"
139,Amélioration du facteur de puissance,"[ 0.24954128  0.51376206 -0.15876289 ...  1.1441883  -0.4643802
 -1.3534024 ]"
140,Décalage des appels de puissance,"[-2.3073156  -0.7737287  -0.6170416  ...  0.71093714 -0.74848646
 -0.6286459 ]"
141,Effacement des creux de tension,"[ 0.11277538  0.18648517  0.9272532  ... -0.51515156 -1.2952242
  0.80495673]"
142,Stockage permettant de décaler la consommation,"[ 2.7037892e+00  8.9846388e-02 -1.4728970e-03 ...  6.1784518e-01
 -5.1023442e-01 -1.3080122e+00]"
143,Surpresseur et réseau d'air multi pressions pour répondre aux besoins localisés,"[ 2.1708302  -0.9172892   0.6792905  ...  0.41679054 -0.289127
  0.3768788 ]"
144,Vannes d’isolement pour couper l’arrivée d’air comprimé des ateliers non utilisés,"[ 1.9058185  -0.4836777  -0.35563767 ...  0.71786636 -0.8474198
  0.3418542 ]"
145,Production d'air décentralisée,"[ 2.9858708  -0.35607424 -2.081498   ...  1.1147211  -1.2576039
 -1.5338058 ]"
146,Démarrage des compresseurs en fonction du besoin,"[ 2.050889    0.04251111 -1.0611538  ...  0.15540613 -0.98576933
 -0.38701168]"
147,"Amélioration du refroidissement, du séchage et de la filtration","[ 1.2734684   0.07674299 -0.03355292 ...  0.58946145 -1.3461094
 -1.0768986 ]"
148,Optimisation de la régulation,"[ 0.18988983  0.4257823   2.292046   ... -0.7210509   0.3448845
 -2.6434803 ]"
149,Système de régulation élaboré,"[ 0.92804813 -1.764337    0.26186964 ... -0.27514347 -1.8912764
 -0.7960267 ]"
150,Stockage de l'air comprimé à proximité des utilisations à forte fluctuation,"[ 1.912016   -0.29100937  0.02767889 ... -0.29059982 -0.9841985
  1.0212334 ]"
151,Augmentation de la taille des cuves de stockage,"[ 4.005484    0.01217753  0.5895491  ...  0.85432017 -0.5846474
 -0.27100104]"
152,Arrêt des compresseurs quand il n'y a pas de demande d'air,"[ 2.9473307  -0.48894298  0.20150107 ...  0.3804359  -1.6078329
 -1.2055458 ]"
153,Petit compresseur pour la nuit et les week end,"[ 1.3951174  -0.25589082 -0.5461826  ...  0.7403435  -1.3985143
 -1.8036089 ]"
154,Modernisation du compresseur,"[ 1.4620781   1.2000265   0.44292262 ...  0.12228596 -0.8750637
 -1.3999174 ]"
155,Purgeurs automatiques en remplacement de purgeurs manuels,"[ 3.1222293  -0.0277938   1.5131816  ...  0.66787845  0.47387213
 -0.81076825]"
156,Remplacement des outils pneumatiques par des outils électriques lorsque c'est possible,"[ 2.5657926   2.3477006   0.9432545  ...  0.99804866  0.04338849
 -1.1621419 ]"
157,Suppression des soufflettes,"[ 0.01738977  0.6356358  -0.24420664 ...  0.8400022  -2.1472495
 -1.1583465 ]"
158,Optimisation de la pression des soufflettes,"[ 1.0763823   0.5526049   1.1693288  ...  0.47654277 -0.5272527
 -1.5862005 ]"
159,Soufflantes en remplacement de couteaux d'air,"[ 1.3976964   0.4700524   0.15179347 ... -0.40429187 -1.3631797
 -1.017078  ]"
160,Campagne de détection des fuites sur un réseau d’air comprimé,"[ 3.8114252  -1.087281    0.09729064 ...  0.8208587  -0.3172073
 -0.4174115 ]"
161,Maintenance préventive,"[ 1.3240877   2.798796    1.4502028  ...  0.8315605  -2.2236505
  0.18428102]"
162,Nettoyage et remplacement plus fréquents des filtres,"[ 1.0745691   1.1763988   2.2454455  ...  1.1952369   0.42710915
 -0.9583651 ]"
163,Réduction des pertes de charge,"[ 1.9957994   0.8667919   0.36809444 ... -0.7084659  -0.95677954
 -0.5570731 ]"
164,Vérification des purges de condensats,"[ 1.5892439  -1.0142347   0.5900879  ... -0.77028877 -0.77803725
  0.05015866]"
165,Purgeurs de condensats sans pertes d'air,"[ 3.7644806  -1.8574628   2.4123197  ... -0.14303523 -0.80554056
  0.15637934]"
167,Participation du personnel dans la recherche de fuite,"[ 3.0202649   0.18694119  0.391284   ... -0.46421885 -0.7902719
 -0.9212912 ]"
168,Filtres à faible perte de charge,"[ 0.3663969   0.16630363  2.914529   ...  0.3589071  -0.81381357
 -0.14988312]"
169,Placement des filtres en parallèle lors de l'augmentation de la capacité de filtrage,"[ 0.27394778  1.249308    1.9624002  ...  1.0177436  -0.705358
 -0.6742032 ]"
170,Diminution de la pression le week end,"[ 0.69210494 -0.19996622  0.35130626 ... -0.6709391  -0.4694373
 -0.19190063]"
171,Aspiration des compresseurs là où l'air est le plus frais,[ 0.9344599  0.1389868  0.3281887 ... -0.4719075 -0.5246315 -1.1041663]
172,Filtration et séchage au minimum requis,"[ 2.0719442  -0.94266784 -0.8844659  ...  0.8483476  -1.9879
 -1.0201386 ]"
174,Ajustement du degré de séchage en fonction de la température extérieure,"[ 0.28159836  0.545298    1.1695632  ...  0.57333195 -1.2339358
 -1.3481053 ]"
176,Récupération de la chaleur des compresseurs pour production d'eau chaude,"[ 3.9331791  -1.0091857   0.5744472  ...  0.11719506 -1.4841745
 -0.75361055]"
178,Récupération d'énergie sur compresseur pour regénérer le sécheur à absorption,"[ 3.3679862  -0.03564225  1.4636828  ... -0.2162461  -0.2532301
 -1.5470492 ]"
179,Optimisation du dimensionnement des tuyauteries,"[ 1.58086     1.1761705   1.4341795  ...  0.70435923 -0.01482595
 -0.34504074]"
180,Diminution des longueurs de tuyauterie,"[-0.08380721  1.5803211  -0.39441153 ...  0.15238214 -0.54392886
  0.19282319]"
181,Utilisation de turbines à contre pression à la place des soupapes de réduction de pression,"[ 2.240353    1.4986247  -0.17314096 ...  0.9038142  -1.1459911
 -0.17371017]"
182,Isolation des canalisations vapeur non isolées,"[ 1.5248148  -0.44906983  0.78908426 ...  1.5631883  -2.6316369
  0.9965681 ]"
183,Isolation des canalisations vapeur non utilisées,"[ 1.8253572  -0.21095024  0.9430681  ...  1.4525249  -2.8024302
  1.8179122 ]"
184,Utilisation de vapeur au minimum nécessaire,"[ 1.6767992  -0.17035373 -0.93575144 ...  2.1138625  -0.35758412
  0.54564667]"
185,Compteurs pour les débits de vapeur et les débits de condensats,"[ 3.7876759  -1.9723287   0.23321362 ... -0.28804946 -1.0129048
  0.49617985]"
186,Dépressurisation du condensat,"[ 2.1473532  -0.93292576  1.4471843  ... -0.4256999  -1.7205862
  0.71399665]"
187,Arrêt des chaudières vapeur lorsqu'elles ne sont pas nécessaires,"[ 2.7026465  -0.78607166 -0.39990833 ... -0.18424383 -2.6111095
 -1.0577344 ]"
188,Installation d'un registre d'isolement des gaz de combustion ( coupe-tirage ) des chaudières vapeur,"[ 2.3867466   1.1295278   0.27396926 ...  1.7366223  -1.3590897
  0.5396908 ]"
189,Minimisation des pertes dues aux cycles courts des chaudières vapeur,"[ 1.8721387   0.25727478  0.17922519 ... -0.1385049  -1.5131109
 -1.5008361 ]"
191,Programme d'inspection et de réparation des purgeurs,"[ 2.1166723  -0.23451543  0.96335447 ...  0.9394038  -1.0033666
  0.05105234]"
192,Remplacement des purgeurs défaillants bloqués en position ouverte ou fermé,"[ 1.0403482   0.5631603   1.0775523  ...  0.84818417 -0.97386986
  0.50176966]"
193,Vérification de la dimension des purgeurs et remplacement si nécessaire,"[ 1.7717253  -1.0063107   0.82624304 ... -0.15620402 -0.6370125
 -1.0962658 ]"
194,Vérification de l'état et le dimensionnement de l'isolation et remplacer celle-ci quand nécessaire,"[ 0.09565081  1.8647189  -0.2213077  ...  0.21855362 -0.626123
  0.94164276]"
196,Elimination des fuites de vapeur,"[ 3.6755552   0.78236103  1.2240658  ...  1.6808572  -0.09930137
 -0.8729915 ]"
197,Réduction des fuites de condensats,"[ 3.430633   -0.20220022  1.0975729  ... -0.82472247 -1.3525487
  0.11367323]"
198,Analyse de l'état du réseau vapeur et du réseau des condensats,[ 4.4210196 -2.305191   0.5457433 ...  1.1090629 -1.5823686  1.343529 ]
199,Analyse thermographique du réseau et de la chaudière,"[ 1.7513876  -0.627992    0.23862167 ...  1.5682541  -1.753892
 -0.44166458]"
200,Prévention et élimination des dépôts de tartre sur les surfaces de transfert de chaleur,"[ 3.9541028  -0.08856889  1.5692297  ... -0.1208596   0.6214474
 -0.22183715]"
201,Ajout ou réparation des réfractaires d'une chaudière vapeur,"[ 2.559952    1.4445252   1.1087786  ... -0.12760617 -1.706241
  0.7847818 ]"
202,Vapeur sèche pour le procédé,"[ 0.7003697  -0.20421381  0.52771056 ... -0.74937916  0.5448866
 -0.49935505]"
203,Diminution du débit vapeur quand cela est possible,"[ 1.7699565  -1.059617    0.3842144  ... -0.7863186  -1.4014447
 -0.71553767]"
204,Réduction de la pression quand cela est possible,"[ 0.9453734   0.36208993  0.44333488 ... -1.3685429  -1.5735359
 -1.3440588 ]"
205,Amélioration des procédures et des contrôles des chaudières vapeur,"[ 1.1649504   0.6544507  -1.2161558  ...  0.82451487 -0.5144362
 -0.25941628]"
206,Chaudière à eau chaude en remplacement d'une chaudière vapeur,"[ 3.9219851  -0.52804613  0.4769225  ...  0.5271382  -3.721902
  0.6576768 ]"
207,Contrôle séquentiel des chaudières vapeur,"[ 3.122049    1.0228331  -0.45828766 ...  1.1091857  -1.4400867
  0.7058821 ]"
208,Minimisation des purges de la chaudière en améliorant le traitement de l'eau,"[ 2.0773513   0.51915485  1.017406   ... -0.28339702 -1.8927333
 -0.2276072 ]"
209,Optimisation du taux de mise à l'air libre du desaérateur,"[ 1.3441236  -0.5652674   0.90784746 ...  0.7734552  -0.61159223
 -1.4595783 ]"
