Solution_ID,Text,Embedding
42,"Sous refroidissement optimisé, Régulation, Froid, Utilités","[ 1.980797   -2.2337594   0.01427083 ... -0.06612404 -0.4981374
 -0.98945105]"
43,"Gestion Technique Centralisée (GTC), Gestion et pilotage, Procédés","[ 2.3419464  -0.94329196  0.33873647 ... -0.10315051 -1.2633531
 -0.15356657]"
44,"Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif, Meuble frigorifique, Froid, Utilités","[ 1.2777386  -0.7103237  -0.65752095 ...  0.8756365  -1.5130861
 -0.32568002]"
45,"Désurchauffeur pour récupérer la chaleur de condensation sur un cycle frigorifique., Récupération de chaleur, Froid, Utilités","[ 3.3993187  -1.1879724   1.4223336  ...  0.9168848  -0.30669373
  0.26342303]"
46,"Récupérateur de chaleur de condensation sur un groupe de production de froid, Récupération de chaleur, Froid, Utilités",[ 4.0737014 -1.5006324  1.8540282 ...  1.1703348 -0.6450063 -0.0848353]
47,"Récupérateur de chaleur sur l'huile des compresseurs, Récupération de chaleur, Froid, Utilités","[ 4.1413455  -0.88542825  0.9102643  ...  1.8175163  -0.41249976
 -0.6147022 ]"
48,"Machine frigorifique à absorption, Machines frigorifiques, Utilités","[ 3.0604312  -0.92059726  0.49012044 ...  0.68889034 -1.155155
  0.7784395 ]"
49,"Remplacement des détendeurs par une turbine, Détendeur, Froid, Utilités","[ 1.5571004   0.03047486 -0.5077773  ...  1.34756    -0.04446392
 -0.42476985]"
50,"Moteurs correctement dimensionnés, Moteur, Moteur, Utilités","[ 0.81362903 -0.00716519 -0.28584534 ...  0.96934545 -0.01918002
  0.03460691]"
51,"Dimensionnement des moteurs pour des charges variables, Ajustement production/besoin, Moteur, Utilités","[ 1.5769173  -0.67824113 -0.27804735 ...  0.11350584  1.0890676
  0.9632946 ]"
54,"Moteur à haut rendement, Moteur, Moteur, Utilités","[ 1.724792   -0.8375286   0.43816182 ...  0.9245934   0.7812165
 -0.5406687 ]"
55,"Transmissions à haute efficacité, Transmission, Moteur, Utilités","[ 2.145049   -0.68448347  0.06789187 ... -1.0119215  -0.9472083
 -0.29445887]"
56,"Contrôle de la qualité de puissance, Régulation, Moteur, Utilités","[ 1.156687   -1.3532535  -0.919047   ... -0.24365589  0.43112776
 -0.3896218 ]"
57,"Contrôle de la température ambiante, Moteur, Moteur, Utilités","[ 1.2791324  -1.5296904  -0.7701716  ...  0.5422836  -0.5743544
 -0.08487003]"
58,"Remplacement des moteurs plutôt qu'un rebobinage ou une réparation, Maintenance, Moteur, Utilités","[ 1.1298465   0.56333673  0.6048604  ...  0.40942827 -0.4694609
 -0.68576443]"
59,"Lubrification correcte des paliers conformément aux spécifications constructeur, Maintenance, Moteur, Utilités","[ 0.9764813   0.54876333 -0.8385688  ...  1.0204641   0.686135
  0.7836219 ]"
60,"Entretien et amélioration des transmissions, Transmission, Moteur, Utilités","[ 2.0691752   0.33292884  0.10774172 ...  0.39347094 -0.26371843
  0.33485386]"
61,"Rebobinage de qualité des moteurs, Maintenance, Moteur, Utilités","[ 1.0660264   0.26849702 -0.20049834 ...  1.4725397  -0.41051072
  0.5422644 ]"
62,"Ajustement de la tension des courroies et des alignements, Transmission, Moteur, Utilités","[ 0.548726    0.0771853  -0.07453106 ...  0.92183787  0.3065047
  0.01716284]"
63,"Variateurs de vitesse en remplacement de vannes de laminages., Régulation, Pompe, Utilités","[ 1.6572808  -0.3183992  -0.12166392 ... -0.62308216 -0.66869104
 -0.30203477]"
64,"Pompe de surpression pour des hautes pressions ponctuelles, Pompe de surpression, Pompe, Utilités","[ 3.1074817  -1.0413854   0.25048995 ... -0.28617555 -0.49712968
 -0.45711318]"
65,"Pompes en parallèle, mise en route en fonction du besoin, Régulation, Pompe, Utilités","[ 1.6829201  -2.0248742  -0.75553286 ...  0.10605311 -1.0759971
 -0.5234337 ]"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes., Mesure et comptage d’énergie, Management (ISO 50 001)","[ 0.9469826  -0.46248487  0.82679355 ... -0.29328972 -0.37486067
 -0.00747756]"
67,"Réduction du besoin de pompage non nécessaire, Ajustement production/besoin, Pompe, Utilités","[ 2.0360262  -0.930209   -0.8250622  ...  0.5841082   0.18422125
 -0.3015704 ]"
68,"Fermeture des parties du circuit non utilisées, Réseau, Pompe, Utilités","[ 1.871882   -1.0898929   0.03141027 ...  0.21659444 -2.0753026
 -0.93201005]"
69,"Purges d'air régulières sur le réseau, Réseau, Pompe, Utilités","[ 3.4171035  -1.4501574  -0.17246285 ...  0.33085388 -0.7698432
  0.138835  ]"
70,"Identification et remplacement des pompes surdimensionnées, Pompe, Pompe, Utilités","[ 2.943214   -0.5768441   0.52328354 ...  0.47413662  0.06863631
 -2.1961565 ]"
71,"Réparation des fuites, Réseau, Pompe, Utilités","[ 2.7519758  -1.6034611   0.71008897 ...  0.9306266  -1.3352851
 -0.46406356]"
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation., Maintenance, Pompe, Utilités","[ 2.0192165  -0.64275116 -0.51083976 ...  0.78627545 -0.33669716
 -0.86256874]"
73,"Usinage du diamètre des roues des pompes centrifuges, Pompe, Pompe, Utilités","[ 3.2644095  -0.82023144 -0.44886667 ...  1.8866162  -1.0181578
 -2.2638075 ]"
74,"Filtre interne de réduction de frottements dans la pompe (sur les impulseurs), Pompe, Pompe, Utilités",[ 2.7109861  0.2118377  1.6118698 ...  1.1153055 -1.0376781 -1.5620179]
75,"Diminution des débits et de la pression de fonctionnement aux minimum requis, Ajustement production/besoin, Pompe, Utilités","[ 2.1978128  -1.8423642  -0.51580644 ...  0.12371583 -0.12513784
  0.1613711 ]"
76,"Diminution des pertes de charges, Réseau, Pompe, Utilités","[ 2.5002394  -0.8557737   0.24881184 ... -0.21929504 -0.6094348
 -0.29848456]"
77,"Diminution des débits by-pass, Réseau, Pompe, Utilités","[ 1.8196642  -1.156487   -0.42518008 ... -0.21399993 -1.741466
 -0.3711545 ]"
78,"Consommation de biogaz, Valorisation, Méthanisation / Biogaz, Nouvelles énergies",[ 2.5577056 -1.778762   0.5387522 ...  0.6481556  1.5072883 -1.7008423]
79,"Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé, Régulation, Ventilation, Utilités","[ 2.038935   -1.6469804   0.8824588  ... -0.4094942  -0.84619874
 -0.21471503]"
80,"Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation, Gestion et pilotage, Ventilation, Utilités","[ 0.44054356 -1.665665    0.25889984 ...  0.2562179  -0.6311724
  0.58282655]"
81,"Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel, Gestion et pilotage, Ventilation, Utilités","[ 2.95306    -0.45694795 -0.16033041 ...  0.25713643 -1.1470134
  0.421814  ]"
82,"Diminution des pertes de charges du réseau, Réseau, Ventilation, Utilités","[ 2.2276835  -0.58944964  0.2593944  ...  0.05433243 -1.1373883
  0.79554826]"
83,"Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action, Ventilateur, Ventilation, Utilités","[ 1.6995053  -0.48221928  0.94799566 ...  0.30708298 -1.8321882
 -0.26787505]"
84,"Remplacement des courroies trapézoïdales par des transmissions directes, Ventilateur, Ventilation, Utilités","[ 0.7107623  -0.2558771  -0.12793897 ...  0.7924494  -0.15152638
 -0.7026055 ]"
85,"Remplacement des courroies trapézoïdales par des courroies plates, Ventilateur, Ventilation, Utilités","[ 0.7411938  -0.4761642  -0.6523713  ...  0.53342426  0.12797233
 -0.82716435]"
86,"Fractionnement de l'installation de ventilation générale en plusieurs unités, Gestion et pilotage, Ventilation, Utilités","[ 1.6833754  -0.85748804  0.3213231  ...  0.23059128 -1.6786897
  0.37461612]"
87,"Isolation des gaines lorsque l'air est chaud, Réseau, Ventilation, Utilités","[ 1.6161833  -1.3548677   0.29618797 ...  0.91614676 -3.1772373
  0.5412402 ]"
88,"Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies, Gestion et pilotage, Ventilation, Utilités","[ 1.6319348  -0.45715564 -0.24537374 ...  0.81336683  0.16647807
 -0.48550636]"
89,"Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres, Maintenance, Ventilation, Utilités","[ 1.5999597  -0.93431324  0.7207004  ...  1.3643445  -0.5246037
 -1.0169173 ]"
90,"Diminution des fuites sur le réseau aéraulique en resserrant les joints, Maintenance, Ventilation, Utilités","[ 1.6850281  -0.12694846  0.17936923 ...  0.14280227 -0.51988655
  0.40406582]"
91,"Equilibrage du réseau aéraulique, Réseau, Ventilation, Utilités","[ 1.9669412  -1.7254996   0.71294034 ...  0.04152946 -1.6190661
  0.2817904 ]"
92,"Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple), Ventilateur, Ventilation, Utilités","[ 1.765732    0.628502    0.30368957 ...  0.7977051  -0.7791424
 -0.3308217 ]"
93,"Vérification et diminution des débits d'air si possible, Ajustement production/besoin, Ventilation, Utilités","[ 1.3158622  -1.3755275  -0.07903855 ... -0.5706817  -0.41687995
  0.57374233]"
94,"Epurateur pour réduire le taux d'air neuf en hiver, Ajustement production/besoin, Ventilation, Utilités","[ 1.5043229  -1.5227859   0.28744787 ...  0.40548643 -0.02271529
  0.4901669 ]"
95,"Récupérateur de chaleur air neuf/air extrait, Récupération de chaleur, Ventilation, Utilités",[ 3.5403376 -1.152184   2.0467994 ...  1.5945753 -1.0465119  0.6003758]
97,"Amélioration de l'isolation des bâtiments, Isolation, Enveloppe, Bâtiment","[-1.3609703   0.3421635   0.5194354  ... -0.11037965  0.52233404
  0.862874  ]"
99,"Réduction des infiltrations d'air, Etanchéité et infiltrations, Enveloppe, Bâtiment","[ 1.2131777  -0.35296422  1.113463   ... -0.9037813  -0.6399384
  0.21638422]"
100,"Optimisation de la fermeture automatique des portes logistiques, Etanchéité et infiltrations, Enveloppe, Bâtiment","[ 1.6522042   0.69027746  0.5502047  ... -1.1687062  -0.56177706
 -1.1220299 ]"
102,"Réduction des apports de chaleur dans les espaces climatisés, Climatisation, CVC, Bâtiment","[-0.16512562 -1.0856249   0.6865586  ... -0.24247035 -1.3521429
 -1.0508592 ]"
103,"Ne pas chauffer et climatiser en même temps, Climatisation, CVC, Bâtiment","[ 0.50188875 -1.3457519  -0.34615356 ...  0.06843267 -2.0560715
 -0.34994707]"
104,"Pompe à chaleur haute température pour valoriser la vapeur basse pression, Récupération de chaleur, Vapeur, Utilités","[ 4.1575475  -1.6396033   1.8626732  ...  0.7887955  -0.52025044
 -0.44646335]"
105,"Système de chauffage radiant (zones occupées) couplé à une réduction des températures (zones non occupées), Chauffage, CVC, Bâtiment","[ 1.0977365  -0.5934989  -0.6440009  ... -0.04604706 -2.0239923
 -0.04376641]"
108,"Diminution des températures de consignes de chauffage, Chauffage, CVC, Bâtiment","[-0.53405744 -0.92494845  0.05215168 ... -0.10216556 -2.2337925
 -0.17595944]"
109,"Maintenance régulière des systèmes de climatisation, Climatisation, CVC, Bâtiment","[ 1.3293663  -1.0050629  -0.56299245 ... -0.4342434  -1.6998311
 -0.7567428 ]"
110,"Free-cooling pour les espaces réfrigérés, Climatisation, CVC, Bâtiment","[ 0.18405521 -2.480215   -0.24062754 ... -0.4046723  -2.2121131
 -0.30928585]"
111,"Free-chilling par un court d'eau à proximité., Condenseur, Froid, Utilités","[ 2.1175833  -2.5226953  -1.4750615  ...  0.35857463 -2.4458039
  0.6747774 ]"
113,"Compensation de l'énergie réactive, Condensateur, Distribution électrique, Utilités","[ 1.0010077  -1.4161923  -0.11644616 ...  0.25307566 -1.6652141
  0.97349435]"
114,"Filtres anti-harmoniques proche des sources très polluantes, Filtre, Distribution électrique, Utilités","[ 0.97226244 -0.30650237  0.24199852 ...  0.9821072  -0.48655832
  0.5505962 ]"
115,"Circuits séparés pour les systèmes générateurs d'harmoniques et pour les circuits sensibles aux harmoniques, Réseau, Distribution électrique, Utilités","[ 1.8281299  -0.76164407 -1.112651   ... -0.00769094 -0.5341837
  0.27431223]"
116,"Diamètre double pour les fils neutres près des charges génératrices d'harmoniques, Réseau, Distribution électrique, Utilités","[ 1.4118352  -0.95274377 -0.52139384 ...  1.736665   -1.2813252
 -0.22015034]"
117,"Séparation des circuits alimentant les gros moteurs pour éviter que les autres appareils subissent les chutes de tensions crées lors de leur démarrage, Réseau, Distribution électrique, Utilités","[ 1.8280671  -0.8828636  -0.1608997  ...  0.71778935 -1.0783844
 -0.32472086]"
118,"Dimensionnement des câbles correct et vérifié, Gestion et pilotage, Distribution électrique, Utilités","[ 1.7291006  -0.23512807 -0.744829   ...  1.2872754  -0.9922987
 -0.73903656]"
120,"Transformateur haut rendement, Transformateur, Distribution électrique, Utilités","[ 3.8057857   0.8826968  -1.404691   ...  0.57563245 -0.36246178
 -1.2346165 ]"
121,"Dimensionnement des transformateurs en adéquation avec l'utilisation, Transformateur, Distribution électrique, Utilités","[ 1.9814948   0.18119726 -0.30248776 ...  0.68357563 -0.9867143
  0.21029906]"
122,"Remplacement de TGBT vétuste, Transformateur, Distribution électrique, Utilités","[ 1.8731809   0.85371155  0.07769913 ...  2.025355   -1.4830518
 -0.21200691]"
123,"Eléments du TGBT faiblement consommateur pour éviter une climatisation du local, Armoire électrique, Distribution électrique, Utilités","[ 1.2014667  -1.184231   -0.66539735 ...  1.81507    -2.1926074
 -0.77018213]"
124,"Renouvellement d'air du local du transformateur pour son refroidissement, Transformateur, Distribution électrique, Utilités","[ 2.1758835   0.6459042  -0.41156366 ...  0.26490656 -1.5309279
 -0.2840433 ]"
125,"Transformateurs à refroidissement par convection naturelle, Transformateur, Distribution électrique, Utilités","[ 3.195536    0.38172993 -1.0427005  ...  0.32455385 -2.1154428
 -0.58271223]"
126,"Placement des équipements pour lesquels la demande en courant est élevée, aussi près que possible de la source d'alimentation, Ajustement production/besoin, Distribution électrique, Utilités","[ 2.2258642  -0.488593   -0.26410875 ... -0.23154509  0.06696335
  0.62426317]"
127,"Nettoyage des traversées et les connexions pour limiter les risques de corrosion ou de rouille, Maintenance, Distribution électrique, Utilités","[ 2.1494825   0.04368145  0.07989443 ... -0.41884357 -0.1221322
 -0.54595184]"
128,"Détection des points chauds des câbles et des armoires, Armoire électrique, Distribution électrique, Utilités","[ 1.6550069  -0.8071177  -0.46061283 ...  1.9338386  -2.0504844
 -1.4105364 ]"
129,"Nouveaux onduleur en remplacement des anciens onduleurs, Onduleur, Distribution électrique, Utilités","[ 1.5427704   0.14573804 -0.05185311 ...  1.2196146  -0.07676018
 -0.1844353 ]"
130,"Vérification l'équilibrage des phases, Gestion et pilotage, Distribution électrique, Utilités","[ 1.2202171  -0.77095807 -0.8218317  ... -0.5408925  -0.8479355
 -0.43242484]"
131,"Vérification du branchement des systèmes monophasés et triphasés. Le monophasé ne doit pas être branché sur du triphasé, Maintenance, Distribution électrique, Utilités","[ 1.3826137   0.24797547 -1.0326023  ...  1.3156576  -0.23089449
 -0.59791696]"
132,"Maintenance annuelle des équipement électrique et du transformateur, Maintenance, Distribution électrique, Utilités","[ 1.9411377   0.41080454 -0.81606555 ...  0.79063344 -1.9195266
  0.5632529 ]"
133,"Jeux de barres serrés., Armoire électrique, Distribution électrique, Utilités","[ 1.3582438  -0.51637495 -1.3129749  ...  1.6644766  -1.1554568
 -0.07517175]"
134,"Détection des surcharges, Ajustement production/besoin, Distribution électrique, Utilités","[ 2.377255   -1.0959187  -0.7192114  ...  0.12702468  0.33912224
  0.66333175]"
135,"Maintenance du transformateur, Transformateur, Distribution électrique, Utilités","[ 2.815577    0.8254403  -1.4499341  ...  1.380298   -1.9289731
 -0.26908836]"
136,"Arrêt des équipements quand ils ne sont pas nécessaires, Régulation, Distribution électrique, Utilités","[ 0.62967354 -0.94793653 -0.99336684 ... -0.71706045 -1.6612266
 -0.80215156]"
137,"Mainten en ligne les transformateurs fonctionnant à une charge de plus de 40 à 50 % de la puissance nominale, Transformateur, Distribution électrique, Utilités","[ 3.15505     0.14092396 -1.6527237  ...  0.25265107 -0.5424577
  0.34701383]"
138,"Diminution de la tension de court circuit du transformateur, Transformateur, Distribution électrique, Utilités","[ 1.042404    0.03006395 -0.6879756  ...  0.40561235 -0.26131994
  0.4112586 ]"
139,"Amélioration du facteur de puissance, Gestion et pilotage, Distribution électrique, Utilités","[ 0.93414086 -0.35983303 -0.49350992 ...  0.67306405 -0.39996517
 -1.0172524 ]"
140,"Décalage des appels de puissance, Ajustement production/besoin, Distribution électrique, Utilités","[ 0.34979427 -1.5463555  -1.0071651  ...  0.22436947  0.25406066
  0.19262771]"
141,"Effacement des creux de tension, Onduleur, Distribution électrique, Utilités","[ 1.0720257  -0.7459248  -0.3110981  ...  0.15513927 -1.2936686
  0.920322  ]"
142,"Stockage permettant de décaler la consommation, Stockage, Distribution électrique, Utilités",[ 2.334068  -0.3735147 -1.3080738 ...  0.6572091 -1.198053  -0.6705436]
143,"Surpresseur et réseau d'air multi pressions pour répondre aux besoins localisés, Réseau, Air comprimé, Utilités","[ 2.9328537  -1.289087    0.33173206 ...  0.3191976  -0.75384647
  0.14884713]"
144,"Vannes d’isolement pour couper l’arrivée d’air comprimé des ateliers non utilisés, Réseau, Air comprimé, Utilités","[ 2.8940027  -1.0814989  -0.12025154 ...  0.6615563  -0.98308057
  0.1463041 ]"
145,"Production d'air décentralisée, Gestion et pilotage, Air comprimé, Utilités","[ 3.217274   -1.1720314  -0.78391063 ...  0.63058925 -1.237982
 -1.2494402 ]"
146,"Démarrage des compresseurs en fonction du besoin, Régulation, Air comprimé, Utilités","[ 2.7651343  -1.2447159  -1.186037   ... -0.15408939 -0.90281206
 -0.18142854]"
147,"Amélioration du refroidissement, du séchage et de la filtration, Traitement de l'air, Air comprimé, Utilités","[ 2.208083   -0.41505045 -0.08606795 ...  0.24257244 -1.0398645
 -0.8597464 ]"
148,"Optimisation de la régulation, Régulation, Air comprimé, Utilités","[ 1.5734429  -1.4835185   0.31767142 ... -0.6821576  -0.51730055
 -1.1687279 ]"
149,"Système de régulation élaboré, Régulation, Air comprimé, Utilités","[ 2.0606253  -2.3369377  -0.43520513 ... -0.6244832  -1.1144149
 -0.4292441 ]"
150,"Stockage de l'air comprimé à proximité des utilisations à forte fluctuation, Stockage, Air comprimé, Utilités","[ 2.6901615  -0.62994695 -0.6074501  ... -0.04118088 -1.2069432
  0.79713327]"
151,"Augmentation de la taille des cuves de stockage, Stockage, Air comprimé, Utilités","[ 4.5549917  -0.35169184 -0.32316256 ...  0.6799676  -0.8388359
 -0.32782286]"
152,"Arrêt des compresseurs quand il n'y a pas de demande d'air, Gestion et pilotage, Air comprimé, Utilités","[ 3.2794626  -1.037063    0.30591077 ...  0.3766765  -1.4321902
 -1.021383  ]"
153,"Petit compresseur pour la nuit et les week end, Ajustement production/besoin, Air comprimé, Utilités","[ 2.7407734  -1.4839587  -0.29853854 ...  0.5892139  -0.20897341
 -0.27465898]"
154,"Modernisation du compresseur, Compresseur, Air comprimé, Utilités","[ 2.591201   -0.20489812 -0.59207755 ...  0.15639094 -1.0953082
 -0.7441833 ]"
155,"Purgeurs automatiques en remplacement de purgeurs manuels, Régulation, Air comprimé, Utilités","[ 3.236139   -1.0502048   0.46771756 ...  0.3401754  -0.06931939
 -0.72420186]"
156,"Remplacement des outils pneumatiques par des outils électriques lorsque c'est possible, Soufflette, Air comprimé, Utilités","[ 2.5781453   1.349863    0.02142946 ...  1.1310066  -0.8707884
 -0.82033855]"
157,"Suppression des soufflettes, Soufflette, Air comprimé, Utilités","[ 2.089416   -0.27677333 -0.45835233 ...  1.0134585  -1.6882342
 -1.188441  ]"
158,"Optimisation de la pression des soufflettes, Soufflette, Air comprimé, Utilités","[ 2.0471973  -0.30632544  0.23489738 ...  0.94823915 -1.074353
 -1.1547015 ]"
159,"Soufflantes en remplacement de couteaux d'air, Soufflette, Air comprimé, Utilités","[ 2.2260652  -0.31632087 -0.0629238  ... -0.12391596 -1.1558486
 -0.9303009 ]"
160,"Campagne de détection des fuites sur un réseau d’air comprimé, Réseau, Air comprimé, Utilités","[ 4.2968435  -1.783257    0.13182952 ...  0.65505797 -0.8476892
 -0.62846607]"
161,"Maintenance préventive, Maintenance, Air comprimé, Utilités","[ 2.5437453   0.64903784 -0.06961153 ... -0.0308688  -1.2400376
  0.14698763]"
162,"Nettoyage et remplacement plus fréquents des filtres, Filtre, Air comprimé, Utilités","[ 1.7865493   0.76109177  2.0026798  ...  1.1687471  -0.5275837
 -0.59586674]"
163,"Réduction des pertes de charge, Réseau, Air comprimé, Utilités","[ 3.520918   -0.80491734  0.41264796 ... -0.01118638 -1.5319754
  0.36130354]"
164,"Vérification des purges de condensats, Purgeurs et condensats, Air comprimé, Utilités","[ 3.2437403  -1.7785659   0.47631934 ... -0.0586974  -1.1355741
  0.50281256]"
165,"Purgeurs de condensats sans pertes d'air, Purgeurs et condensats, Air comprimé, Utilités","[ 4.4218726  -2.3632205   1.3845867  ... -0.23677348 -1.1407269
  0.6895474 ]"
167,"Participation du personnel dans la recherche de fuite, Maintenance, Air comprimé, Utilités","[ 3.4720936  -0.50406116 -0.5113517  ... -0.13880537 -1.210843
 -0.06560032]"
