Solution_ID,Text,Embedding
20,"Climatisation, CVC, Bâtiment, Investissement élevé pour les installations solaires et machines frigorifiques (pour l'instant peu compétitif par rapport à l'utilisation de l'électricité), Consommation électrique faible Très peu d'impacts sur l'environnement Utilisation d'une énergie propre et abondante","[ 1.1731182  -0.912079    0.03921482 ...  0.75760627  0.22651428
  0.3871339 ]"
21,"Maintenance, Froid, Utilités, de la consommation électrique des centrales frigorifiques","[ 1.995319   -1.1365033  -0.9207786  ...  0.5952064   0.01228709
  1.7009003 ]"
22,"Chambre froide, Froid, Utilités, ","[ 0.13890749 -2.1923773  -2.583097   ...  1.7884742  -0.90399957
  1.4216464 ]"
23,"Réseau, Froid, Utilités, Sur réseau existant parfois difficile à mettre en oeuvre (nécessité d'arrêter les installations ou de by-passer le réseau), Réduction des pertes de charge Peu coûteux","[ 1.4349103  -0.49712932 -0.10499202 ...  0.86763287 -0.5388531
  0.17615658]"
24,"Maintenance, Froid, Utilités, de la consommation électrique des centrales frigorifiques","[ 1.995319   -1.1365033  -0.9207786  ...  0.5952064   0.01228709
  1.7009003 ]"
25,"Evaporateur, Froid, Utilités, Résistance électrique : Pas adéquat sur les cycles utilisant de l'ammoniac Coûteux en énergie sans possibilité de la récupérer. Dégivrage à air : Application limitée Possible dépôt de goutte d’eau sur la marchandise pouvant entrainer moisissures, de l'énergie consommée par l'installation frigorifique. Dégivrage à la demande : 15% à 20% d’économie par rapport à un dégivrage programmé (30min toute les 8h)., Résistance électrique : Faible encombrement Mise en œuvre simple Faible coût d’installation Injection de gaz chauds : Pas de consommation d’énergie supplémentaire","[ 2.041558   -0.24589252  0.16026455 ...  0.40071097 -0.7296679
 -0.6468785 ]"
26,"Evaporateur, Froid, Utilités, Doit être réfléchie en fonction des besoins et du site environnant., de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C., Meilleure efficacité Réduction des investissements","[ 0.7483471  -0.6284035  -0.11548069 ...  0.08734596 -0.1831742
  0.50325215]"
27,"Maintenance, Froid, Utilités, Procédures régulière à mettre en place, de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Augmentation de la durée de vie des échangeurs. Augmentation du rendement (COP) du cycle frigorifique","[ 2.31104    -0.48779747  0.8957819  ... -0.22311208  0.38683775
  0.79941064]"
28,"Condenseur, Froid, Utilités, Variation de la température de l'air ambiant en fonction des saisons, de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C.","[ 1.1739522  -1.0115776   0.56798685 ...  0.01180527 -0.56730276
  0.33952734]"
29,"Condenseur, Froid, Utilités, Nettoyage parfois difficile dans certaines configurations, de la consommation ponctuelle des compresseurs, Moins de risques de panne Encrassement très largement diminué Diminution des coûts d'écploitation Echange thermique amélioré (la vitesse de ventilation peut être diminuée)","[ 1.9025873  -0.9550963   0.612425   ...  0.0337041  -0.5339984
 -0.47991586]"
30,"Condenseur, Froid, Utilités, Augmentation de la durée de vie des ventilateurs des condenseurs à air.","[ 2.5305903  -1.1619415   0.24097027 ...  0.71450335  0.07250659
  0.9657158 ]"
31,"Maintenance, Froid, Utilités, Action périodique à maintenir régulièrement, Dispositif peu couteux, amortissement rapide Evite la corrosion Amélioration du rendement de l'installation Installation simple dans tous types de système Pas de baisse de pression dans les conduites","[ 1.747791   -0.35932946  0.07909824 ...  1.4855368  -0.01279481
  0.36161572]"
32,"Maintenance, Froid, Utilités, de l'énergie frigorifique produite par la centrale froid",[ 2.4344509 -0.7622222 -1.2729657 ...  0.8138817 -0.5182252  1.5557911]
33,"Chambre froide, Froid, Utilités, ","[ 0.13890749 -2.1923773  -2.583097   ...  1.7884742  -0.90399957
  1.4216464 ]"
34,"Régulation, Froid, Utilités, Augmentation de température parfois limité par les besoins des procédés., d'économie d'énergie sur la consommation du compresseur par °C supplémentaire, Amélioration du rendement du groupe frigorifique.","[ 1.8652697  -0.7579084  -0.3798848  ...  0.17499739 -0.31453714
  0.5940241 ]"
35,"Régulation, Froid, Utilités, L'action peut être limité par la technologie des détendeurs installés., de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Amélioration du rendement du cycle frigorifique","[ 1.9126377  -0.3882171   0.21537545 ... -0.630181   -0.16900386
 -0.20065536]"
36,"Climatisation, CVC, Bâtiment, Nécessite la modification ou le remplacement des ventilateurs ou l'installation d'un variateur de vitesse Le débit ne doit pas être inférieur à la valeur réglementaire de 30m^3/h/pers Une maintenance plus strict peut être nécessaire pour éviter tout risque sanitaire dû à un air ambiant moins renouvellé, Conduit à un meilleur dimensionnement des ventilateurs et donc une consommation moindre Réduction de l'énergie à fournir pour refroidir l'air avant d'être soufflé dans le local Adaptation du taux d'air neuf à l'occupation réelle du bâtment ou à la saison","[ 0.7211001  -0.8221924   0.00602498 ...  0.03165611 -0.52879745
 -0.1987426 ]"
39,"Régulation, Froid, Utilités, Evite la marche à vide des compresseurs Assure une sécurité de manoeuvre","[ 1.3483857  -0.6532348  -1.2443721  ...  0.23548247  0.3572308
  0.26970607]"
40,"Evaporateur, Froid, Utilités, de la consommation totale","[ 3.3248973  -2.081679   -0.9317524  ...  0.26504323 -0.07788862
  0.62311536]"
41,"Condenseur, Froid, Utilités, ","[ 2.6328237  -2.2402954  -1.2146468  ...  1.4196603  -0.39341232
  1.452427  ]"
42,"Régulation, Froid, Utilités, ","[ 0.8097739  -2.4931881  -1.4368522  ...  1.0219835   0.50840074
  0.31932914]"
43,"Gestion et pilotage, Procédés, Coût initial élevé, qui dépend de la taille du système et de sa complexité. Instrumentation importante., Meilleure fiabilité des équipements Suivi des installations, pilotage à distance Optimisation de la maintenance","[ 1.9109873   0.67248094  0.2529415  ... -0.00953948  0.31078035
 -0.2413285 ]"
44,"Meuble frigorifique, Froid, Utilités, Faible coût Utilisation simple et sûre","[ 2.3325658  -0.83066285 -1.275571   ...  0.5591522  -0.55104876
  0.28870863]"
45,"Récupération de chaleur, Froid, Utilités, Une modification du groupe existant peut être nécessaire, Réduction du réseau vapeur et diminution des pertes associées","[ 2.4478676  -0.1472718   0.35419574 ...  1.127995   -1.1825671
 -0.13704811]"
46,"Récupération de chaleur, Froid, Utilités, Une modification du groupe existant peut être nécessaire, de la chaleur perdue est récupérable., Réduction du réseau vapeur et diminution des pertes associées","[ 2.8830457  -0.55973274  0.68405765 ...  1.0876509  -0.91787905
 -0.04080382]"
47,"Récupération de chaleur, Froid, Utilités, La solution n'est pas applicable à tous les types de compresseurs.","[ 1.7987747  -1.2756165  -0.92110306 ...  1.5001602  -0.3006624
 -0.52538025]"
48,"Machines frigorifiques, Utilités, COP < 1 (car prise en compte de l'apport de chaleur au régénérateur), Appareils supplémentaires (absorbeur, générateur et échangeur) Températures au bouilleur au moins de l'ordre de 80 à 85 °C, nécessite d'une source de chaleur (vapeur sur site par exemple), Plus de compresseur Installation de pompe avec un coût plus faible Consommation de pompe inférieure à celle d'un compresseur Fluide dont l'impact sur la couche d'ozone et sur l'effet de serre est nul","[ 2.022077   -1.1032436   0.6866159  ...  0.08992343 -0.66251075
  0.0867494 ]"
49,"Détendeur, Froid, Utilités, ","[ 2.9292226  -1.9243276  -2.1125066  ...  2.067214    0.56075096
  0.93555844]"
50,"Moteur, Moteur, Utilités, Campagne de mesure en période de charge des moteurs Moteurs parfois difficilement accessibles, de la consommation du moteur. Le gain varie selon la taille du moteur. Il est d'environ 1% pour les gros moteurs (qui peuvent fonctionner à rendement élevé pour des charges de 30%) et de 3% pour les moteurs plus petits dont le rendement se dégrade à partir de 75%., Diminution des marches à vide du moteur.","[ 2.0846622   0.26513633  0.3292916  ...  1.0142664  -0.2709728
  0.07076452]"
51,"Ajustement production/besoin, Moteur, Utilités, ","[ 1.633341   -0.7399964   0.24221952 ...  0.940976    0.40689734
  1.1042428 ]"
54,"Moteur, Moteur, Utilités, de surcoût pour les moteurs d'une puissance supérieure à 20 kW, Sauf changement radical de technologie, les moteurs sont de même taille et ont une augmentation de poids d’environ 15 %., d'augmentation du rendement selon les puissance par rapport à la norme IE1, Anticipation des contraintes légales à venir. Gain sur la durée de vie du moteur.",[ 1.5220873  0.8867921  1.2267958 ...  1.0226526  0.7036279 -1.282501 ]
55,"Transmission, Moteur, Utilités, Arrêt du moteur lors du changement La solution est peu rentable sur des moteurs usagés mais elle est à considérer lors de leur remplacement, de la consommation du sous système entrainé par le moteur, Optimisation du rendement du système moteur couplé à l'unité entrainée par le moteur.","[ 1.7461034   0.58014417  0.129502   ...  0.36014947 -1.1514518
  0.48626184]"
56,"Régulation, Moteur, Utilités, de la consommation du sous système entrainé par le moteur","[ 1.6351515  -0.8767189   0.22378357 ...  0.05354304 -1.7842337
  0.5891673 ]"
57,"Moteur, Moteur, Utilités, Certains locaux contenant le moteur sont difficiles à ventiler Mise en place d'un système de ventilation naturelle ou mécanique peut être à prévoir, Augmentation de la durée de vie du moteur. Amélioration du rendement du moteur","[ 2.2090693   0.13364768  0.15582414 ...  0.53082186 -0.34583408
  0.07498732]"
58,"Maintenance, Moteur, Utilités, Surcoût à l'investissement non négligeable., de la consommation électrique du moteur, Anticipation sur les contraintes légales à venir","[ 1.1551558   0.82840276 -0.03454565 ...  0.49003226  0.6421035
  1.0972067 ]"
59,"Maintenance, Moteur, Utilités, Amélioration du rendement et de la durée de vie du moteur en réduisant les pertes par frottement Protection contre l'oxydation et la corrosion","[ 2.6377842  -0.26864332  1.518368   ...  0.44403657  0.8536328
  0.4328491 ]"
60,"Transmission, Moteur, Utilités, de diminution des pertes au niveau de la transmission","[ 3.22726     0.26559535 -0.9748395  ... -0.15905756 -0.3950504
  0.8024905 ]"
61,"Maintenance, Moteur, Utilités, Perte de rendement du moteur possible, de la consommation électrique du moteur., Investissement limité",[2.2193582  0.49949837 0.83813995 ... 1.341393   0.5511019  0.81879944]
62,"Transmission, Moteur, Utilités, Si l’entretien des éléments de transmission (arbres, courroies) est négligé, les pertes peuvent aller de 0 à 45%., de la consommation électrique du moteur","[ 2.4748914  -0.3575826   0.0700595  ...  0.98133826 -0.2727304
  0.48887143]"
63,"Régulation, Pompe, Utilités, de la consommation ponctuelle de la pompe selon la charge","[ 3.0579789  -1.2227945  -0.47723836 ...  0.5458138  -0.93925965
  0.04783487]"
64,"Pompe de surpression, Pompe, Utilités, de la consommation annuelle de la pompe","[ 3.8668735  -1.5987719  -0.17188065 ...  1.383209    0.03568107
 -0.03323467]"
65,"Régulation, Pompe, Utilités, Necessité de modifier le réseau de conduits Etude préalable afin de déterminer les besoins réels de pompage Installation de capteurs à des endroits stratégiques afin de connaître le besoin réel Adaptation des puissances des pompes en cas de passage de pompe en série en parallèle, Réduction de la consommation énergétique puisque les pompes démarrent en fonction du besoin Augmentation de la durée de vie des pompes en ne les faisant fonctionner que lorsque c'est nécessaire Meilleur gestion des pics de demande","[ 2.0830448  -0.96676683 -0.12902261 ...  0.9841088  -0.35121933
 -0.43794763]"
66,"Mesure et comptage d’énergie, Management (ISO 50 001), Investissement plus important pour des appareils résistants aux conditions extrèmes (chaleur, froid, humidité ...) ou nécessitant une acquisition numérique Choix pertinent des lieux de mesure, Connaissance de l'état du réseau, de l'évolution des pertes de charge dans le réseau et des besoins Gestion facilité et anticipation possible des problèmes sur le réseau Identification plus facile des points à optimiser","[ 1.3378134  -0.19819336  0.70170796 ...  0.68926233  0.15350556
  0.00788364]"
67,"Ajustement production/besoin, Pompe, Utilités, ","[ 2.4794745  -1.1378868   0.25716314 ...  0.7327348   0.39413643
  0.22875597]"
68,"Réseau, Pompe, Utilités, Mise hors service du réseau éventuelle, Les gains dépendent de la longueur de réseau qui a été retiré., Réduction des pertes de charge Diminution du besoin en pompage Réduction éventuelle de l'encombrement","[ 2.772562   -0.08430143  1.1041458  ...  0.62112737 -0.66096115
 -0.16720466]"
69,"Réseau, Pompe, Utilités, ","[ 3.063476   -1.5365933   0.28218335 ...  2.0307035  -1.1238751
  0.4148375 ]"
70,"Pompe, Pompe, Utilités, de la consommation de la pompe, Fonctionnemment des pompes proche de leur rendement optimum.","[ 3.6378582  -1.9001548  -0.658776   ...  1.6242771  -0.10290428
 -0.58774596]"
71,"Réseau, Pompe, Utilités, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, Il est recommandé d’effectuer une détection des fuites lorsque les ateliers sont à l’arrêt. Un programme de maintenance est conseillé pour garder le taux de fuite au plus bas L'investissement dans un appareil à ultrason peut être nécessaire pour la détection des fuites, Réduction de la consommation des pompes du réseau Diminution de la pression de fonctionnement","[ 2.301699   -0.49166286  0.09335586 ... -0.06903417 -0.50496763
  0.07570038]"
72,"Maintenance, Pompe, Utilités, Certaines pompes peuvent être difficiles d'accès rendent la vérification ardue, Augmentation de la durée de vie des pompes Anticipation des problèmes avant qu'ils ne deviennent irréversibles (casse de la pompe)","[ 2.3169808  -0.39482766  0.39137894 ...  1.2198621   0.1881478
  0.06891708]"
73,"Pompe, Pompe, Utilités, Campagne d'analyse du dimentionnement des pompes nécessaire avant la mise en place de la solution, de la consommation de la pompe, Adaptation de la consommation de la pompe au besoin réel du réseau","[ 2.199561   -1.2547312  -0.9280044  ...  1.0079935  -0.49273965
 -1.413893  ]"
74,"Pompe, Pompe, Utilités, de la consommation de la pompe","[ 3.6151237  -1.935218   -0.5729396  ...  1.8447443  -0.2966163
 -0.55315423]"
75,"Ajustement production/besoin, Pompe, Utilités, Etude préalable nécessaire pour définir les besoins réels de l'installation Nécessite un réajustement si augmentation des pertes de charge après une modification du réseau Remplacement des pompes parfois nécessaire pour éviter un fonctionnement à vide, Diminution de la consommation des pompes du réseau Augmentation de la durée de vie des pompes et autres équipements du réseau Peut conduire à la suppression de pompes devenues superflues","[ 2.1447136  -1.0234565   0.6917064  ...  0.7533528  -0.41447872
 -0.45016044]"
76,"Réseau, Pompe, Utilités, Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...) Achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Réduction de la consommation des pompes Diminution du besoin en pompage","[ 2.1171863  -0.2779395   0.77064323 ...  0.7676962  -1.2632877
 -0.01146031]"
77,"Réseau, Pompe, Utilités, Modification du réseau d'eau existant","[ 2.2817113  -0.445874   -0.1647438  ...  1.6371132  -1.7781396
  0.91765726]"
78,"Valorisation, Méthanisation / Biogaz, Nouvelles énergies, Les investissements nécessaires pour les systèmes fonctionnement au biogaz sont encore importants. La production de biogaz entraîne des coûts d'exploitation importants., L'utilisation de biogaz permet de manière indirecte de soutenir la valorisation des déchets, de l'imiter leur impact environnemental en évitant les émissions de Gaz à Effet de Serre (GES) dans l’atmosphère, et en valorisant leur potentiel énergétique. L'utilisation de biogaz permet de diminuer la dépendance aux énergies fossiles. Le digestat, résidu de la méthanisation, peut être valorisé en aval comme compost ou engrais naturel. Son utilisation permet alors d'éviter l'utilisation d'engrais chimiques. La combustion de biogaz pemet de diviser par 2 les émissions sonores du moteur et d'atténuer ses vibrations.","[ 1.2984376  -0.09951637  0.25697896 ...  1.5316972   0.50186807
 -1.2432127 ]"
79,"Régulation, Ventilation, Utilités, ","[ 0.2672645  -1.6938224  -0.45946434 ...  0.86482364 -0.71219677
  0.73399186]"
80,"Gestion et pilotage, Ventilation, Utilités, de la consommation propre du système","[ 3.4081445  -1.3332212  -0.07496399 ...  1.4767467  -0.8168868
  0.47327337]"
81,"Gestion et pilotage, Ventilation, Utilités, Le bon type d'automatisation pour adapter le besoin est à réfléchir en amont., Limitation des gaspillages d'énergie","[ 2.27797    -0.304364   -0.34859595 ...  0.65613204 -0.5131795
  0.15276016]"
82,"Réseau, Ventilation, Utilités, L'investissement dépend de la taille du réseau mais reste marginal. Il se limitera à l'achat éventuel d'équipements de tuyauterie pour remplacer ceux existants., Mise hors service du réseau afin de pouvoir le modifier Certaines canalisations sont difficiles d'accès (enfouissement, encombrement ...), de la consommation propre du système, Réduction du débit de soufflage nécessaire Diminution de la consommation des ventilateurs","[ 1.5397235   0.11668503  0.499497   ...  0.3919893  -1.1783627
 -0.2392152 ]"
83,"Ventilateur, Ventilation, Utilités, de la consommation propre du ventilateur","[ 1.8946046  -1.6385325  -0.39005798 ...  1.6611028  -0.9178278
  1.5080293 ]"
84,"Ventilateur, Ventilation, Utilités, Modification du système en place. L'accouplement direct du moteur au ventilateur n'est pas toujours possible. Désacouplement du moteur au ventilateur plus compliqué qu'avec des courroies., de la consommation propre du ventilateur. La consommation est variable e fonction de la puissance du ventilateur. Le gain min est pour ceux de puissance importante, le gain max pour ceux de petite puissance.","[ 1.6870933  -0.48385718 -0.16863708 ...  0.54061097 -0.91393214
  0.2624541 ]"
85,"Ventilateur, Ventilation, Utilités, de la consommation propre du ventilateur","[ 1.8946046  -1.6385325  -0.39005798 ...  1.6611028  -0.9178278
  1.5080293 ]"
86,"Gestion et pilotage, Ventilation, Utilités, ","[ 1.9836295  -1.3593276  -0.01570196 ...  1.0952883  -0.5499083
 -0.15884607]"
87,"Réseau, Ventilation, Utilités, ",[ 1.7496133 -1.1932147  0.4412297 ...  1.8221806 -1.2866988  1.3966776]
88,"Gestion et pilotage, Ventilation, Utilités, ","[ 1.9836295  -1.3593276  -0.01570196 ...  1.0952883  -0.5499083
 -0.15884607]"
89,"Maintenance, Ventilation, Utilités, ","[ 0.50537694 -0.46213096 -0.97661144 ...  0.7440059  -0.59767836
  1.8205553 ]"
90,"Maintenance, Ventilation, Utilités, ","[ 0.50537694 -0.46213096 -0.97661144 ...  0.7440059  -0.59767836
  1.8205553 ]"
91,"Réseau, Ventilation, Utilités, de la consommation propre du ventilateur","[ 2.789431   -1.510794    0.42039192 ...  1.8334161  -0.9842417
  1.4604783 ]"
92,"Ventilateur, Ventilation, Utilités, de la consommation du ventilateur selon les puissances.","[ 2.113477   -1.7325351  -0.21917564 ...  1.0892376  -0.87383413
  1.1481963 ]"
93,"Ajustement production/besoin, Ventilation, Utilités, de la consommation de l'appareil suite à une réduction de débit de 20%.","[ 1.991056   -1.2990721   0.64007396 ... -0.68106663 -0.5935748
  0.6538737 ]"
94,"Ajustement production/besoin, Ventilation, Utilités, sur la consommation du chauffage.","[ 1.8956846  -1.6623465   0.47923627 ...  0.53479564 -0.6850069
  1.1695225 ]"
95,"Récupération de chaleur, Ventilation, Utilités, de la consommation ponctuelle de l'unité","[ 2.9518514  -1.4957176   0.92017615 ...  1.2012815  -0.8157856
  1.130386  ]"
97,"Isolation, Enveloppe, Bâtiment, L’investissement initial est important. Les temps de retour sur investissements sont souvent supérieurs à 10 ans. En plus des coûts des matériaux, il faut prévoir des frais supplémentaires pour la main d’œuvre. Les travaux sont souvent longs., Gain sur la consommation d’énergie primaire par la réduction des besoins en chauffage et en climatisation. Meilleur confort thermique été comme hiver. L’isolation thermique peut apporter une isolation acoustique supplémentaire.",[0.6297721  0.06746785 0.36961475 ... 1.3693094  0.0424103  0.42221922]
99,"Etanchéité et infiltrations, Enveloppe, Bâtiment, Les infiltrations d'air représentent 14 à 18 % de la consommation énergétique d'un bâtiment., Réduction du chauffage en hiver et de la climatisation en été.","[ 1.1268716  -0.5568167   0.17499319 ...  0.03447092  0.25711456
  0.4556814 ]"
100,"Etanchéité et infiltrations, Enveloppe, Bâtiment, Composante comportementale de la part des équipes de la logistique., Diminution des courants d’air ; Diminution du brassage des polluants.","[ 1.5810263   0.10015566  1.1112034  ...  0.06948739 -0.7185489
 -0.3093511 ]"
102,"Climatisation, CVC, Bâtiment, Solution tributaire du comportement des usagers Redisposition du local parfois difficile, Diminution de la température de la pièce Diminution du temps de fonctionnement du climatiseur et donc de sa consommation","[ 0.7283308  -0.46028006  0.6045259  ... -0.07425367 -1.1903708
 -0.5141744 ]"
103,"Climatisation, CVC, Bâtiment, Solution dépendante du comportement des usagers, Réduction de la consommation des radiateurs en hiver ou de la climatisation en période chaude Amélioration du confort thermique de la pièce","[ 0.99285626 -0.29443473  0.8980693  ...  0.40592375 -1.5624369
  0.03075392]"
104,"Récupération de chaleur, Vapeur, Utilités, Prix deux fois supérieur à une PAC basse pression, Expertise conseillée avant installation, afin de savoir s'il s'agit d'une solution pertinente, Peut chauffer de l'eau jusqu'à une température de 80 °C à partir d'une température extérieur de 20°C. COP compris entre 3 et 5 Facilité d'installation sur le réseau","[ 2.34138    -0.40933415 -0.06881693 ...  0.24199228 -0.4556823
 -0.01339275]"
105,"Chauffage, CVC, Bâtiment, Installation de chauffage radiant ( moyenne de : 230-450 €), plus chers que des convecteurs Réduction de température dans les zones non occupées : dépend du confort thermique désiré et du comportement des usagers, Meilleur confort thermique Consommation électrique plus faible Installation simple, peu d'encombrement","[ 0.5550456   0.34426922 -0.04896952 ...  1.1379663  -1.021391
  0.13032012]"
108,"Chauffage, CVC, Bâtiment, La baisse de la consigne est limité par le confort du personnel., de diminution de la puissance thermique par degré abaissé sur la consigne","[ 0.14544429  0.71074414 -0.37294242 ...  0.07926434 -1.3201466
  0.32513043]"
109,"Climatisation, CVC, Bâtiment, Parfois nécessaire de passer par une société spécialisé, de la consommation électrique si la maintenance est effectuée correctement., Coût de maintenance réduit Augmentation de la durée de vie du système Efficacité accrue","[ 0.8890324  -0.2722464   1.3767757  ...  0.16004086 -0.02452459
  0.08704346]"
110,"Climatisation, CVC, Bâtiment, Mise en place d'une régulation sur l'apport d'air neuf à asservir à deux sondes de températures (intérieur et extérieur)., Diminution de la consommation du poste climatisation","[ 0.33989745 -0.17922975  0.7656966  ... -0.49875125 -0.55941033
 -0.86632216]"
111,"Condenseur, Froid, Utilités, Une unité de filtration de l'eau pompé doit être ajoutée. Efficacité réduite en été et mi saison., Diminution de la consommation du poste climatisation Diminution des émissions de CO2.","[ 1.8068945  -1.7875825   1.131646   ...  0.4504969  -0.7382627
  0.57141256]"
113,"Condensateur, Distribution électrique, Utilités, de réduction du taux de flicker (variation de tension, clignotement), Diminution des pertes par effets Joules liées à la diminution du courant en amont des condensateurs. Suppression des pénalités. Réduit la puissance apparente appelée. Réduit le taux de flicker et améliore la qualité du réseau électrique.","[ 0.8443677  -0.6515237   1.0790277  ...  0.6537263  -0.23682801
 -0.3752763 ]"
114,"Filtre, Distribution électrique, Utilités, Modification possible de l'installation, de réduction des pertes par effet joules, Augmentation de la durée de vie des équipements Dépollution et rééquilibrage du réseau Respect des engagements contractuels auprès des fournisseurs énergétiques en matière de consommations",[0.34462067 0.29802072 0.65161544 ... 0.49106383 0.11516827 0.15653738]
115,"Réseau, Distribution électrique, Utilités, ","[ 2.3660142  -0.95305294 -0.08792868 ...  1.6961303  -1.6639569
  0.47045702]"
116,"Réseau, Distribution électrique, Utilités, ","[ 2.3660142  -0.95305294 -0.08792868 ...  1.6961303  -1.6639569
  0.47045702]"
117,"Réseau, Distribution électrique, Utilités, ","[ 2.3660142  -0.95305294 -0.08792868 ...  1.6961303  -1.6639569
  0.47045702]"
118,"Gestion et pilotage, Distribution électrique, Utilités, ","[ 2.818718   -1.2061391  -0.25142998 ...  0.61728984 -0.9512334
 -0.66648066]"
120,"Transformateur, Distribution électrique, Utilités, des pertes à vides","[ 3.2583606   0.01866937 -0.6371738  ...  0.4631812  -0.73924917
 -0.04078351]"
121,"Transformateur, Distribution électrique, Utilités, ","[ 3.405152    0.10896751 -1.1875682  ...  0.87056756 -1.4255755
 -0.46328253]"
122,"Transformateur, Distribution électrique, Utilités, des pertes par effet Joule","[ 3.239146   -0.78740406 -0.25895944 ...  0.45812294 -1.1414688
 -0.31200007]"
123,"Armoire électrique, Distribution électrique, Utilités, ","[ 1.9823639  -1.2318866  -0.4724373  ...  1.7543862  -2.4592545
 -0.71076286]"
124,"Transformateur, Distribution électrique, Utilités, ","[ 3.405152    0.10896751 -1.1875682  ...  0.87056756 -1.4255755
 -0.46328253]"
125,"Transformateur, Distribution électrique, Utilités, ","[ 3.405152    0.10896751 -1.1875682  ...  0.87056756 -1.4255755
 -0.46328253]"
126,"Ajustement production/besoin, Distribution électrique, Utilités, ","[ 1.9829894  -0.8184613   0.05554632 ...  0.48613447 -0.14626174
  0.68131626]"
127,"Maintenance, Distribution électrique, Utilités, ","[ 1.4914877  -0.10273157 -0.8804763  ...  0.33314812 -0.24962643
  0.6812923 ]"
